n1	n2	d1	d2	type	m	sig1	sig2	sigm	sdir	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	big2
80	40	0	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	40	0	0	big2	2	2	0	0	2	2	0	2	2	2	2	0
80	40	0	0	s2or	2	2	0	0	2	2	0	2	2	2	2	0
160	40	0	0	raw	100	3	7	3	50	93	68	98	95	95	100	36
160	40	0	0	sig1	3	3	1	1	2	2	2	2	2	2	3	1
160	40	0	0	bsln	2	2	0	1	2	2	2	2	2	2	2	1
160	40	0	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	40	0	0	big2	2	2	1	1	2	2	2	2	2	2	2	1
160	40	0	0	s2or	2	2	0	1	2	2	2	2	2	2	2	1
320	40	0	0	raw	100	8	7	7	52	93	51	97	96	96	100	38
320	40	0	0	sig1	8	8	2	7	4	6	3	7	7	7	8	1
320	40	0	0	bsln	4	4	1	4	4	4	3	4	4	4	4	1
320	40	0	0	sig2	1	1	1	1	1	1	0	1	1	1	1	1
320	40	0	0	big2	4	4	1	4	4	4	4	4	4	4	4	1
320	40	0	0	s2or	4	4	1	4	4	4	4	4	4	4	4	1
20	80	0	0	raw	100	4	4	6	63	67	95	100	97	97	100	17
20	80	0	0	sig1	4	4	0	1	3	0	2	4	2	2	4	0
20	80	0	0	bsln	3	3	0	1	3	0	2	3	2	2	3	0
20	80	0	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20	80	0	0	big2	3	3	0	1	3	0	2	3	2	2	3	0
20	80	0	0	s2or	3	3	0	1	3	0	2	3	2	2	3	0
40	80	0	0	raw	100	7	4	4	60	77	91	100	95	95	100	21
40	80	0	0	sig1	7	7	0	2	2	0	2	7	3	3	7	0
40	80	0	0	bsln	2	2	0	2	2	0	2	2	2	2	2	0
40	80	0	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40	80	0	0	big2	2	2	0	2	2	0	2	2	2	2	2	0
40	80	0	0	s2or	2	2	0	2	2	0	2	2	2	2	2	0
80	80	0	0	raw	100	4	4	3	40	86	86	99	95	95	100	21
80	80	0	0	sig1	4	4	0	0	0	0	0	3	0	0	4	0
80	80	0	0	bsln	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	80	0	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	80	0	0	big2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	80	0	0	s2or	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	80	0	0	raw	100	3	4	3	54	91	80	100	95	95	100	28
160	80	0	0	sig1	3	3	0	0	0	2	0	3	3	3	3	0
160	80	0	0	bsln	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	80	0	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	80	0	0	big2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	80	0	0	s2or	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
320	80	0	0	raw	100	8	4	6	52	94	69	100	94	94	100	32
320	80	0	0	sig1	8	8	0	4	5	5	3	8	5	5	8	1
320	80	0	0	bsln	5	5	0	4	5	5	3	5	5	5	5	1
320	80	0	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
320	80	0	0	big2	5	5	1	4	5	5	3	5	5	5	5	1
320	80	0	0	s2or	5	5	0	4	5	5	3	5	5	5	5	1
20	160	0	0	raw	100	4	3	3	51	49	96	99	96	96	100	11
20	160	0	0	sig1	4	4	0	1	2	0	1	3	1	1	4	0
20	160	0	0	bsln	2	2	0	1	2	0	1	2	1	1	2	0
20	160	0	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20	160	0	0	big2	2	2	0	1	2	0	1	2	1	1	2	0
20	160	0	0	s2or	2	2	0	1	2	0	1	2	1	1	2	0
40	160	0	0	raw	100	7	3	3	50	61	92	99	97	97	100	10
40	160	0	0	sig1	7	7	0	1	4	0	1	6	4	4	7	0
40	160	0	0	bsln	4	4	0	1	4	0	1	4	3	3	4	0
40	160	0	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40	160	0	0	big2	4	4	0	1	4	0	1	4	3	3	4	0
40	160	0	0	s2or	4	4	0	1	4	0	1	4	3	3	4	0
80	160	0	0	raw	100	4	3	7	54	78	91	100	97	97	100	22
80	160	0	0	sig1	4	4	0	1	1	0	1	4	2	2	4	0
80	160	0	0	bsln	1	1	0	1	1	0	1	1	1	1	1	0
80	160	0	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	160	0	0	big2	1	1	0	1	1	0	1	1	1	1	1	0
80	160	0	0	s2or	1	1	0	1	1	0	1	1	1	1	1	0
160	160	0	0	raw	100	3	3	3	50	84	84	100	95	95	100	28
160	160	0	0	sig1	3	3	0	1	2	1	1	3	3	3	3	0
160	160	0	0	bsln	2	2	0	1	2	1	1	2	2	2	2	0
160	160	0	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	160	0	0	big2	2	2	0	1	2	1	1	2	2	2	2	0
160	160	0	0	s2or	2	2	0	1	2	1	1	2	2	2	2	0
320	160	0	0	raw	100	8	3	5	52	91	82	100	95	95	100	26
320	160	0	0	sig1	8	8	0	4	5	6	5	8	7	7	8	0
320	160	0	0	bsln	5	5	0	4	5	5	5	5	5	5	5	0
320	160	0	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
320	160	0	0	big2	5	5	0	4	5	5	5	5	5	5	5	0
320	160	0	0	s2or	5	5	0	4	5	5	5	5	5	5	5	0
20	320	0	0	raw	100	4	8	6	55	38	95	99	95	95	100	11
20	320	0	0	sig1	4	4	1	1	2	0	1	3	1	1	4	0
20	320	0	0	bsln	2	2	1	1	2	0	1	2	1	1	2	0
20	320	0	0	sig2	1	1	1	1	1	0	1	1	1	1	1	0
20	320	0	0	big2	2	2	1	1	2	0	1	2	1	1	2	0
20	320	0	0	s2or	2	2	1	1	2	1	1	2	1	1	2	1
40	320	0	0	raw	100	7	8	7	52	55	92	97	93	93	100	15
40	320	0	0	sig1	7	7	0	0	3	0	1	4	1	1	7	0
40	320	0	0	bsln	3	3	0	0	3	0	1	3	1	1	3	0
40	320	0	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40	320	0	0	big2	3	3	0	0	3	0	1	3	1	1	3	0
40	320	0	0	s2or	3	3	0	0	3	0	1	3	1	1	3	0
80	320	0	0	raw	100	4	8	6	50	60	95	100	97	97	100	20
80	320	0	0	sig1	4	4	1	1	3	0	2	4	3	3	4	0
80	320	0	0	bsln	3	3	1	1	3	0	2	3	3	3	3	0
80	320	0	0	sig2	1	1	1	1	1	0	1	1	1	1	1	0
80	320	0	0	big2	3	3	1	1	3	0	2	3	3	3	3	0
80	320	0	0	s2or	3	3	1	1	3	1	2	3	3	3	3	1
160	320	0	0	raw	100	3	8	3	54	73	95	99	97	97	100	25
160	320	0	0	sig1	3	3	0	0	2	0	2	2	2	2	3	0
160	320	0	0	bsln	2	2	0	0	2	0	2	2	2	2	2	0
160	320	0	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	320	0	0	big2	2	2	0	0	2	0	2	2	2	2	2	0
160	320	0	0	s2or	2	2	0	0	2	0	2	2	2	2	2	0
320	320	0	0	raw	100	8	8	5	42	82	82	99	97	97	100	24
320	320	0	0	sig1	8	8	1	3	3	3	3	7	5	5	8	1
320	320	0	0	bsln	3	3	1	3	3	3	3	3	3	3	3	1
320	320	0	0	sig2	1	1	1	1	1	1	1	1	1	1	1	1
320	320	0	0	big2	3	3	1	3	3	3	3	3	3	3	3	1
320	320	0	0	s2or	3	3	1	3	3	3	3	3	3	3	3	1
20	20	0.2	0	raw	100	7	4	8	58	91	91	99	97	97	100	24
20	20	0.2	0	sig1	7	7	1	4	4	4	4	6	5	5	7	0
20	20	0.2	0	bsln	4	4	1	3	4	4	4	4	4	4	4	0
20	20	0.2	0	sig2	1	1	1	1	1	1	1	1	1	1	1	0
20	20	0.2	0	big2	4	4	1	3	4	4	4	4	4	4	4	0
20	20	0.2	0	s2or	4	4	1	3	4	4	4	4	4	4	4	1
40	20	0.2	0	raw	100	14	4	13	47	82	69	99	90	89	100	25
40	20	0.2	0	sig1	14	14	0	8	7	7	4	13	9	9	14	1
40	20	0.2	0	bsln	7	7	0	7	7	6	4	7	6	6	7	1
40	20	0.2	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40	20	0.2	0	big2	7	7	1	7	7	6	4	7	6	6	7	1
40	20	0.2	0	s2or	7	7	0	7	7	6	4	7	6	6	7	1
80	20	0.2	0	raw	100	17	4	19	45	89	55	99	95	94	100	27
80	20	0.2	0	sig1	17	17	1	12	7	12	6	16	15	14	17	2
80	20	0.2	0	bsln	7	7	0	7	7	7	6	7	7	7	7	2
80	20	0.2	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	20	0.2	0	big2	7	7	2	7	7	7	6	7	7	7	7	2
80	20	0.2	0	s2or	7	7	0	7	7	7	6	7	7	7	7	2
160	20	0.2	0	raw	100	40	4	31	48	89	44	100	90	89	100	25
160	20	0.2	0	sig1	40	40	0	29	16	35	12	40	35	35	40	3
160	20	0.2	0	bsln	16	16	0	15	16	16	12	16	16	16	16	3
160	20	0.2	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	20	0.2	0	big2	16	16	3	15	16	16	14	16	16	16	16	3
160	20	0.2	0	s2or	16	16	0	15	16	16	12	16	16	16	16	3
320	20	0.2	0	raw	100	72	4	72	49	93	36	97	93	93	100	30
320	20	0.2	0	sig1	72	72	2	66	33	67	23	69	67	67	72	18
320	20	0.2	0	bsln	33	33	1	33	33	33	23	33	33	33	33	18
320	20	0.2	0	sig2	1	1	1	1	1	1	0	1	1	1	1	1
320	20	0.2	0	big2	33	33	18	33	33	33	30	33	33	33	33	18
320	20	0.2	0	s2or	33	33	1	33	33	33	24	33	33	33	33	18
20	40	0.2	0	raw	100	7	7	3	41	62	80	99	89	90	99	12
20	40	0.2	0	sig1	7	7	0	0	3	0	2	6	5	6	6	0
20	40	0.2	0	bsln	3	3	0	0	3	0	2	3	3	3	3	0
20	40	0.2	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20	40	0.2	0	big2	3	3	0	0	3	0	2	3	3	3	3	0
20	40	0.2	0	s2or	3	3	0	0	3	0	2	3	3	3	3	0
40	40	0.2	0	raw	100	14	7	5	48	68	69	98	84	85	100	14
40	40	0.2	0	sig1	14	14	0	2	7	4	4	13	9	10	14	0
40	40	0.2	0	bsln	7	7	0	2	7	4	4	7	6	6	7	0
40	40	0.2	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40	40	0.2	0	big2	7	7	0	2	7	4	4	7	6	6	7	0
40	40	0.2	0	s2or	7	7	0	2	7	4	4	7	6	6	7	0
80	40	0.2	0	raw	100	17	7	18	44	80	61	99	91	91	100	15
80	40	0.2	0	sig1	17	17	0	11	12	12	7	17	15	15	17	0
80	40	0.2	0	bsln	12	12	0	10	12	11	7	12	12	12	12	0
80	40	0.2	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	40	0.2	0	big2	12	12	0	10	12	11	7	12	12	12	12	0
80	40	0.2	0	s2or	12	12	0	10	12	11	7	12	12	12	12	0
160	40	0.2	0	raw	100	40	7	33	45	83	45	96	87	87	100	17
160	40	0.2	0	sig1	40	40	2	28	22	29	15	36	29	29	40	4
160	40	0.2	0	bsln	22	22	0	22	22	22	15	22	22	22	22	4
160	40	0.2	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	40	0.2	0	big2	22	22	4	22	22	22	15	22	22	22	22	4
160	40	0.2	0	s2or	22	22	0	22	22	22	15	22	22	22	22	4
320	40	0.2	0	raw	100	72	7	66	46	87	32	92	88	88	100	16
320	40	0.2	0	sig1	72	72	7	65	38	60	22	64	61	61	72	12
320	40	0.2	0	bsln	38	38	3	37	38	38	22	38	38	38	38	12
320	40	0.2	0	sig2	3	3	3	3	3	3	0	3	3	3	3	3
320	40	0.2	0	big2	38	38	12	37	38	38	29	38	38	38	38	12
320	40	0.2	0	s2or	38	38	3	37	38	38	25	38	38	38	38	12
20	80	0.2	0	raw	100	7	4	5	53	55	93	98	96	96	100	4
20	80	0.2	0	sig1	7	7	0	0	5	0	3	5	5	5	7	0
20	80	0.2	0	bsln	5	5	0	0	5	0	3	5	5	5	5	0
20	80	0.2	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20	80	0.2	0	big2	5	5	0	0	5	0	3	5	5	5	5	0
20	80	0.2	0	s2or	5	5	0	0	5	0	3	5	5	5	5	0
40	80	0.2	0	raw	100	14	4	4	52	57	76	99	85	86	100	15
40	80	0.2	0	sig1	14	14	0	2	8	2	3	13	5	6	14	0
40	80	0.2	0	bsln	8	8	0	2	8	2	3	8	5	6	8	0
40	80	0.2	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40	80	0.2	0	big2	8	8	0	2	8	2	3	8	5	6	8	0
40	80	0.2	0	s2or	8	8	0	2	8	2	3	8	5	6	8	0
80	80	0.2	0	raw	100	17	4	8	52	71	71	99	90	91	100	15
80	80	0.2	0	sig1	17	17	0	6	10	4	4	16	10	11	17	0
80	80	0.2	0	bsln	10	10	0	6	10	4	4	10	8	9	10	0
80	80	0.2	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	80	0.2	0	big2	10	10	0	6	10	4	4	10	8	9	10	0
80	80	0.2	0	s2or	10	10	0	6	10	4	4	10	8	9	10	0
160	80	0.2	0	raw	100	40	4	31	53	76	47	99	90	90	100	13
160	80	0.2	0	sig1	40	40	0	26	26	26	12	40	35	35	40	1
160	80	0.2	0	bsln	26	26	0	23	26	23	12	26	25	25	26	1
160	80	0.2	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	80	0.2	0	big2	26	26	1	23	26	23	12	26	25	25	26	1
160	80	0.2	0	s2or	26	26	0	23	26	23	12	26	25	25	26	1
320	80	0.2	0	raw	100	72	4	57	50	74	37	96	83	83	100	9
320	80	0.2	0	sig1	72	72	3	55	33	49	19	68	56	56	72	4
320	80	0.2	0	bsln	33	33	1	30	33	32	19	33	32	32	33	4
320	80	0.2	0	sig2	1	1	1	1	1	1	0	1	1	1	1	1
320	80	0.2	0	big2	33	33	4	30	33	32	20	33	32	32	33	4
320	80	0.2	0	s2or	33	33	1	30	33	32	20	33	32	32	33	4
20	160	0.2	0	raw	100	7	3	5	51	43	93	99	94	95	99	10
20	160	0.2	0	sig1	7	7	0	0	4	0	3	6	3	3	6	0
20	160	0.2	0	bsln	4	4	0	0	4	0	3	4	3	3	4	0
20	160	0.2	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20	160	0.2	0	big2	4	4	0	0	4	0	3	4	3	3	4	0
20	160	0.2	0	s2or	4	4	0	0	4	0	3	4	3	3	4	0
40	160	0.2	0	raw	100	14	3	5	52	47	81	96	86	88	100	9
40	160	0.2	0	sig1	14	14	2	2	7	0	2	10	3	4	14	0
40	160	0.2	0	bsln	7	7	1	2	7	0	2	5	3	3	7	0
40	160	0.2	0	sig2	1	1	1	1	1	0	1	1	1	1	1	0
40	160	0.2	0	big2	7	7	1	2	7	0	2	5	3	3	7	0
40	160	0.2	0	s2or	7	7	1	2	7	1	2	5	3	3	7	1
80	160	0.2	0	raw	100	17	3	6	46	50	73	98	87	87	100	9
80	160	0.2	0	sig1	17	17	0	3	8	1	4	15	9	9	17	0
80	160	0.2	0	bsln	8	8	0	3	8	1	4	8	7	7	8	0
80	160	0.2	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	160	0.2	0	big2	8	8	0	3	8	1	4	8	7	7	8	0
80	160	0.2	0	s2or	8	8	0	3	8	1	4	8	7	7	8	0
160	160	0.2	0	raw	100	40	3	17	45	52	52	97	77	77	100	7
160	160	0.2	0	sig1	40	40	1	15	22	11	11	37	23	23	40	0
160	160	0.2	0	bsln	22	22	0	15	22	11	11	22	19	19	22	0
160	160	0.2	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	160	0.2	0	big2	22	22	0	15	22	11	11	22	19	19	22	0
160	160	0.2	0	s2or	22	22	0	15	22	11	11	22	19	19	22	0
320	160	0.2	0	raw	100	72	3	50	46	56	43	88	67	67	99	6
320	160	0.2	0	sig1	72	72	2	49	33	32	24	60	42	42	71	3
320	160	0.2	0	bsln	33	33	1	29	33	27	24	33	31	31	33	3
320	160	0.2	0	sig2	1	1	1	1	1	1	1	1	1	1	1	1
320	160	0.2	0	big2	33	33	3	29	33	27	24	33	31	31	33	3
320	160	0.2	0	s2or	33	33	1	29	33	27	24	33	31	31	33	3
20	320	0.2	0	raw	100	7	8	7	39	26	91	98	91	92	100	5
20	320	0.2	0	sig1	7	7	0	0	2	0	0	5	0	1	7	0
20	320	0.2	0	bsln	2	2	0	0	2	0	0	1	0	1	2	0
20	320	0.2	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20	320	0.2	0	big2	2	2	0	0	2	0	0	1	0	1	2	0
20	320	0.2	0	s2or	2	2	0	0	2	0	0	1	0	1	2	0
40	320	0.2	0	raw	100	14	8	7	52	36	82	96	85	86	100	7
40	320	0.2	0	sig1	14	14	0	2	7	0	3	11	3	4	14	0
40	320	0.2	0	bsln	7	7	0	2	7	0	3	6	3	4	7	0
40	320	0.2	0	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40	320	0.2	0	big2	7	7	0	2	7	0	3	6	3	4	7	0
40	320	0.2	0	s2or	7	7	0	2	7	0	3	6	3	4	7	0
80	320	0.2	0	raw	100	17	8	6	52	38	71	98	84	84	100	6
80	320	0.2	0	sig1	17	17	1	3	10	0	2	15	7	7	17	0
80	320	0.2	0	bsln	10	10	1	3	10	0	2	10	7	7	10	0
80	320	0.2	0	sig2	1	1	1	1	1	0	0	1	1	1	1	0
80	320	0.2	0	big2	10	10	1	3	10	0	2	10	7	7	10	0
80	320	0.2	0	s2or	10	10	1	3	10	1	3	10	7	7	10	1
160	320	0.2	0	raw	100	40	8	12	47	37	56	92	68	68	100	3
160	320	0.2	0	sig1	40	40	5	11	17	4	10	33	16	16	40	0
160	320	0.2	0	bsln	17	17	4	10	17	4	10	17	14	14	17	0
160	320	0.2	0	sig2	4	4	4	4	4	4	4	4	4	4	4	0
160	320	0.2	0	big2	17	17	4	10	17	4	10	17	14	14	17	0
160	320	0.2	0	s2or	17	17	4	10	17	4	10	17	14	14	17	4
320	320	0.2	0	raw	100	72	8	43	46	32	33	84	58	58	98	3
320	320	0.2	0	sig1	72	72	7	40	35	16	17	56	32	32	70	1
320	320	0.2	0	bsln	35	35	3	30	35	16	17	32	25	25	35	1
320	320	0.2	0	sig2	3	3	3	3	3	3	3	3	3	3	3	1
320	320	0.2	0	big2	35	35	3	30	35	16	17	32	25	25	35	1
320	320	0.2	0	s2or	35	35	3	30	35	16	17	32	25	25	35	3
20	20	0.5	0	raw	100	39	4	19	47	56	57	94	83	83	100	12
20	20	0.5	0	sig1	39	39	1	18	23	12	13	34	27	27	39	1
20	20	0.5	0	bsln	23	23	1	18	23	12	13	23	22	22	23	1
20	20	0.5	0	sig2	1	1	1	1	1	1	1	1	1	1	1	1
20	20	0.5	0	big2	23	23	1	18	23	12	13	23	22	22	23	1
20	20	0.5	0	s2or	23	23	1	18	23	12	13	23	22	22	23	1
40	20	0.5	0	raw	100	44	4	34	48	64	55	94	80	79	100	13
40	20	0.5	0	sig1	44	44	1	29	21	19	12	38	28	28	44	1
40	20	0.5	0	bsln	21	21	1	19	21	17	12	21	21	21	21	1
40	20	0.5	0	sig2	1	1	1	1	1	1	1	1	1	1	1	1
40	20	0.5	0	big2	21	21	1	19	21	17	12	21	21	21	21	1
40	20	0.5	0	s2or	21	21	1	19	21	17	12	21	21	21	21	1
80	20	0.5	0	raw	100	88	4	88	49	61	29	90	70	71	100	9
80	20	0.5	0	sig1	88	88	1	85	44	52	25	78	60	62	88	5
80	20	0.5	0	bsln	44	44	1	44	44	39	25	44	40	42	44	5
80	20	0.5	0	sig2	1	1	1	1	1	1	1	1	1	1	1	1
80	20	0.5	0	big2	44	44	5	44	44	39	25	44	40	42	44	5
80	20	0.5	0	s2or	44	44	1	44	44	39	25	44	40	42	44	5
160	20	0.5	0	raw	100	97	4	97	49	64	22	88	68	68	100	8
160	20	0.5	0	sig1	97	97	4	96	48	61	21	85	65	65	97	7
160	20	0.5	0	bsln	48	48	3	48	48	48	21	48	48	48	48	7
160	20	0.5	0	sig2	3	3	3	3	3	3	1	3	3	3	3	3
160	20	0.5	0	big2	48	48	7	48	48	48	23	48	48	48	48	7
160	20	0.5	0	s2or	48	48	3	48	48	48	23	48	48	48	48	7
320	20	0.5	0	raw	100	100	4	100	49	66	14	81	69	69	100	5
320	20	0.5	0	sig1	100	100	4	100	49	66	14	81	69	69	100	5
320	20	0.5	0	bsln	49	49	3	49	49	49	14	49	49	49	49	5
320	20	0.5	0	sig2	3	3	3	3	3	3	1	3	3	3	3	3
320	20	0.5	0	big2	49	49	5	49	49	49	17	49	49	49	49	5
320	20	0.5	0	s2or	49	49	3	49	49	49	16	49	49	49	49	5
20	40	0.5	0	raw	100	39	7	14	50	39	61	94	72	74	99	9
20	40	0.5	0	sig1	39	39	2	10	20	3	12	34	19	21	38	0
20	40	0.5	0	bsln	20	20	1	10	20	3	12	20	16	17	20	0
20	40	0.5	0	sig2	1	1	1	1	1	1	1	1	1	1	1	0
20	40	0.5	0	big2	20	20	1	10	20	3	12	20	16	17	20	0
20	40	0.5	0	s2or	20	20	1	10	20	3	12	20	16	17	20	1
40	40	0.5	0	raw	100	44	7	25	45	45	45	88	67	67	100	7
40	40	0.5	0	sig1	44	44	2	18	23	8	8	34	20	20	44	0
40	40	0.5	0	bsln	23	23	1	17	23	8	8	21	17	17	23	0
40	40	0.5	0	sig2	1	1	1	1	1	1	1	1	1	1	1	0
40	40	0.5	0	big2	23	23	1	17	23	8	8	21	17	17	23	0
40	40	0.5	0	s2or	23	23	1	17	23	8	8	21	17	17	23	1
80	40	0.5	0	raw	100	88	7	71	46	43	27	79	52	52	97	1
80	40	0.5	0	sig1	88	88	7	70	41	34	19	67	42	43	85	1
80	40	0.5	0	bsln	41	41	3	38	41	31	19	40	33	33	41	1
80	40	0.5	0	sig2	3	3	3	3	3	3	2	3	3	3	3	1
80	40	0.5	0	big2	41	41	3	38	41	31	19	40	33	33	41	1
80	40	0.5	0	s2or	41	41	3	38	41	31	20	40	33	33	41	3
160	40	0.5	0	raw	100	97	7	93	46	37	14	73	46	46	97	4
160	40	0.5	0	sig1	97	97	7	92	44	34	11	70	43	43	94	3
160	40	0.5	0	bsln	44	44	3	43	44	31	11	44	38	38	44	3
160	40	0.5	0	sig2	3	3	3	3	3	3	3	3	3	3	3	2
160	40	0.5	0	big2	44	44	4	43	44	31	11	44	38	38	44	3
160	40	0.5	0	s2or	44	44	3	43	44	31	11	44	38	38	44	4
320	40	0.5	0	raw	100	100	7	100	46	33	5	65	38	38	96	1
320	40	0.5	0	sig1	100	100	7	100	46	33	5	65	38	38	96	1
320	40	0.5	0	bsln	46	46	3	46	46	29	5	44	32	32	46	1
320	40	0.5	0	sig2	3	3	3	3	3	3	3	3	3	3	3	1
320	40	0.5	0	big2	46	46	3	46	46	29	5	44	32	32	46	1
320	40	0.5	0	s2or	46	46	3	46	46	29	5	44	32	32	46	3
20	80	0.5	0	raw	100	39	4	5	50	25	60	89	64	67	100	2
20	80	0.5	0	sig1	39	39	2	3	18	1	6	28	8	10	39	0
