n1	n2	d	lo	hi
2560	640	-0.7	-0.826300542928157	-0.573891724106414
2560	1280	-0.7	-0.797774969149792	-0.602289351137779
2560	2560	-0.7	-0.779819402985492	-0.620180597014508
2560	5120	-0.7	-0.769103284029353	-0.630860472684603
5120	10	-0.7	-1.61538038973872	0.197280353889232
5120	20	-0.7	-1.34487588068555	-0.0637330416953688
5120	40	-0.7	-1.1556407001571	-0.248551523913743
5120	80	-0.7	-1.02286991356695	-0.379217208147626
5120	160	-0.7	-0.929777616052429	-0.471245447176905
5120	320	-0.7	-0.864797312227307	-0.535689204015581
5120	640	-0.7	-0.819837240824309	-0.580386355211732
5120	1280	-0.7	-0.789269713434507	-0.610828829368695
5120	2560	-0.7	-0.769139527315397	-0.630896715970647
5120	5120	-0.7	-0.756430497145406	-0.643569502854594
10	10	-0.65	-1.92499877414174	0.624998774141738
10	20	-0.65	-1.74911988759347	0.45828651010029
10	40	-0.65	-1.65087635055745	0.364270374777881
10	80	-0.65	-1.59833130812524	0.313650149612942
10	160	-0.65	-1.57104610720071	0.287240992813259
10	320	-0.65	-1.55714124733435	0.273733476195378
10	640	-0.65	-1.55011814060204	0.266890409957217
10	1280	-0.65	-1.5465889465015	0.263447817664257
10	2560	-0.65	-1.54482396256692	0.261719924441525
10	5120	-0.65	-1.54393918546149	0.260854450198123
20	10	-0.65	-1.75828651010029	0.449119887593472
20	20	-0.65	-1.55041192890301	0.250411928903006
20	40	-0.65	-1.42745133835666	0.131784526831157
20	80	-0.65	-1.35852620585119	0.0648875884288369
20	160	-0.65	-1.32156760344505	0.0288691566495979
20	320	-0.65	-1.30236673506753	0.0100955902629172
20	640	-0.65	-1.29256500172995	0.000484955331071513
20	1280	-0.65	-1.28761183599115	-0.00437660448513377
20	2560	-0.65	-1.28512757646895	-0.00682360594918308
20	5120	-0.65	-1.28388041593892	-0.00805102797319146
40	10	-0.65	-1.66427037477788	0.350876350557455
40	20	-0.65	-1.43178452683116	0.127451338356655
40	40	-0.65	-1.28629866273185	-0.0137013372681527
40	80	-0.65	-1.19995889760932	-0.0979554312455199
40	160	-0.65	-1.15144635872514	-0.145468262988484
40	320	-0.65	-1.12542377065567	-0.171027004846546
40	640	-0.65	-1.11188222105857	-0.184361063791066
40	1280	-0.65	-1.10496621641369	-0.191177037804485
40	2560	-0.65	-1.10147806488588	-0.194626729302286
40	5120	-0.65	-1.0997218989472	-0.19636201163483
80	10	-0.65	-1.61365014961294	0.298331308125243
80	20	-0.65	-1.36488758842884	0.0585262058511883
80	40	-0.65	-1.20204456875448	-0.100041102390676
80	80	-0.65	-1.09981330211172	-0.200186697888284
80	160	-0.65	-1.03900600043661	-0.259960162910012
80	320	-0.65	-1.00483091663698	-0.293637921557867
80	640	-0.65	-0.986470509594791	-0.311771645512807
80	1280	-0.65	-0.976912030636335	-0.321218444095181
80	2560	-0.65	-0.972039843451213	-0.32604997834348
80	5120	-0.65	-0.969573159213446	-0.328493817550386
160	10	-0.65	-1.58724099281326	0.271046107200708
160	20	-0.65	-1.3288691566496	0.0215676034450463
160	40	-0.65	-1.15453173701152	-0.148553641274856
160	80	-0.65	-1.04003983708999	-0.260993999563389
160	160	-0.65	-0.968001157444791	-0.331998842555209
160	320	-0.65	-0.925143684575853	-0.374341529115031
160	640	-0.65	-0.901020858869371	-0.398222158643465
160	1280	-0.65	-0.888055757198414	-0.411062825993451
160	2560	-0.65	-0.881319537719191	-0.417755994371647
160	5120	-0.65	-0.877872929173697	-0.421177171216754
320	10	-0.65	-1.57373347619538	0.257141247334354
320	20	-0.65	-1.31009559026292	0.00236673506753293
320	40	-0.65	-1.12897299515345	-0.174576229344329
320	80	-0.65	-1.00636207844213	-0.295169083363021
320	160	-0.65	-0.925658470884969	-0.374856315424147
320	320	-0.65	-0.874870859820452	-0.425129140179548
320	640	-0.65	-0.844613278123384	-0.455137503803563
320	1280	-0.65	-0.827576462318977	-0.472038531844712
320	2560	-0.65	-0.818438668259497	-0.481131444087266
320	5120	-0.65	-0.813673236311297	-0.485868351625543
640	10	-0.65	-1.56689040995722	0.250118140602037
640	20	-0.65	-1.30048495533107	-0.00743499827004834
640	40	-0.65	-1.11563893620893	-0.188117778941432
640	80	-0.65	-0.988228354487193	-0.313529490405209
640	160	-0.65	-0.901777841356535	-0.398979141130629
640	320	-0.65	-0.844862496196437	-0.455386721876616
640	640	-0.65	-0.808993134598468	-0.491006865401532
640	1280	-0.65	-0.787615002079135	-0.51224039571222
640	2560	-0.65	-0.77560284149871	-0.524206464388697
640	5120	-0.65	-0.769136128492287	-0.530640784085783
1280	10	-0.65	-1.56344781766426	0.246588946501495
1280	20	-0.65	-1.29562339551487	-0.0123881640088489
1280	40	-0.65	-1.10882296219552	-0.195033783586309
1280	80	-0.65	-0.978781555904819	-0.323087969363665
1280	160	-0.65	-0.888937174006549	-0.411944242801586
1280	320	-0.65	-0.827961468155288	-0.472423537681023
1280	640	-0.65	-0.78775960428778	-0.512384997920865
1280	1280	-0.65	-0.762413435679724	-0.537586564320276
1280	2560	-0.65	-0.747339434540319	-0.55261886450967
1280	5120	-0.65	-0.738838667460796	-0.561086028255114
2560	10	-0.65	-1.56171992444152	0.244823962566924
2560	20	-0.65	-1.29317639405082	-0.0148724235310546
2560	40	-0.65	-1.10537327069771	-0.19852193511412
2560	80	-0.65	-0.97395002165652	-0.327960156548787
2560	160	-0.65	-0.882244005628353	-0.418680462280809
2560	320	-0.65	-0.818868555912734	-0.481561331740503
2560	640	-0.65	-0.775793535611303	-0.52439715850129
2560	1280	-0.65	-0.74738113549033	-0.552660565459681
2560	2560	-0.65	-0.729506418261016	-0.570493581738984
2560	5120	-0.65	-0.718837590488601	-0.581124174293443
5120	10	-0.65	-1.56085445019812	0.24393918546149
5120	20	-0.65	-1.29194897202681	-0.0161195840610809
5120	40	-0.65	-1.10363798836517	-0.200278101052795
5120	80	-0.65	-0.971506182449614	-0.330426840786554
5120	160	-0.65	-0.878822828783246	-0.422127070826303
5120	320	-0.65	-0.814131648374457	-0.486326763688703
5120	640	-0.65	-0.769359215914217	-0.530863871507713
5120	1280	-0.65	-0.738913971744886	-0.561161332539204
5120	2560	-0.65	-0.718875825706557	-0.581162409511399
5120	5120	-0.65	-0.706224751545389	-0.593775248454611
10	10	-0.6	-1.86983275910815	0.669832759108146
10	20	-0.6	-1.69502341335906	0.503579011453059
10	40	-0.6	-1.59730280872993	0.409795506382075
10	80	-0.6	-1.54500476096857	0.359293610542542
10	160	-0.6	-1.51784368600194	0.332958806086848
10	320	-0.6	-1.50399865427972	0.319479948535865
10	640	-0.6	-1.49700675977627	0.312659208164028
10	1280	-0.6	-1.49349458007797	0.309222655771248
10	2560	-0.6	-1.49173492788003	0.307500859997294
10	5120	-0.6	-1.49085357074156	0.306637138334523
20	10	-0.6	-1.70357901145306	0.495023413359062
20	20	-0.6	-1.49693236881051	0.296932368810513
20	40	-0.6	-1.37461234867262	0.178644979698552
20	80	-0.6	-1.30600665483321	0.111930664410568
20	160	-0.6	-1.26921478640951	0.0760274946740871
20	320	-0.6	-1.25009612008922	0.0573008561228591
20	640	-0.6	-1.24033782138793	0.0477251500033917
20	1280	-0.6	-1.23540850092221	0.0428739203514533
20	2560	-0.6	-1.23293173408884	0.0404364532068376
20	5120	-0.6	-1.23168938800529	0.0392119682137841
40	10	-0.6	-1.60979550638208	0.397302808729928
40	20	-0.6	-1.37864497969855	0.174612348672618
40	40	-0.6	-1.23389638025929	0.0338963802592891
40	80	-0.6	-1.1479468284957	-0.0501073855522849
40	160	-0.6	-1.09964863708295	-0.0974566784331983
40	320	-0.6	-1.07373547000914	-0.122945462283489
40	640	-0.6	-1.06025303441645	-0.136227980099072
40	1280	-0.6	-1.05336992978575	-0.143027906799422
40	2560	-0.6	-1.04989210951786	-0.146463378444226
40	5120	-0.6	-1.048142625855	-0.14819411601462
80	10	-0.6	-1.55929361054254	0.345004760968572
80	20	-0.6	-1.31193066441057	0.106006654833206
80	40	-0.6	-1.14989261444772	-0.052053171504302
80	80	-0.6	-1.04811047005935	-0.151889529940654
80	160	-0.6	-0.98756422313878	-0.211450265726434
80	320	-0.6	-0.953528728766269	-0.245032201589244
80	640	-0.6	-0.935246360469236	-0.263094089699139
80	1280	-0.6	-0.925732343730632	-0.272517786869604
80	2560	-0.6	-0.92087408235123	-0.277329001853452
80	5120	-0.6	-0.918416519085508	-0.279766237325801
160	10	-0.6	-1.53295880608685	0.317843686001939
160	20	-0.6	-1.27602749467409	0.0692147864095143
160	40	-0.6	-1.1025433215668	-0.100351362917048
160	80	-0.6	-0.988549734273566	-0.21243577686122
160	160	-0.6	-0.916818449090984	-0.283181550909016
160	320	-0.6	-0.874135850793624	-0.325399978898513
160	640	-0.6	-0.850116022747682	-0.349184079301154
160	1280	-0.6	-0.83721185126275	-0.361992366514978
160	2560	-0.6	-0.830495291387903	-0.368656950125473
160	5120	-0.6	-0.827061626554956	-0.372068658502536
320	10	-0.6	-1.51947994853587	0.303998654279725
320	20	-0.6	-1.25730085612286	0.0500961200892215
320	40	-0.6	-1.07705453771651	-0.126264529990861
320	80	-0.6	-0.954967798410756	-0.246471271233731
320	160	-0.6	-0.874600021101487	-0.325864149206376
320	320	-0.6	-0.82401273757281	-0.375987262427189
320	640	-0.6	-0.793879516039317	-0.405873337529494
320	1280	-0.6	-0.776920050542673	-0.422731365991983
320	2560	-0.6	-0.76780739333091	-0.431785429492046
320	5120	-0.6	-0.763058959147612	-0.436509231322496
640	10	-0.6	-1.51265920816403	0.297006759776273
640	20	-0.6	-1.24772515000339	0.0403378213879252
640	40	-0.6	-1.06377201990093	-0.139746965583545
640	80	-0.6	-0.936905910300861	-0.264753639530764
640	160	-0.6	-0.850815920698846	-0.349883977252318
640	320	-0.6	-0.794126662470506	-0.406120483960683
640	640	-0.6	-0.758406821907115	-0.441593178092885
640	1280	-0.6	-0.737128256647179	-0.46277125393037
640	2560	-0.6	-0.725151011756148	-0.474685587916033
640	5120	-0.6	-0.71870837647519	-0.481101759527165
1280	10	-0.6	-1.50922265577125	0.293494580077971
1280	20	-0.6	-1.24287392035145	0.0354085009222149
1280	40	-0.6	-1.05697209320058	-0.146630070214249
1280	80	-0.6	-0.927482213130396	-0.274267656269367
1280	160	-0.6	-0.838007633485022	-0.36278814873725
1280	320	-0.6	-0.777268634008017	-0.423079949457327
1280	640	-0.6	-0.73722874606963	-0.462871743352821
1280	1280	-0.6	-0.711996278028447	-0.488003721971553
1280	2560	-0.6	-0.696962793197793	-0.502968358664133
1280	5120	-0.6	-0.688491164341453	-0.511409768417065
2560	10	-0.6	-1.50750085999729	0.29173492788003
2560	20	-0.6	-1.24043645320684	0.0329317340888426
2560	40	-0.6	-1.05353662155577	-0.150107890482141
2560	80	-0.6	-0.922670998146548	-0.27912591764877
2560	160	-0.6	-0.831343049874527	-0.369504708612097
2560	320	-0.6	-0.768214570507954	-0.43219260666909
2560	640	-0.6	-0.725314412083967	-0.474848988243852
2560	1280	-0.6	-0.697031641335867	-0.503037206802207
2560	2560	-0.6	-0.679207047620937	-0.520792952379063
2560	5120	-0.6	-0.66857593816065	-0.531393541817034
5120	10	-0.6	-1.50663713833452	0.290853570741562
5120	20	-0.6	-1.23921196821378	0.0316893880052896
5120	40	-0.6	-1.05180588398538	-0.151857374144997
5120	80	-0.6	-0.920233762674199	-0.281583480914492
5120	160	-0.6	-0.827931341497464	-0.372938373445044
5120	320	-0.6	-0.763490768677504	-0.436941040852388
5120	640	-0.6	-0.718898240472835	-0.48129162352481
5120	1280	-0.6	-0.688590231582935	-0.511508835658547
5120	2560	-0.6	-0.668606458182966	-0.53142406183935
5120	5120	-0.6	-0.655997758939077	-0.544002241060923
10	10	-0.55	-1.81503615985428	0.715036159854284
10	20	-0.55	-1.64127296047875	0.549158472714769
10	40	-0.55	-1.54404209006151	0.45556082160327
10	80	-0.55	-1.49199601220755	0.405183723091157
10	160	-0.55	-1.46496213704683	0.37889832561318
10	320	-0.55	-1.4511698579036	0.365453646584222
10	640	-0.55	-1.44420708710923	0.358641960939705
10	1280	-0.55	-1.4407071416732	0.355215631038798
10	2560	-0.55	-1.43895463274517	0.35349576260245
10	5120	-0.55	-1.43807755692492	0.35263531967643
20	10	-0.55	-1.64915847271477	0.541272960478754
20	20	-0.55	-1.44370550891994	0.343705508919943
20	40	-0.55	-1.32197962357542	0.225701459632914
20	80	-0.55	-1.25369691587837	0.159179901993475
20	160	-0.55	-1.21707463947529	0.123358959144496
20	320	-0.55	-1.19802775804419	0.104687381562788
20	640	-0.55	-1.18830962474191	0.0951282056409735
20	1280	-0.55	-1.1833972486753	0.0902933134198416
20	2560	-0.55	-1.18093042522999	0.0878595312243695
20	5120	-0.55	-1.1796940602511	0.0866401722013468
40	10	-0.55	-1.55556082160327	0.444042090061513
40	20	-0.55	-1.32570145963291	0.221979623575422
40	40	-0.55	-1.18162944597163	0.0816294459716318
40	80	-0.55	-1.09607011199983	-0.00211393891314327
40	160	-0.55	-1.04798774325667	-0.0493451384417048
40	320	-0.55	-1.02216860653643	-0.0747542003138412
40	640	-0.55	-1.0087400078922	-0.0880114673984444
40	1280	-0.55	-1.00187973226537	-0.0947873796213951
40	2560	-0.55	-0.99841545388587	-0.0982171051095794
40	5120	-0.55	-0.996674184745771	-0.0999403246208822
80	10	-0.55	-1.50518372309116	0.391996012207554
80	20	-0.55	-1.25917990199347	0.153696915878366
80	40	-0.55	-1.09788606108686	-0.00392988800017235
80	80	-0.55	-0.996560126001354	-0.103439873998646
80	160	-0.55	-0.936283796383834	-0.162840987960981
80	320	-0.55	-0.902372774080799	-0.196311746985554
80	640	-0.55	-0.884164291562968	-0.214336158550832
80	1280	-0.55	-0.874682416134688	-0.223725054665502
80	2560	-0.55	-0.869843396365332	-0.228527459467153
80	5120	-0.55	-0.867397552342705	-0.230953731249791
160	10	-0.55	-1.47889832561318	0.364962137046827
160	20	-0.55	-1.2233589591445	0.117074639475289
160	40	-0.55	-1.0506548615583	-0.0520122567433342
160	80	-0.55	-0.93715901203902	-0.163716203616166
160	160	-0.55	-0.865739332072189	-0.234260667927811
160	320	-0.55	-0.823208210678381	-0.276331211982855
160	640	-0.55	-0.799282827776935	-0.300061128131747
160	1280	-0.55	-0.786420865863704	-0.312819551464729
160	2560	-0.55	-0.779730173610686	-0.319470566887859
160	5120	-0.55	-0.776312528822036	-0.322866235848139
320	10	-0.55	-1.46545364658422	0.351169857903596
320	20	-0.55	-1.20468738156279	0.0980277580441887
320	40	-0.55	-1.02524579968616	-0.0778313934635663
320	80	-0.55	-0.903688253014446	-0.197627225919201
320	160	-0.55	-0.823668788017145	-0.276791789321619
320	320	-0.55	-0.773262191379247	-0.326737808620753
320	640	-0.55	-0.743249082641667	-0.356555330299681
320	1280	-0.55	-0.726346549535635	-0.373347896327038
320	2560	-0.55	-0.717269938675712	-0.382383711723186
320	5120	-0.55	-0.712544272182091	-0.387085459880083
640	10	-0.55	-1.4586419609397	0.344207087109228
640	20	-0.55	-1.19512820564097	0.0883096247419114
640	40	-0.55	-1.01198853260156	-0.0912599921077957
640	80	-0.55	-0.885663841449168	-0.215835708437032
640	160	-0.55	-0.799938871868253	-0.300717172223065
640	320	-0.55	-0.743444669700319	-0.356750917358333
640	640	-0.55	-0.707860831360562	-0.392139168639438
640	1280	-0.55	-0.686648965122779	-0.413233163469849
640	2560	-0.55	-0.674715943329546	-0.425122372147458
640	5120	-0.55	-0.66830247062174	-0.431508020419667
1280	10	-0.55	-1.4552156310388	0.340707141673204
1280	20	-0.55	-1.19029331341984	0.0833972486752987
1280	40	-0.55	-1.00521262037861	-0.0981202677346347
1280	80	-0.55	-0.876274945334498	-0.225317583865312
1280	160	-0.55	-0.787180448535271	-0.313579134136296
1280	320	-0.55	-0.726652103672962	-0.373653450464365
1280	640	-0.55	-0.686766836530151	-0.413351034877221
1280	1280	-0.55	-0.661615703042823	-0.438384296957177
1280	2560	-0.55	-0.646639495120762	-0.453318463348183
1280	5120	-0.55	-0.6382077097074	-0.461720631990568
2560	10	-0.55	-1.45349576260245	0.33895463274517
2560	20	-0.55	-1.18785953122437	0.0809304252299856
2560	40	-0.55	-1.00178289489042	-0.10158454611413
2560	80	-0.55	-0.871472540532847	-0.230156603634668
2560	160	-0.55	-0.780529433112142	-0.320269826389315
2560	320	-0.55	-0.717616288276814	-0.382730061324288
2560	640	-0.55	-0.674877627852543	-0.425284056670454
2560	1280	-0.55	-0.646681536651817	-0.453360504879238
2560	2560	-0.55	-0.628920506719159	-0.471079493280841
2560	5120	-0.55	-0.618336333055249	-0.481630608693679
5120	10	-0.55	-1.45263531967643	0.338077556924917
5120	20	-0.55	-1.18664017220135	0.0796940602511028
5120	40	-0.55	-1.00005967537912	-0.103325815254229
5120	80	-0.55	-0.869046268750209	-0.232602447657295
5120	160	-0.55	-0.777133764151861	-0.323687471177964
5120	320	-0.55	-0.712914540119917	-0.387455727817909
5120	640	-0.55	-0.668491979580333	-0.43169752937826
5120	1280	-0.55	-0.638279368009432	-0.4617922902926
5120	2560	-0.55	-0.618369391306321	-0.481663666944751
5120	5120	-0.55	-0.605819187581207	-0.494180812418793
10	10	-0.5	-1.7606680019677	0.760668001967697
10	20	-0.5	-1.58787471626902	0.595076833535844
10	40	-0.5	-1.4911384094614	0.501663262692522
10	80	-0.5	-1.43931619655717	0.451373408296382
10	160	-0.5	-1.41239840491902	0.425131865089803
10	320	-0.5	-1.39865513046829	0.411714371348017
10	640	-0.5	-1.39171527414812	0.40492043115354
10	1280	-0.5	-1.38823522184786	0.401502260481307
10	2560	-0.5	-1.38648651648176	0.399786151258428
10	5120	-0.5	-1.38561216383016	0.398927016832016
20	10	-0.5	-1.59507683353584	0.58787471626902
20	20	-0.5	-1.3907192927399	0.3907192927399
20	40	-0.5	-1.26958742639894	0.272992159688574
20	80	-0.5	-1.20158704183893	0.206610889475708
20	160	-0.5	-1.16511676377944	0.17086254547166
20	320	-0.5	-1.14613505065013	0.152235143207331
20	640	-0.5	-1.13644763359661	0.142704110638236
20	1280	-0.5	-1.13156256182011	0.137882365930494
20	2560	-0.5	-1.12910079006915	0.135454723098846
20	5120	-0.5	-1.12786811105964	0.134237627946092
40	10	-0.5	-1.50166326269252	0.491138409461402
40	20	-0.5	-1.27299215968857	0.26958742639894
40	40	-0.5	-1.12960370659033	0.12960370659033
40	80	-0.5	-1.0443899317192	0.0460612580452194
40	160	-0.5	-0.996504108685287	-0.00106062158916426
40	320	-0.5	-0.97077226358355	-0.0264024594162645
40	640	-0.5	-0.957385625912825	-0.0396169831069332
40	1280	-0.5	-0.950563302959434	-0.0463725524426898
40	2560	-0.5	-0.947106055144155	-0.0497926549678394
40	5120	-0.5	-0.945369942145342	-0.0515121884432523
80	10	-0.5	-1.45137340829638	0.439316196557173
80	20	-0.5	-1.20661088947571	0.20158704183893
80	40	-0.5	-1.04606125804522	0.0443899317192038
80	80	-0.5	-0.945131966884973	-0.0548680331150267
80	160	-0.5	-0.885095313042131	-0.114124276827437
80	320	-0.5	-0.851295593973544	-0.147502906605005
80	640	-0.5	-0.833142133296453	-0.165467351894439
80	1280	-0.5	-0.823711847418905	-0.174827074339949
80	2560	-0.5	-0.818882258415569	-0.179615506108888
80	5120	-0.5	-0.816443447636684	-0.182036342454176
160	10	-0.5	-1.4251318650898	0.412398404919017
160	20	-0.5	-1.17086254547166	0.165116763779438
160	40	-0.5	-0.998939378410836	-0.00349589131471317
160	80	-0.5	-0.885875723172563	-0.114904686957869
160	160	-0.5	-0.814731641113632	-0.185268358886368
160	320	-0.5	-0.772334720768925	-0.227217791936402
160	640	-0.5	-0.748477940204709	-0.250865448336344
160	1280	-0.5	-0.735684038387041	-0.263582226204439
160	2560	-0.5	-0.729005459592729	-0.270212802554199
160	5120	-0.5	-0.725597121753035	-0.273600309841092
320	10	-0.5	-1.41171437134802	0.398655130468287
320	20	-0.5	-1.15223514320733	0.146135050650126
320	40	-0.5	-0.973597540583735	-0.02922773641645
320	80	-0.5	-0.852497093394995	-0.148704406026456
320	160	-0.5	-0.772782208063598	-0.227665279231075
320	320	-0.5	-0.72253163203073	-0.27746836796927
320	640	-0.5	-0.692601697516785	-0.307183457527993
320	1280	-0.5	-0.675787067409397	-0.32392172767585
320	2560	-0.5	-0.666726205622418	-0.332930103465034
320	5120	-0.5	-0.662012926833712	-0.33762077127213
640	10	-0.5	-1.40492043115354	0.391715274148123
640	20	-0.5	-1.14270411063824	0.136447633596612
640	40	-0.5	-0.960383016893067	-0.0426143740871755
640	80	-0.5	-0.834532648105561	-0.166857866703547
640	160	-0.5	-0.749134551663656	-0.251522059795291
640	320	-0.5	-0.692816542472007	-0.307398302483215
640	640	-0.5	-0.657331833024808	-0.342668166975192
640	1280	-0.5	-0.636231365202712	-0.363696498149372
640	2560	-0.5	-0.624320229399112	-0.375551468629433
640	5120	-0.5	-0.617924044443127	-0.381923327645361
1280	10	-0.5	-1.40150226048131	0.388235221847856
1280	20	-0.5	-1.13788236593049	0.131562561820107
1280	40	-0.5	-0.95362744755731	-0.0494366970405656
1280	80	-0.5	-0.825172925660052	-0.176288152581095
