n1	n2	d	lo	hi
1280	2560	-0.95	-1.05004663752239	-0.849874390773462
1280	5120	-0.95	-1.04130340367307	-0.858568577189612
2560	10	-0.95	-1.89254463871639	-0.0307661338011355
2560	20	-0.95	-1.61344150685925	-0.297696556904291
2560	40	-0.95	-1.41912872198875	-0.486274625339063
2560	80	-0.95	-1.28346823860751	-0.619146649190877
2560	160	-0.95	-1.18898485706835	-0.712327538586063
2560	320	-0.95	-1.12370470101601	-0.776899889181663
2560	640	-0.95	-1.07935385236469	-0.820906767567456
2560	1280	-0.95	-1.05012560922654	-0.849953362477607
2560	2560	-0.95	-1.03171805052763	-0.868281949472369
2560	5120	-0.95	-1.02074476393901	-0.87920164383135
5120	10	-0.95	-1.89166074752384	-0.0316765914942262
5120	20	-0.95	-1.61218517083806	-0.298980212499446
5120	40	-0.95	-1.41735032389947	-0.488082036561494
5120	80	-0.95	-1.28096167997843	-0.621684722279978
5120	160	-0.95	-1.18547468942994	-0.715873579540219
5120	320	-0.95	-1.11884279851154	-0.781801812708724
5120	640	-0.95	-1.07274765405389	-0.827557995350316
5120	1280	-0.95	-1.04143142281039	-0.85869659632693
5120	2560	-0.95	-1.02079835616865	-0.879255236060985
5120	5120	-0.95	-1.00778744741666	-0.892212552583337
10	10	-0.9	-2.20659658747255	0.406596587472549
10	20	-0.9	-2.02462761126799	0.236695891951856
10	40	-0.9	-1.92338403439969	0.141046704208089
10	80	-0.9	-1.86936318334996	0.0895707663411471
10	160	-0.9	-1.84136242479503	0.0627321494396953
10	320	-0.9	-1.82709430451165	0.0489875301799197
10	640	-0.9	-1.81989814505491	0.0420342106849053
10	1280	-0.9	-1.81628331317312	0.0385315225029641
10	2560	-0.9	-1.81447322705232	0.0367733081597968
10	5120	-0.9	-1.81356757508729	0.035891838432398
20	10	-0.9	-2.03669589195186	0.22462761126799
20	20	-0.9	-1.82177555424933	0.0217755542493315
20	40	-0.9	-1.69510866568634	-0.0991436695798923
20	80	-0.9	-1.62425678431044	-0.167304344745759
20	160	-0.9	-1.5863279997212	-0.203978582803509
20	320	-0.9	-1.5666234003118	-0.223117473952518
20	640	-0.9	-1.55657863631158	-0.23290100005159
20	1280	-0.9	-1.5515044269879	-0.237856480539779
20	2560	-0.9	-1.54895623225361	-0.24035096262324
20	5120	-0.9	-1.54767941347258	-0.241603345333673
40	10	-0.9	-1.94104670420809	0.123384034399692
40	20	-0.9	-1.70085633042011	-0.104891334313663
40	40	-0.9	-1.55107486498237	-0.248925135017635
40	80	-0.9	-1.46235983069738	-0.33487121727319
40	160	-0.9	-1.41258834630101	-0.383305282556463
40	320	-0.9	-1.38588830754152	-0.409390611681488
40	640	-0.9	-1.37201291849173	-0.422979357291518
40	1280	-0.9	-1.36492871275835	-0.429934410745679
40	2560	-0.9	-1.36135114711367	-0.433454749943877
40	5120	-0.9	-1.35955338340446	-0.43522718161057
80	10	-0.9	-1.88957076634115	0.0693631833499642
80	20	-0.9	-1.63269565525424	-0.175743215689564
80	40	-0.9	-1.46512878272681	-0.337640169302615
80	80	-0.9	-1.36013111222397	-0.439868887776025
80	160	-0.9	-1.29776736168027	-0.500846482660815
80	320	-0.9	-1.26271132965492	-0.535242996946664
80	640	-0.9	-1.24390152148189	-0.55373594910791
80	1280	-0.9	-1.23411191119386	-0.563381881695
80	2560	-0.9	-1.22911539343759	-0.568315557012216
80	5120	-0.9	-1.22659052872514	-0.570813317274467
160	10	-0.9	-1.8627321494397	0.0413624247950349
160	20	-0.9	-1.59602141719649	-0.213672000278799
160	40	-0.9	-1.41669471744354	-0.387411653698991
160	80	-0.9	-1.29915351733918	-0.502232638319729
160	160	-0.9	-1.22530257297761	-0.574697427022389
160	320	-0.9	-1.18135813232926	-0.617961164273317
160	640	-0.9	-1.15665374816146	-0.642323795196741
160	1280	-0.9	-1.1433796605499	-0.655439187209377
160	2560	-0.9	-1.13647374519247	-0.662275783097876
160	5120	-0.9	-1.13294691116376	-0.665773388221039
320	10	-0.9	-1.84898753017992	0.0270943045116525
320	20	-0.9	-1.57688252604748	-0.233376599688204
320	40	-0.9	-1.39060938831851	-0.414111692458483
320	80	-0.9	-1.26475700305334	-0.537288670345079
320	160	-0.9	-1.18203883572668	-0.618641867670737
320	320	-0.9	-1.12997073618184	-0.670029263818156
320	640	-0.9	-1.09898564600879	-0.700656925969905
320	1280	-0.9	-1.08154283252608	-0.717926866905721
320	2560	-0.9	-1.07217425195877	-0.727218525461539
320	5120	-0.9	-1.06729735291673	-0.732063284814163
640	10	-0.9	-1.84203421068491	0.0198981450549085
640	20	-0.9	-1.56709899994841	-0.243421363688417
640	40	-0.9	-1.37702064270848	-0.427987081508274
640	80	-0.9	-1.24626405089209	-0.556098478518112
640	160	-0.9	-1.15767620480326	-0.643346251838537
640	320	-0.9	-1.09934307403009	-0.701014353991208
640	640	-0.9	-1.0626235191517	-0.737376480848296
640	1280	-0.9	-1.04074417112386	-0.759076710184995
640	2560	-0.9	-1.02843323051808	-0.771305844106262
640	5120	-0.9	-1.02181759296872	-0.777887395716389
1280	10	-0.9	-1.83853152250296	0.0162833131731244
1280	20	-0.9	-1.56214351946022	-0.248495573012098
1280	40	-0.9	-1.37006558925432	-0.435071287241654
1280	80	-0.9	-1.236618118305	-0.56588808880614
1280	160	-0.9	-1.14456081279062	-0.6566203394501
1280	320	-0.9	-1.08207313309428	-0.718457167473919
1280	640	-0.9	-1.040923289815	-0.759255828876144
1280	1280	-0.9	-1.014986461535	-0.785013538464999
1280	2560	-0.9	-0.999539235140265	-0.800377219044747
1280	5120	-0.9	-0.990843219822353	-0.809038465003155
2560	10	-0.9	-1.8367733081598	0.0144732270523215
2560	20	-0.9	-1.55964903737676	-0.251043767746389
2560	40	-0.9	-1.36654525005612	-0.438648852886327
2560	80	-0.9	-1.23168444298778	-0.570884606562406
2560	160	-0.9	-1.13772421690212	-0.663526254807531
2560	320	-0.9	-1.07278147453846	-0.727825748041232
2560	640	-0.9	-1.02869415589374	-0.771566769481922
2560	1280	-0.9	-0.999622780955253	-0.800460764859735
2560	2560	-0.9	-0.981307265857528	-0.818692734142472
2560	5120	-0.9	-0.970393911218302	-0.829571498347964
5120	10	-0.9	-1.8358918384324	0.0135675750872892
5120	20	-0.9	-1.55839665466633	-0.252320586527419
5120	40	-0.9	-1.36477281838943	-0.440446616595542
5120	80	-0.9	-1.22918668272553	-0.573409471274861
5120	160	-0.9	-1.13422661177896	-0.667053088836241
5120	320	-0.9	-1.06793671518584	-0.73270264708327
5120	640	-0.9	-1.02211260428361	-0.778182407031278
5120	1280	-0.9	-0.990961534996845	-0.809156780177647
5120	2560	-0.9	-0.970428501652036	-0.829606088781698
5120	5120	-0.9	-0.957485694745164	-0.842514305254836
10	10	-0.85	-2.14953127016322	0.449531270163219
10	20	-0.85	-1.96885021033903	0.280426895376737
10	40	-0.85	-1.86825633796984	0.18516078151095
10	80	-0.85	-1.81454948180901	0.133892080804123
10	160	-0.85	-1.78669992858396	0.107146967227379
10	320	-0.85	-1.77251139571161	0.0934573784321351
10	640	-0.85	-1.76535363489492	0.0865311423817129
10	1280	-0.85	-1.76175625755744	0.0830440535373262
10	2560	-0.85	-1.7599581883385	0.0812910634469926
10	5120	-0.85	-1.75905673717269	0.0804151352959084
20	10	-0.85	-1.98042689537674	0.268850210339027
20	20	-0.85	-1.76701103419465	0.0670110341946526
20	40	-0.85	-1.6411570093697	-0.0533808220849705
20	80	-0.85	-1.57072126825638	-0.121242222880109
20	160	-0.85	-1.5330008783803	-0.157775623142158
20	320	-0.85	-1.51340841031512	-0.176831302003952
20	640	-0.85	-1.50341848808738	-0.186573401426764
20	1280	-0.85	-1.49836942930262	-0.191505142856057
20	2560	-0.85	-1.49583848459452	-0.193991375133004
20	5120	-0.85	-1.49456775831414	-0.195235465964015
40	10	-0.85	-1.88516078151095	0.168256337969843
40	20	-0.85	-1.64661917791503	-0.0588429906302952
40	40	-0.85	-1.49778259567704	-0.202217404322958
40	80	-0.85	-1.40958200856028	-0.287765107492613
40	160	-0.85	-1.36008144217912	-0.336001201794891
40	320	-0.85	-1.33353241531888	-0.361966934929852
40	640	-0.85	-1.31973247531086	-0.375494964900769
40	1280	-0.85	-1.31268325519893	-0.382415084155732
40	2560	-0.85	-1.30912985741577	-0.38592296701953
40	5120	-0.85	-1.30734065295509	-0.387683256120407
80	10	-0.85	-1.83389208080412	0.114549481809008
80	20	-0.85	-1.57875777711989	-0.129278731743618
80	40	-0.85	-1.41223489250739	-0.290417991439719
80	80	-0.85	-1.30784037326897	-0.392159626731035
80	160	-0.85	-1.24581417451404	-0.452879744159823
80	320	-0.85	-1.21095620198968	-0.487114335301
80	640	-0.85	-1.1922490050422	-0.505522480593009
80	1280	-0.85	-1.18250801153083	-0.515118847100403
80	2560	-0.85	-1.17754543053037	-0.520034508497891
80	5120	-0.85	-1.1750326997951	-0.522514878637668
160	10	-0.85	-1.80714696722738	0.0866999285839598
160	20	-0.85	-1.54222437685784	-0.166999121619704
160	40	-0.85	-1.36399879820511	-0.339918557820884
160	80	-0.85	-1.24712025584018	-0.454185825485955
160	160	-0.85	-1.17365962205647	-0.52634037794353
160	320	-0.85	-1.12995726452143	-0.56939875446605
160	640	-0.85	-1.1053841648495	-0.593649039931653
160	1280	-0.85	-1.09217404471927	-0.606696814820414
160	2560	-0.85	-1.08531404391755	-0.613508395638667
160	5120	-0.85	-1.08180368016836	-0.616981635777627
320	10	-0.85	-1.79345737843214	0.0725113957116076
320	20	-0.85	-1.52316869799605	-0.186591589684877
320	40	-0.85	-1.33803306507015	-0.36646758468112
320	80	-0.85	-1.212885664699	-0.489043798010316
320	160	-0.85	-1.13060124553395	-0.570042735478574
320	320	-0.85	-1.07881778340808	-0.621182216591921
320	640	-0.85	-1.04799641335475	-0.651666105426868
320	1280	-0.85	-1.0306371389863	-0.6688454832826
320	2560	-0.85	-1.02133069576202	-0.678102362023266
320	5120	-0.85	-1.01647658749826	-0.682912965573467
640	10	-0.85	-1.78653114238171	0.0653536348949167
640	20	-0.85	-1.51342659857324	-0.19658151191262
640	40	-0.85	-1.32450503509923	-0.380267524689139
640	80	-0.85	-1.19447751940699	-0.5077509949578
640	160	-0.85	-1.10635096006835	-0.594615835150497
640	320	-0.85	-1.04833389457313	-0.65200358664525
640	640	-0.85	-1.01180647525394	-0.688193524746059
640	1280	-0.85	-0.990030467091683	-0.709778886665833
640	2560	-0.85	-0.977800481388205	-0.721961725880351
640	5120	-0.85	-0.971215551468545	-0.728496589467572
1280	10	-0.85	-1.78304405353733	0.0617562575574391
1280	20	-0.85	-1.50849485714394	-0.201630570697378
1280	40	-0.85	-1.31758491584427	-0.387316744801069
1280	80	-0.85	-1.1848811528996	-0.51749198846917
1280	160	-0.85	-1.09330318517959	-0.607825955280735
1280	320	-0.85	-1.0311545167174	-0.669362861013701
1280	640	-0.85	-0.990221113334167	-0.709969532908317
1280	1280	-0.85	-0.964407853333955	-0.735592146666045
1280	2560	-0.85	-0.949063556536325	-0.750899061965342
1280	5120	-0.85	-0.940409264505317	-0.759499861597773
2560	10	-0.85	-1.78129106344699	0.0599581883385022
2560	20	-0.85	-1.506008624867	-0.204161515405477
2560	40	-0.85	-1.31407703298047	-0.390870142584235
2560	80	-0.85	-1.17996549150211	-0.522454569469626
2560	160	-0.85	-1.08649160436133	-0.61468595608245
2560	320	-0.85	-1.02189763797673	-0.678669304237981
2560	640	-0.85	-0.978038274119649	-0.722199518611795
2560	1280	-0.85	-0.949100938034658	-0.750936443463675
2560	2560	-0.85	-0.930903814795663	-0.769096185204337
2560	5120	-0.85	-0.920040517725511	-0.779895033129142
5120	10	-0.85	-1.78041513529591	0.0590567371726892
5120	20	-0.85	-1.50476453403598	-0.205432241685859
5120	40	-0.85	-1.31231674387959	-0.392659347044911
5120	80	-0.85	-1.17748512136233	-0.524967300204895
5120	160	-0.85	-1.08301836422237	-0.618196319831636
5120	320	-0.85	-1.01708703442653	-0.683523412501745
5120	640	-0.85	-0.971503410532428	-0.728784448531455
5120	1280	-0.85	-0.940500138402227	-0.759590735494683
5120	2560	-0.85	-0.920104966870858	-0.779959482274489
5120	5120	-0.85	-0.907227207294527	-0.792772792705473
10	10	-0.8	-2.09283630429935	0.49283630429935
10	20	-0.8	-1.9134220781986	0.324421395788546
10	40	-0.8	-1.81346188336266	0.229505556695429
10	80	-0.8	-1.76005462782109	0.178434000428276
10	160	-0.8	-1.73235629421842	0.151781947065717
10	320	-0.8	-1.71823812702384	0.138150620847266
10	640	-0.8	-1.71112295962941	0.131244688153714
10	1280	-0.8	-1.70754356946561	0.127767377310937
10	2560	-0.8	-1.70575058243361	0.126024716720528
10	5120	-0.8	-1.70485488869574	0.125150381738686
20	10	-0.8	-1.92442139578855	0.313422078198595
20	20	-0.8	-1.7124727337366	0.112472733736597
20	40	-0.8	-1.58740253658574	-0.00743157659893967
20	80	-0.8	-1.51735810721937	-0.0750061326467959
20	160	-0.8	-1.47984264720697	-0.111398599140342
20	320	-0.8	-1.46034765352268	-0.130366068734724
20	640	-0.8	-1.45041741455508	-0.140076001557616
20	1280	-0.8	-1.4453937527363	-0.144992121491588
20	2560	-0.8	-1.44287003598821	-0.147462805287691
20	5120	-0.8	-1.4416074619183	-0.148704181391502
40	10	-0.8	-1.82950555669543	0.21346188336266
40	20	-0.8	-1.59256842340106	-0.0125974634142649
40	40	-0.8	-1.44464018691155	-0.155359813088453
40	80	-0.8	-1.35692088302833	-0.24052491341556
40	160	-0.8	-1.30768517894565	-0.288562658701191
40	320	-0.8	-1.28126628748814	-0.314401537573789
40	640	-0.8	-1.26754788965005	-0.327881425350479
40	1280	-0.8	-1.2605337251828	-0.334777917853202
40	2560	-0.8	-1.25699026152774	-0.338263002032627
40	5120	-0.8	-1.25521242420319	-0.340019013277912
80	10	-0.8	-1.77843400042828	0.160054627821089
80	20	-0.8	-1.5249938673532	-0.0826418927806347
80	40	-0.8	-1.35947508658444	-0.24307911697167
80	80	-0.8	-1.2556448966908	-0.344355103309202
80	160	-0.8	-1.19394878201156	-0.404818961175393
80	320	-0.8	-1.15926124394363	-0.438882614538706
80	640	-0.8	-1.14066469004511	-0.457223326492604
80	1280	-0.8	-1.13097237642749	-0.466786127106475
80	2560	-0.8	-1.12602377376275	-0.471669442994378
80	5120	-0.8	-1.12352705153706	-0.474143578369973
160	10	-0.8	-1.75178194706572	0.132356294218425
160	20	-0.8	-1.48860140085966	-0.120157352793035
160	40	-0.8	-1.31143734129881	-0.292314821054348
160	80	-0.8	-1.19518103882461	-0.40605121798844
160	160	-0.8	-1.1221046792807	-0.477895320719305
160	320	-0.8	-1.0786115987644	-0.520734647601203
160	640	-0.8	-1.05418145606959	-0.544893710644328
160	1280	-0.8	-1.04103629503497	-0.557894948303993
160	2560	-0.8	-1.03419496712062	-0.56466125344167
160	5120	-0.8	-1.03070659861042	-0.568125511352478
320	10	-0.8	-1.73815062084727	0.11823812702384
320	20	-0.8	-1.46963393126528	-0.139652346477319
320	40	-0.8	-1.28559846242621	-0.318733712511862
320	80	-0.8	-1.16111738546129	-0.440738756056365
320	160	-0.8	-1.0792653523988	-0.521388401235599
320	320	-0.8	-1.02773259670491	-0.572267403295091
320	640	-0.8	-0.997093696615494	-0.602636838745534
320	1280	-0.8	-0.979822713137387	-0.61975612463037
320	2560	-0.8	-0.970543235751334	-0.628952275130062
320	5120	-0.8	-0.96572038884306	-0.633750858537297
640	10	-0.8	-1.73124468815371	0.111122959629407
640	20	-0.8	-1.45992399844238	-0.149582585444923
640	40	-0.8	-1.27211857464952	-0.332452110349951
640	80	-0.8	-1.1427766735074	-0.459335309954895
640	160	-0.8	-1.05510628935567	-0.545818543930413
640	320	-0.8	-0.997363161254466	-0.602906303384506
640	640	-0.8	-0.961046599044985	-0.638953400955015
640	1280	-0.8	-0.939378226342878	-0.660459166363883
640	2560	-0.8	-0.927181276447953	-0.6725593713654
640	5120	-0.8	-0.920637179578647	-0.679076194731204
1280	10	-0.8	-1.72776737731094	0.10754356946561
1280	20	-0.8	-1.45500787850841	-0.154606247263703
1280	40	-0.8	-1.2652220821468	-0.339466274817202
1280	80	-0.8	-1.13321387289353	-0.469027623572513
1280	160	-0.8	-1.04210505169601	-0.558963704965028
1280	320	-0.8	-0.98024387536963	-0.620177286862613
1280	640	-0.8	-0.939540833636117	-0.660621773657122
1280	1280	-0.8	-0.913850459667025	-0.686149540332975
1280	2560	-0.8	-0.898542956454721	-0.701352157949034
1280	5120	-0.8	-0.889938680691886	-0.709928641648878
2560	10	-0.8	-1.72602471672053	0.105750582433611
2560	20	-0.8	-1.45253719471231	-0.157129964011788
2560	40	-0.8	-1.26173699796737	-0.343009738472263
2560	80	-0.8	-1.12833055700562	-0.473976226237254
2560	160	-0.8	-1.03533874655833	-0.565805032879377
2560	320	-0.8	-0.971047724869938	-0.629456764248666
2560	640	-0.8	-0.9274406286346	-0.672818723552047
2560	1280	-0.8	-0.898647842050966	-0.701457043545279
2560	2560	-0.8	-0.880499589078184	-0.719500410921816
2560	5120	-0.8	-0.869702481014068	-0.730274562061897
5120	10	-0.8	-1.72515038173869	0.104854888695743
5120	20	-0.8	-1.4512958186085	-0.158392538081698
5120	40	-0.8	-1.25998098672209	-0.344787575796805
5120	80	-0.8	-1.12585642163003	-0.476472948462942
5120	160	-0.8	-1.03187448864752	-0.569293401389579
5120	320	-0.8	-0.966249141462703	-0.63427961115694
5120	640	-0.8	-0.920923805268797	-0.679362820421353
5120	1280	-0.8	-0.890071358351122	-0.710061319308114
5120	2560	-0.8	-0.869725437938103	-0.730297518985932
5120	5120	-0.8	-0.856920020321679	-0.743079979678321
10	10	-0.75	-2.03648992874108	0.53648992874108
10	20	-0.75	-1.85829664031304	0.368732208823818
10	40	-0.75	-1.75892949317579	0.274143871841078
10	80	-0.75	-1.70581212377379	0.223237763221567
10	160	-0.75	-1.67825854676811	0.196675558839495
10	320	-0.75	-1.66422365871658	0.183092053564972
10	640	-0.75	-1.65713665458471	0.176204817286681
10	1280	-0.75	-1.65357581505464	0.172741848398353
10	2560	-0.75	-1.6517927138772	0.171004550787685
10	5120	-0.75	-1.65089913582628	0.170134572542907
20	10	-0.75	-1.86873220882382	0.358296640313042
20	20	-0.75	-1.65819979147584	0.158199791475844
20	40	-0.75	-1.53386487388296	0.0387558408066344
20	80	-0.75	-1.4642004160322	-0.0285730460140358
20	160	-0.75	-1.42688207832357	-0.0648286930401877
20	320	-0.75	-1.40750309236134	-0.0837223652237431
20	640	-0.75	-1.39761279202833	-0.0934023532314467
20	1280	-0.75	-1.39261549301214	-0.0982963672323462
20	2560	-0.75	-1.39010586398626	-0.100758528166467
20	5120	-0.75	-1.38884635965163	-0.101993257931937
40	10	-0.75	-1.77414387184108	0.258929493175788
40	20	-0.75	-1.53875584080663	0.0338648738829557
40	40	-0.75	-1.39167987008894	-0.108320129911062
40	80	-0.75	-1.30442866937991	-0.193156997702008
40	160	-0.75	-1.25544857614346	-0.241003930121467
40	320	-0.75	-1.22918600943113	-0.266736959954707
40	640	-0.75	-1.21552254893672	-0.280172639139889
40	1280	-0.75	-1.2085450763328	-0.28703682194657
40	2560	-0.75	-1.20502135365213	-0.290509229669031
40	5120	-0.75	-1.20324782008295	-0.292255511189441
80	10	-0.75	-1.72323776322157	0.205812123773794
80	20	-0.75	-1.47142695398596	-0.0357995839678048
80	40	-0.75	-1.30684300229799	-0.195571330620093
80	80	-0.75	-1.20355509363391	-0.296444906366095
80	160	-0.75	-1.1421725852942	-0.356661605097073
80	320	-0.75	-1.10768744060341	-0.390582054389549
80	640	-0.75	-1.08916414477275	-0.408860962706119
80	1280	-0.75	-1.07952186658846	-0.418378230530095
80	2560	-0.75	-1.07460053267101	-0.423243421225577
80	5120	-0.75	-1.07210970171796	-0.425703668245448
160	10	-0.75	-1.6966755588395	0.178258546768113
160	20	-0.75	-1.43517130695981	-0.0731179216764267
160	40	-0.75	-1.25899606987853	-0.244551423856537
160	80	-0.75	-1.14333839490293	-0.357827414705796
160	160	-0.75	-1.07062783191715	-0.429372168082852
160	320	-0.75	-1.02738632826614	-0.472028106956986
160	640	-0.75	-1.00305174775721	-0.496104437886608
160	1280	-0.75	-0.989974020476156	-0.50904334065764
160	2560	-0.75	-0.983170272019939	-0.51578433983304
160	5120	-0.75	-0.979690073543427	-0.51922906490518
320	10	-0.75	-1.68309205356497	0.16422365871658
320	20	-0.75	-1.41627763477626	-0.0924969076386634
320	40	-0.75	-1.23326304004529	-0.270813990568866
320	80	-0.75	-1.10941794561045	-0.392312559396587
320	160	-0.75	-1.02797189304301	-0.472613671733859
320	320	-0.75	-0.976736282564121	-0.523263717435879
320	640	-0.75	-0.946217618385823	-0.553521184424489
320	1280	-0.75	-0.929035463597345	-0.570553405742793
320	2560	-0.75	-0.919807368732567	-0.579712173140516
320	5120	-0.75	-0.914996050275183	-0.584482046310323
640	10	-0.75	-1.67620481728668	0.157136654584709
640	20	-0.75	-1.40659764676855	-0.102387207971671
640	40	-0.75	-1.21982736086011	-0.284477451063279
640	80	-0.75	-1.09113903729388	-0.410835855227255
640	160	-0.75	-1.00389556211339	-0.49694825224279
640	320	-0.75	-0.946478815575511	-0.553782381614177
640	640	-0.75	-0.910299522469542	-0.589700477530458
640	1280	-0.75	-0.888738171980443	-0.611100424318437
640	2560	-0.75	-0.876606183161948	-0.623153810027526
640	5120	-0.75	-0.87007614144937	-0.629633040548389
1280	10	-0.75	-1.67274184839835	0.153575815054636
1280	20	-0.75	-1.40170363276765	-0.107384506987857
1280	40	-0.75	-1.21296317805343	-0.291454923667199
1280	80	-0.75	-1.08162176946991	-0.420478133411545
1280	160	-0.75	-0.99095665934236	-0.510025979523844
1280	320	-0.75	-0.929446594257207	-0.570964536402655
1280	640	-0.75	-0.888899575681563	-0.611261828019557
1280	1280	-0.75	-0.863337705928036	-0.636662294071964
1280	2560	-0.75	-0.848113611876191	-0.651804789469929
1280	5120	-0.75	-0.839528961604189	-0.660330895018755
2560	10	-0.75	-1.67100455078768	0.151792713877203
2560	20	-0.75	-1.39924147183353	-0.109894136013736
2560	40	-0.75	-1.20949077033097	-0.294978646347871
2560	80	-0.75	-1.07675657877442	-0.425399467328993
2560	160	-0.75	-0.98421566016696	-0.516829727980061
2560	320	-0.75	-0.920287826859484	-0.580192631267433
2560	640	-0.75	-0.876846189972474	-0.623393816838052
2560	1280	-0.75	-0.848195210530071	-0.651886388123809
2560	2560	-0.75	-0.830144523340068	-0.669855476659932
2560	5120	-0.75	-0.819370734117056	-0.680563744063354
5120	10	-0.75	-1.67013457254291	0.150899135826283
5120	20	-0.75	-1.39800674206806	-0.111153640348374
5120	40	-0.75	-1.20774448881056	-0.296752179917048
5120	80	-0.75	-1.07429633175455	-0.427890298282039
5120	160	-0.75	-0.98077093509482	-0.520309926456573
5120	320	-0.75	-0.915517953689677	-0.585003949724817
5120	640	-0.75	-0.870366959451611	-0.62992385855063
5120	1280	-0.75	-0.839669104981245	-0.660471038395811
5120	2560	-0.75	-0.819436255936646	-0.680629265882944
5120	5120	-0.75	-0.806661695783235	-0.693338304216765
10	10	-0.7	-1.98056584773518	0.580565847735176
10	20	-0.7	-1.8035363763635	0.413360902466201
10	40	-0.7	-1.70475672682852	0.319089094962128
10	80	-0.7	-1.65193099201267	0.268317332520042
10	160	-0.7	-1.62451359390019	0.241841548429151
10	320	-0.7	-1.61054147988153	0.228296770751229
10	640	-0.7	-1.60348691011873	0.221435988514482
10	1280	-0.7	-1.599942617173	0.217980585078946
10	2560	-0.7	-1.59816919714768	0.216248940394349
10	5120	-0.7	-1.59728035388923	0.215380389738716
20	10	-0.7	-1.8133609024662	0.403536376363496
20	20	-0.7	-1.60416599289739	0.204165992897387
20	40	-0.7	-1.48055088806675	0.0851663690215558
20	80	-0.7	-1.41126382046951	0.0180404584913681
20	160	-0.7	-1.3741283216576	-0.0180842090703687
20	320	-0.7	-1.35483539560678	-0.0369173971827313
20	640	-0.7	-1.34499008171485	-0.0465568697266576
20	1280	-0.7	-1.34001587711465	-0.0514385162888196
20	2560	-0.7	-1.33751981573873	-0.0538918323178913
20	5120	-0.7	-1.33626695830463	-0.0551241193144466
40	10	-0.7	-1.71908909496213	0.304756726828518
40	20	-0.7	-1.48516636902156	0.0805508880667543
40	40	-0.7	-1.33892861353376	-0.0610713864662383
40	80	-0.7	-1.25214699731073	-0.145630406515495
40	160	-0.7	-1.20340746755612	-0.193292301154931
40	320	-0.7	-1.17726248508538	-0.218936506988314
40	640	-0.7	-1.16366182702581	-0.232312635779942
40	1280	-0.7	-1.15671698817671	-0.239157788062629
40	2560	-0.7	-1.15321253269291	-0.242616888707931
40	5120	-0.7	-1.15144847608626	-0.244359299842904
80	10	-0.7	-1.66831733252004	0.251930992012675
80	20	-0.7	-1.41804045849137	0.0112638204695057
80	40	-0.7	-1.2543695934845	-0.147853002689272
80	80	-0.7	-1.15162172182841	-0.248378278171594
80	160	-0.7	-1.09053162660566	-0.308350634475244
80	320	-0.7	-1.05619566625363	-0.342147212172822
80	640	-0.7	-1.03775458964892	-0.360341341788283
80	1280	-0.7	-1.02815587801715	-0.369830228896697
80	2560	-0.7	-1.02326068857491	-0.3746757864187
80	5120	-0.7	-1.02078279185237	-0.377130086433053
160	10	-0.7	-1.64184154842915	0.22451359390019
160	20	-0.7	-1.38191579092963	-0.0258716783424039
160	40	-0.7	-1.20670769884507	-0.196592532443882
160	80	-0.7	-1.09164936552476	-0.309468373394339
160	160	-0.7	-1.01928356874095	-0.380716431259054
160	320	-0.7	-0.976228887965326	-0.42321237472081
160	640	-0.7	-0.952002398237795	-0.447174416147823
160	1280	-0.7	-0.938983945414531	-0.460073241378921
160	2560	-0.7	-0.932216534007837	-0.466786330387129
160	5120	-0.7	-0.928754552823095	-0.470222383947571
320	10	-0.7	-1.62829677075123	0.210541479881533
320	20	-0.7	-1.36308260281727	-0.0451646043932155
320	40	-0.7	-1.18106349301169	-0.222737514914622
320	80	-0.7	-1.05785278782718	-0.343804333746366
320	160	-0.7	-0.97678762527919	-0.423771112034673
320	320	-0.7	-0.925769330924951	-0.474230669075049
320	640	-0.7	-0.895383215648988	-0.504344238191663
320	1280	-0.7	-0.87827708323179	-0.521323614372173
320	2560	-0.7	-0.869097341511782	-0.530444649235395
320	5120	-0.7	-0.864310795984419	-0.535202687772693
640	10	-0.7	-1.62143598851448	0.20348691011873
640	20	-0.7	-1.35344313027334	-0.0550099182851467
640	40	-0.7	-1.16768736422006	-0.236338172974193
640	80	-0.7	-1.03965865821172	-0.362245410351081
640	160	-0.7	-0.952825583852176	-0.447997601762205
640	320	-0.7	-0.895655761808337	-0.504616784351012
640	640	-0.7	-0.859637048644228	-0.540362951355772
640	1280	-0.7	-0.838174182639649	-0.561695766687845
640	2560	-0.7	-0.826108275893586	-0.573699457071843
640	5120	-0.7	-0.819613644788268	-0.580162759175691
1280	10	-0.7	-1.61798058507895	0.199942617172999
1280	20	-0.7	-1.34856148371118	-0.0599841228853548
1280	40	-0.7	-1.16084221193737	-0.24328301182329
1280	80	-0.7	-1.0301697711033	-0.371844121982852
1280	160	-0.7	-0.939926758621078	-0.461016054585469
1280	320	-0.7	-0.878676385627827	-0.52172291676821
1280	640	-0.7	-0.838304233312155	-0.561825817360351
1280	1280	-0.7	-0.812854678238691	-0.587145321761309
1280	2560	-0.7	-0.797710648862221	-0.602225030850208
1280	5120	-0.7	-0.789171170631305	-0.610730286565493
2560	10	-0.7	-1.61624894039435	0.198169197147678
2560	20	-0.7	-1.34610816768211	-0.0624801842612684
2560	40	-0.7	-1.15738311129207	-0.24678746730709
2560	80	-0.7	-1.0253242135813	-0.376739311425094
2560	160	-0.7	-0.933213669612871	-0.467783465992163
2560	320	-0.7	-0.869555350764605	-0.530902658488218
