n1	n2	d	scpd
20	40	3.1	2.38961664499201
20	80	3.1	2.52127081568267
20	160	3.1	2.61817257100004
20	320	3.1	2.68880245238737
20	640	3.1	2.74003877365286
20	1280	3.1	2.77670689638016
20	2560	3.1	2.80297161148007
20	5120	3.1	2.82170055401208
40	10	3.1	2.04189798211799
40	20	3.1	2.27921625282066
40	40	3.1	2.45803126432343
40	80	3.1	2.59114859976037
40	160	3.1	2.68919660248019
40	320	3.1	2.76068797102272
40	640	3.1	2.8125731130983
40	1280	3.1	2.84973707686526
40	2560	3.1	2.87632024214991
40	5120	3.1	2.89529882296039
80	10	3.1	2.08432327035831
80	20	3.1	2.323179731023
80	40	3.1	2.50328055433599
80	80	3.1	2.6374078292795
80	160	3.1	2.73620395964316
80	320	3.1	2.80856370406007
80	640	3.1	2.86060239433002
80	1280	3.1	2.89803729806956
80	2560	3.1	2.92486020748214
80	5120	3.1	2.94399597094272
160	10	3.1	2.11299447129276
160	20	3.1	2.35293707620651
160	40	3.1	2.53385612666695
160	80	3.1	2.66870466436004
160	160	3.1	2.76801859582599
160	320	3.1	2.84077331170868
160	640	3.1	2.89312402197437
160	1280	3.1	2.93076251545047
160	2560	3.1	2.95774845031957
160	5120	3.1	2.97697551593759
320	10	3.1	2.13282797628676
320	20	3.1	2.37350548029015
320	40	3.1	2.55506705327197
320	80	3.1	2.69034247329756
320	160	3.1	2.79005033378502
320	320	3.1	2.86311408939344
320	640	3.1	2.91561327505908
320	1280	3.1	2.9534117958699
320	2560	3.1	2.98048199194132
320	5120	3.1	2.9998428770582
640	10	3.1	2.14636276164278
640	20	3.1	2.38755550417464
640	40	3.1	2.56953271734626
640	80	3.1	2.70515505002946
640	160	3.1	2.80508715249048
640	320	3.1	2.8783320441378
640	640	3.1	2.93099228998041
640	1280	3.1	2.96889360229941
640	2560	3.1	2.99602143219751
640	5120	3.1	3.01544467334011
1280	10	3.1	2.15582961745872
1280	20	3.1	2.39738429372661
1280	40	3.1	2.57965359710689
1280	80	3.1	2.71551171487214
1280	160	3.1	2.81562969097749
1280	320	3.1	2.8889963421038
1280	640	3.1	2.94174507380835
1280	1280	3.1	2.97971351627037
1280	2560	3.1	3.00693739688478
1280	5120	3.1	3.02637834016789
2560	10	3.1	2.16245977655438
2560	20	3.1	2.40428111284423
2560	40	3.1	2.58674323170899
2560	80	3.1	2.72276453784483
2560	160	3.1	2.82300385027662
2560	320	3.1	2.89647718211397
2560	640	3.1	2.94927996637405
2560	1280	3.1	2.98730762772713
2560	2560	3.1	3.01455147773429
2560	5120	3.1	3.03400359024369
5120	10	3.1	2.16710909609809
5120	20	3.1	2.40911815893746
5120	40	3.1	2.59171544959541
5120	80	3.1	2.72784403214299
5120	160	3.1	2.82817613055882
5120	320	3.1	2.90167699661008
5120	640	3.1	2.95453805116957
5120	1280	3.1	2.99264821572819
5120	2560	3.1	3.01989730393908
5120	5120	3.1	3.03933772752413
10	10	3.15	1.91665261926704
10	20	3.15	2.14952742299482
10	40	3.15	2.3247070711924
10	80	3.15	2.45497665254493
10	160	3.15	2.55076812500728
10	320	3.15	2.62058692487329
10	640	3.15	2.67124700323723
10	1280	3.15	2.70746742012421
10	2560	3.15	2.73344076563822
10	5120	3.15	2.7519223869543
20	10	3.15	2.01900861121838
20	20	3.15	2.25548356086372
20	40	3.15	2.43362795360502
20	80	3.15	2.56619332141989
20	160	3.15	2.66384008941213
20	320	3.15	2.73502769400428
20	640	3.15	2.78666982223534
20	1280	3.15	2.82361768245636
20	2560	3.15	2.85011223903618
20	5120	3.15	2.86899709635072
40	10	3.15	2.08377991735041
40	20	3.15	2.32261611421313
40	40	3.15	2.50269881295875
40	80	3.15	2.6368149484158
40	160	3.15	2.73559947537928
40	320	3.15	2.80795338098673
40	640	3.15	2.85997341045428
40	1280	3.15	2.89741365072616
40	2560	3.15	2.92423770298646
40	5120	3.15	2.94337413036531
80	10	3.15	2.12652902970115
80	20	3.15	2.36696762401221
80	40	3.15	2.5483371141912
80	80	3.15	2.68350623808592
80	160	3.15	2.78304993569493
80	320	3.15	2.85600961565111
80	640	3.15	2.90846133619133
80	1280	3.15	2.94622904201286
80	2560	3.15	2.97326476301085
80	5120	3.15	2.99256139155607
160	10	3.15	2.1554209258986
160	20	3.15	2.39695995051679
160	40	3.15	2.57921662124851
160	80	3.15	2.71506463885496
160	160	3.15	2.81514964325311
160	320	3.15	2.88853575464987
160	640	3.15	2.94128061592226
160	1280	3.15	2.97925167423086
160	2560	3.15	3.00647886632904
160	5120	3.15	3.02589430406586
320	10	3.15	2.17539807615557
320	20	3.15	2.417678425465
320	40	3.15	2.6005815185142
320	80	3.15	2.73691961364198
320	160	3.15	2.83739995503135
320	320	3.15	2.91104031645241
320	640	3.15	2.96399202390613
320	1280	3.15	3.00210329920617
320	2560	3.15	3.02942066100713
320	5120	3.15	3.04892658481067
640	10	3.15	2.18907899441857
640	20	3.15	2.43190274005247
640	40	3.15	2.61521883218997
640	80	3.15	2.75188357230628
640	160	3.15	2.85261038790856
640	320	3.15	2.92646123950924
640	640	3.15	2.97957613534525
640	1280	3.15	3.01779277334832
640	2560	3.15	3.04515290357923
640	5120	3.15	3.06472670110414
1280	10	3.15	2.19858354250483
1280	20	3.15	2.44178237833322
1280	40	3.15	2.62539064245628
1280	80	3.15	2.76224046029163
1280	160	3.15	2.86323158674199
1280	320	3.15	2.93718788554565
1280	640	3.15	2.99036082818107
1280	1280	3.15	3.02868153878571
1280	2560	3.15	3.05610863768668
1280	5120	3.15	3.07570371245906
2560	10	3.15	2.20524224808796
2560	20	3.15	2.44870324674712
2560	40	3.15	2.63251818030695
2560	80	3.15	2.76958798752582
2560	160	3.15	2.8706391139055
2560	320	3.15	2.94469954778934
2560	640	3.15	2.99795720433952
2560	1280	3.15	3.03630608265762
2560	2560	3.15	3.0637787922673
2560	5120	3.15	3.08336994866485
5120	10	3.15	2.20995392241145
5120	20	3.15	2.45360029217589
5120	40	3.15	2.63756227050866
5120	80	3.15	2.77474872983033
5120	160	3.15	2.87588449380817
5120	320	3.15	2.95001618001787
5120	640	3.15	3.00331673625963
5120	1280	3.15	3.04173165715512
5120	2560	3.15	3.06919180742655
5120	5120	3.15	3.08884608224621
10	10	3.2	1.95688594779627
10	20	3.2	2.19115952192477
10	40	3.2	2.36747686536424
10	80	3.2	2.49866497562611
10	160	3.2	2.59515681531041
10	320	3.2	2.66553327118117
10	640	3.2	2.71657125618674
10	1280	3.2	2.75308544872408
10	2560	3.2	2.7792730513873
10	5120	3.2	2.79789081831359
20	10	3.2	2.06021987573929
20	20	3.2	2.29819043693848
20	40	3.2	2.47754763210928
20	80	3.2	2.61112816425125
20	160	3.2	2.70949398251207
20	320	3.2	2.78121538470121
20	640	3.2	2.83331059372809
20	1280	3.2	2.87057001096511
20	2560	3.2	2.8972593265179
20	5120	3.2	2.91628018712344
40	10	3.2	2.12555488069735
40	20	3.2	2.36595657618979
40	40	3.2	2.54729201954062
40	80	3.2	2.68243931525576
40	160	3.2	2.78196712738183
40	320	3.2	2.85491332438646
40	640	3.2	2.90735548232974
40	1280	3.2	2.94511307757906
40	2560	3.2	2.97215118355118
40	5120	3.2	2.99143363130638
80	10	3.2	2.16865353061889
80	20	3.2	2.41072473049245
80	40	3.2	2.59336727258429
80	80	3.2	2.72952421117801
80	160	3.2	2.82989451038544
80	320	3.2	2.90342818016122
80	640	3.2	2.95634146857796
80	1280	3.2	2.99439587583624
80	2560	3.2	3.02167330705668
80	5120	3.2	3.0411425937748
160	10	3.2	2.19777956982713
160	20	3.2	2.44094672617894
160	40	3.2	2.62453013852731
160	80	3.2	2.76141458315432
160	160	3.2	2.86233769211459
160	320	3.2	2.93628109994237
160	640	3.2	2.98948030675154
160	1280	3.2	3.02776100044248
160	2560	3.2	3.05518588876741
160	5120	3.2	3.07474461265652
320	10	3.2	2.21791317696143
320	20	3.2	2.46187500642226
320	40	3.2	2.64607152524811
320	80	3.2	2.78347183794815
320	160	3.2	2.884750701057
320	320	3.2	2.95898883011094
320	640	3.2	3.01240824580967
320	1280	3.2	3.050836250628
320	2560	3.2	3.07837850753389
320	5120	3.2	3.09805898270744
640	10	3.2	2.23166355183842
640	20	3.2	2.47616541166626
640	40	3.2	2.66079788881694
640	80	3.2	2.79851397446413
640	160	3.2	2.90007677156681
640	320	3.2	2.97453114964222
640	640	3.2	3.02804834003034
640	1280	3.2	3.06660296806147
640	2560	3.2	3.09422988164309
640	5120	3.2	3.11395934393327
1280	10	3.2	2.24126521506863
1280	20	3.2	2.48614620438188
1280	40	3.2	2.67108470460455
1280	80	3.2	2.8090562619773
1280	160	3.2	2.9108064558108
1280	320	3.2	2.98537185219946
1280	640	3.2	3.03900101804676
1280	1280	3.2	3.07763181430072
1280	2560	3.2	3.10530277343691
1280	5120	3.2	3.12506438476379
2560	10	3.2	2.24798352046358
2560	20	3.2	2.49313068378801
2560	40	3.2	2.67828412670495
2560	80	3.2	2.81642012493459
2560	160	3.2	2.91827691695654
2560	320	3.2	2.99296162198817
2560	640	3.2	3.04663700684432
2560	1280	3.2	3.08535438164582
2560	2560	3.2	3.11303400520851
2560	5120	3.2	3.13283145076664
5120	10	3.2	2.25272507007974
5120	20	3.2	2.49808131469679
5120	40	3.2	2.68336604305827
5120	80	3.2	2.8216174190003
5120	160	3.2	2.92356578654886
5120	320	3.2	2.998322686155
5120	640	3.2	3.05209260707961
5120	1280	3.2	3.09080853658609
5120	2560	3.2	3.11850595627186
5120	5120	3.2	3.13832490511281
10	10	3.25	1.99705866871744
10	20	3.25	2.23273317334367
10	40	3.25	2.41021437722662
10	80	3.25	2.54228627263942
10	160	3.25	2.63951916796505
10	320	3.25	2.71044529201745
10	640	3.25	2.76187530294603
10	1280	3.25	2.79866979963957
10	2560	3.25	2.82503942640817
10	5120	3.25	2.84381296825902
20	10	3.25	2.10133576793349
20	20	3.25	2.3408271975883
20	40	3.25	2.52142409874722
20	80	3.25	2.65597483982667
20	160	3.25	2.75511445289091
20	320	3.25	2.82767922467024
20	640	3.25	2.87987462093819
20	1280	3.25	2.91744341247447
20	2560	3.25	2.94437369020157
20	5120	3.25	2.96358309284289
40	10	3.25	2.16724272515876
40	20	3.25	2.40925716850687
40	40	3.25	2.59185836773783
40	80	3.25	2.72798935371943
40	160	3.25	2.82832480546857
40	320	3.25	2.90182843866122
40	640	3.25	2.95468884585742
40	1280	3.25	2.99275588221912
40	2560	3.25	3.02005096464865
40	5120	3.25	3.0394928838847
80	10	3.25	2.21069199827335
80	20	3.25	2.45436740278131
80	40	3.25	2.638352469007
80	80	3.25	2.77555730997277
80	160	3.25	2.8767064165718
80	320	3.25	2.95084911705674
80	640	3.25	3.00415924519511
80	1280	3.25	3.04253658171494
80	2560	3.25	3.07002910866426
80	5120	3.25	3.08969990629355
160	10	3.25	2.24004602129014
160	20	3.25	2.48487878454733
160	40	3.25	2.66977834986301
160	80	3.25	2.80771996372037
160	160	3.25	2.90939497986858
160	320	3.25	2.98399510818582
160	640	3.25	3.03763025422731
160	1280	3.25	3.07623110826193
160	2560	3.25	3.10389674751043
160	5120	3.25	3.12365898394501
320	10	3.25	2.26034160994245
320	20	3.25	2.50596676931716
320	40	3.25	2.69153650802661
320	80	3.25	2.82996600727515
320	160	3.25	2.93206348100916
320	320	3.25	3.00693158964959
320	640	3.25	3.060762496892
320	1280	3.25	3.09951220228671
320	2560	3.25	3.1273096967664
320	5120	3.25	3.14715867361489
640	10	3.25	2.27421421703121
640	20	3.25	2.52038835978541
640	40	3.25	2.70640973180374
640	80	3.25	2.84517969862428
640	160	3.25	2.94758079336538
640	320	3.25	3.0225932946746
640	640	3.25	3.07659877996251
640	1280	3.25	3.1154616342318
640	2560	3.25	3.14330328682928
640	5120	3.25	3.16323193029751
1280	10	3.25	2.28386193320493
1280	20	3.25	2.5304441061516
1280	40	3.25	2.71675578485596
1280	80	3.25	2.85577011213607
1280	160	3.25	2.95830584318463
1280	320	3.25	3.0335298049274
1280	640	3.25	3.08761787279662
1280	1280	3.25	3.12653129327698
1280	2560	3.25	3.15444354732416
1280	5120	3.25	3.17436599019842
2560	10	3.25	2.29065109838506
2560	20	3.25	2.53750504772246
2560	40	3.25	2.72402926674345
2560	80	3.25	2.86324272596268
2560	160	3.25	2.96590378562119
2560	320	3.25	3.04119960949186
2560	640	3.25	3.09537414770624
2560	1280	3.25	3.13436288053588
2560	2560	3.25	3.1623127696903
2560	5120	3.25	3.18227218853079
5120	10	3.25	2.29539631414006
5120	20	3.25	2.54244225347962
5120	40	3.25	2.72910782505562
5120	80	3.25	2.86845101897863
5120	160	3.25	2.97118037547434
5120	320	3.25	3.04658714633167
5120	640	3.25	3.10079596048814
5120	1280	3.25	3.13980985026377
5120	2560	3.25	3.16777975924294
5120	5120	3.25	3.18776430087144
10	10	3.3	2.03707705637173
10	20	3.3	2.27421376464603
10	40	3.3	2.45288541309485
10	80	3.3	2.58588717556303
10	160	3.3	2.68384425592646
10	320	3.3	2.75527815556838
10	640	3.3	2.8071133121139
10	1280	3.3	2.84420615512214
10	2560	3.3	2.87079736763256
10	5120	3.3	2.88975089211447
20	10	3.3	2.14237691102611
20	20	3.3	2.38341765189831
20	40	3.3	2.56527222124578
20	80	3.3	2.70079381515293
20	160	3.3	2.80065943902541
20	320	3.3	2.87384303713667
20	640	3.3	2.92647103170598
20	1280	3.3	2.96433639466379
20	2560	3.3	2.99147104460403
20	5120	3.3	3.01082510908061
40	10	3.3	2.20884679969314
40	20	3.3	2.45244961626029
40	40	3.3	2.63637698869726
40	80	3.3	2.77353594131826
40	160	3.3	2.87465171579671
40	320	3.3	2.94876681151238
40	640	3.3	3.00206164237904
40	1280	3.3	3.04043645715368
40	2560	3.3	3.06792789329614
40	5120	3.3	3.08756555134919
80	10	3.3	2.25267432864868
80	20	3.3	2.4980283110335
80	40	3.3	2.68331165576762
80	80	3.3	2.82156180032921
80	160	3.3	2.92350918373756
80	320	3.3	2.99826525383128
80	640	3.3	3.05203437982188
80	1280	3.3	3.09075015580088
80	2560	3.3	3.11844737199213
80	5120	3.3	3.13826714995858
160	10	3.3	2.28223338929101
160	20	3.3	2.52877632493624
160	40	3.3	2.71500921739205
160	80	3.3	2.85398213606557
160	160	3.3	2.95650561270076
160	320	3.3	3.03168836164391
160	640	3.3	3.08575756413053
160	1280	3.3	3.124663454486
160	2560	3.3	3.15258641365091
160	5120	3.3	3.17251838181726
320	10	3.3	2.30269470176836
320	20	3.3	2.55003786445541
320	40	3.3	2.73698452031669
320	80	3.3	2.87646351578989
320	160	3.3	2.97936581919033
320	320	3.3	3.0548497896184
320	640	3.3	3.10913560746864
320	1280	3.3	3.14818899165993
320	2560	3.3	3.17622166181024
320	5120	3.3	3.19622895141711
640	10	3.3	2.31665388703458
640	20	3.3	2.56457447052915
640	40	3.3	2.75194445060897
640	80	3.3	2.89179224449331
640	160	3.3	2.99496612809124
640	320	3.3	3.07063757289218
640	640	3.3	3.12509851524058
640	1280	3.3	3.16430544744182
640	2560	3.3	3.19235570893864
640	5120	3.3	3.21244438151667
1280	10	3.3	2.3263966818044
1280	20	3.3	2.57467615946171
1280	40	3.3	2.76239706456953
1280	80	3.3	2.90249794503408
1280	160	3.3	3.00586168138103
1280	320	3.3	3.08169330094888
1280	640	3.3	3.1362427467661
1280	1280	3.3	3.17549132759545
1280	2560	3.3	3.20366074132431
1280	5120	3.3	3.22376808504903
2560	10	3.3	2.33318969382916
2560	20	3.3	2.58176901747141
2560	40	3.3	2.7696865661223
2560	80	3.3	2.9099625107588
2560	160	3.3	3.01346669277304
2560	320	3.3	3.08938993616123
2560	640	3.3	3.14395915201884
2560	1280	3.3	3.18330354217184
2560	2560	3.3	3.21152112767648
2560	5120	3.3	3.23164376329394
5120	10	3.3	2.33800691371589
5120	20	3.3	2.58678237571892
5120	40	3.3	2.77485697009375
5120	80	3.3	2.91527379161117
5120	160	3.3	3.0188467371385
5120	320	3.3	3.09484874249183
5120	640	3.3	3.14950849048733
5120	1280	3.3	3.18885042704043
5120	2560	3.3	3.21708825579837
5120	5120	3.3	3.23720195665723
10	10	3.35	2.07706804176225
10	20	3.35	2.31565464090674
10	40	3.35	2.49552385117702
10	80	3.35	2.62949260201493
10	160	3.35	2.72815906169597
10	320	3.35	2.80041609125939
10	640	3.35	2.85237025961189
10	1280	3.35	2.8897563215454
10	2560	3.35	2.91654472756549
10	5120	3.35	2.93564739623944
20	10	3.35	2.1833036252981
20	20	3.35	2.42589860946781
20	40	3.35	2.60903913314221
20	80	3.35	2.74559857281586
20	160	3.35	2.84620138430168
20	320	3.35	2.9199478398648
20	640	3.35	2.97298492312458
20	1280	3.35	3.01117258993587
20	2560	3.35	3.03852214829293
20	5120	3.35	3.05805629500905
40	10	3.35	2.25040554727836
40	20	3.35	2.49565738884629
40	40	3.35	2.68087993413118
40	80	3.35	2.81907494555395
40	160	3.35	2.92097842426609
40	320	3.35	2.99570029343294
40	640	3.35	3.04943081637048
40	1280	3.35	3.08814007254428
40	2560	3.35	3.11582848525244
40	5120	3.35	3.13562112161926
80	10	3.35	2.29455994922759
80	20	3.35	2.54157199053415
80	40	3.35	2.7282125325044
80	80	3.35	2.86753296527939
80	160	3.35	2.97025921221535
80	320	3.35	3.04564042006116
80	640	3.35	3.0998403141518
80	1280	3.35	3.13884727893743
80	2560	3.35	3.16685790395715
80	5120	3.35	3.18677234239862
160	10	3.35	2.32437096888951
160	20	3.35	2.57256154279798
160	40	3.35	2.76022295348807
160	80	3.35	2.90027142443483
160	160	3.35	3.00360042028181
160	320	3.35	3.0793975699216
160	640	3.35	3.13392396106147
160	1280	3.35	3.17316044411982
160	2560	3.35	3.20129765720286
160	5120	3.35	3.22141364779656
320	10	3.35	2.34497908764416
320	20	3.35	2.59403845514701
320	40	3.35	2.78234161410862
320	80	3.35	2.92292009999832
320	160	3.35	3.02664720977237
320	320	3.35	3.10275074362819
320	640	3.35	3.15747967228189
320	1280	3.35	3.19689467526009
320	2560	3.35	3.22515405102594
320	5120	3.35	3.24532541144807
640	10	3.35	2.35904997183554
640	20	3.35	2.60868194210715
640	40	3.35	2.79743471832907
640	80	3.35	2.93838865280384
640	160	3.35	3.04239504755874
640	320	3.35	3.11870309964786
640	640	3.35	3.17357986371381
640	1280	3.35	3.21310790845826
640	2560	3.35	3.24144625166829
640	5120	3.35	3.2616493461181
1280	10	3.35	2.36885136887481
1280	20	3.35	2.61888138779185
1280	40	3.35	2.80796909947522
1280	80	3.35	2.9491607688548
1280	160	3.35	3.05336909106081
1280	320	3.35	3.12981945049606
1280	640	3.35	3.18480047374828
1280	1280	3.35	3.2244125284701
1280	2560	3.35	3.25281625697477
1280	5120	3.35	3.27304778401106
2560	10	3.35	2.37569991408141
2560	20	3.35	2.62603626945534
2560	40	3.35	2.81538083006812
2560	80	3.35	2.95672728367704
2560	160	3.35	3.06107027259277
2560	320	3.35	3.13762055602934
2560	640	3.35	3.19269359474659
2560	1280	3.35	3.23232242827825
2560	2560	3.35	3.26073389580733
2560	5120	3.35	3.28108353303096
5120	10	3.35	2.38052482468502
5120	20	3.35	2.63105724951946
5120	40	3.35	2.82054642610637
5120	80	3.35	2.96205512335339
5120	160	3.35	3.06647612408029
5120	320	3.35	3.1430966149338
5120	640	3.35	3.19818700811853
5120	1280	3.35	3.23789121208541
5120	2560	3.35	3.26635115850787
5120	5120	3.35	3.28669719627895
10	10	3.4	2.11692378036022
10	20	3.4	2.35702638641558
10	40	3.4	2.538100397613
10	80	3.4	2.67300192354913
10	160	3.4	2.77240958688006
10	320	3.4	2.84519816792695
10	640	3.4	2.89758100456888
10	1280	3.4	2.93522878031861
10	2560	3.4	2.96224862728682
10	5120	3.4	2.98154011995535
20	10	3.4	2.22420100667851
20	20	3.4	2.46840932454478
20	40	3.4	2.65280489152114
20	80	3.4	2.79037136348001
20	160	3.4	2.89175831020538
20	320	3.4	2.96608834069006
20	640	3.4	3.01957225036408
20	1280	3.4	3.05803761486675
20	2560	3.4	3.08562568040266
20	5120	3.4	3.10533716701987
40	10	3.4	2.2918324907103
40	20	3.4	2.53873416769526
40	40	3.4	2.72529342329532
40	80	3.4	2.86453931921408
40	160	3.4	2.96722586704672
40	320	3.4	3.04255326177409
40	640	3.4	3.09672394951442
40	1280	3.4	3.13572144903185
40	2560	3.4	3.1636808133333
40	5120	3.4	3.18363926557838
80	10	3.4	2.33636646319366
80	20	3.4	2.58507512859286
80	40	3.4	2.77309615597292
80	80	3.4	2.91345372133726
80	160	3.4	3.01701157446354
80	320	3.4	3.09298973130943
80	640	3.4	3.14763375124874
80	1280	3.4	3.18696047090321
80	2560	3.4	3.21515437344162
80	5120	3.4	3.2353164926305
160	10	3.4	2.36642858615272
160	20	3.4	2.61636030568883
160	40	3.4	2.80537268386699
160	80	3.4	2.94648857220673
160	160	3.4	3.05065610038894
160	320	3.4	3.12707127603529
160	640	3.4	3.18202192286831
160	1280	3.4	3.22160689444918
160	2560	3.4	3.24998876368378
160	5120	3.4	3.27027914718284
320	10	3.4	2.38718130187605
320	20	3.4	2.63798370676231
320	40	3.4	2.82769859928915
320	80	3.4	2.96936646175681
320	160	3.4	3.07393558239829
320	320	3.4	3.15065307019773
320	640	3.4	3.2058308014869
320	1280	3.4	3.24555796217322
320	2560	3.4	3.2740664412272
320	5120	3.4	3.29441300804881
640	10	3.4	2.40135671136111
640	20	3.4	2.65279240511005
640	40	3.4	2.84293195203945
640	80	3.4	2.98496925422224
640	160	3.4	3.08982602612617
640	320	3.4	3.16675222568477
640	640	3.4	3.22207627274616
640	1280	3.4	3.26193742059451
640	2560	3.4	3.29050089099074
640	5120	3.4	3.31092991174048
1280	10	3.4	2.41121667231098
1280	20	3.4	2.66305829777766
1280	40	3.4	2.85353034604887
1280	80	3.4	2.99582693316023
1280	160	3.4	3.10088210844318
1280	320	3.4	3.1779526797828
1280	640	3.4	3.23341080089606
1280	1280	3.4	3.27333063779623
1280	2560	3.4	3.30195641268005
1280	5120	3.4	3.32241305829229
2560	10	3.4	2.41813645022761
2560	20	3.4	2.67026780309446
2560	40	3.4	2.86097009011578
2560	80	3.4	3.00345682975327
2560	160	3.4	3.1086425145559
2560	320	3.4	3.18584260931248
2560	640	3.4	3.2413169199495
2560	1280	3.4	3.28134082809203
2560	2560	3.4	3.31001156494123
2560	5120	3.4	3.33044459037818
5120	10	3.4	2.42300184301628
5120	20	3.4	2.67533777414835
5120	40	3.4	2.86620209227905
5120	80	3.4	3.0088115336308
5120	160	3.4	3.11409944986659
5120	320	3.4	3.19134053745428
5120	640	3.4	3.24688288855875
5120	1280	3.4	3.28691256753097
5120	2560	3.4	3.3156164945445
5120	5120	3.4	3.33612959600885
10	10	3.45	2.15670293832304
10	20	3.45	2.39829106824542
10	40	3.45	2.58058737280553
10	80	3.45	2.71646705466208
10	160	3.45	2.81660089360418
10	320	3.45	2.88998071424688
10	640	3.45	2.94274963624748
10	1280	3.45	2.98074056783897
10	2560	3.45	3.00794340918871
10	5120	3.45	3.02734533625539
20	10	3.45	2.26498935685658
20	20	3.45	2.51080817894691
20	40	3.45	2.69651903224207
20	80	3.45	2.83506039995584
20	160	3.45	2.93725099662579
20	320	3.45	3.01216582852614
20	640	3.45	3.06606695990616
20	1280	3.45	3.10485957684035
20	2560	3.45	3.13267326542116
20	5120	3.45	3.15249642682411
40	10	3.45	2.33320949442991
40	20	3.45	2.58178962419118
40	40	3.45	2.76970781672467
40	80	3.45	2.90998427049968
40	160	3.45	3.01348888108322
40	320	3.45	3.08941237256245
40	640	3.45	3.14398183017976
40	1280	3.45	3.18332632422547
40	2560	3.45	3.21152696353176
40	5120	3.45	3.23166670606515
80	10	3.45	2.3780772463042
80	20	3.45	2.62851024323089
80	40	3.45	2.81791712184137
80	80	3.45	2.95931635941672
80	160	3.45	3.06373372627529
80	320	3.45	3.14031859282599
80	640	3.45	3.19537159171105
80	1280	3.45	3.23506771714639
80	2560	3.45	3.26350565552358
80	5120	3.45	3.28385224397192
160	10	3.45	2.40836176432842
160	20	3.45	2.66008427722736
160	40	3.45	2.85046135712666
160	80	3.45	2.99268209037309
160	160	3.45	3.09768064652372
160	320	3.45	3.17470920810153
160	640	3.45	3.23011812387227
160	1280	3.45	3.2700446179363
160	2560	3.45	3.29862912841766
160	5120	3.45	3.31906098683007
320	10	3.45	2.42931459084116
320	20	3.45	2.68191701647038
320	40	3.45	2.87299188110768
320	80	3.45	3.01579192877161
320	160	3.45	3.12118024973967
320	320	3.45	3.19851934893553
320	640	3.45	3.25412018022604
320	1280	3.45	3.29422073235513
320	2560	3.45	3.32297273162524
320	5120	3.45	3.34350195898689
640	10	3.45	2.44357370766337
640	20	3.45	2.69678233704335
640	40	3.45	2.88831915377433
640	80	3.45	3.03150149337765
640	160	3.45	3.13717647070774
640	320	3.45	3.2147510413063
640	640	3.45	3.27052679981222
640	1280	3.45	3.31073079881721
640	2560	3.45	3.33953111543316
640	5120	3.45	3.36013050266565
1280	10	3.45	2.45353455253475
1280	20	3.45	2.70716990481419
1280	40	3.45	2.89906431477958
1280	80	3.45	3.04246236669339
1280	160	3.45	3.14832880903687
1280	320	3.45	3.22606904251733
1280	640	3.45	3.28196049672666
1280	1280	3.45	3.32220700025629
1280	2560	3.45	3.35109527629157
1280	5120	3.45	3.37172730778321
2560	10	3.45	2.46052643552091
2560	20	3.45	2.71446275456172
2560	40	3.45	2.90659333133795
2560	80	3.45	3.05017316181229
2560	160	3.45	3.15617883708958
2560	320	3.45	3.23399766796666
2560	640	3.45	3.28999882288508
2560	1280	3.45	3.33031862005594
2560	2560	3.45	3.3592192754366
2560	5120	3.45	3.37986285882497
5120	10	3.45	2.46541778391259
5120	20	3.45	2.71956528857574
5120	40	3.45	2.91187046449404
5120	80	3.45	3.05556442747837
5120	160	3.45	3.16167153731066
5120	320	3.45	3.2395846703537
5120	640	3.45	3.29560697717441
5120	1280	3.45	3.33598312935982
5120	2560	3.45	3.36490985409552
5120	5120	3.45	3.38558730023852
10	10	3.5	2.1964084382079
10	20	3.5	2.43952154986889
10	40	3.5	2.62306263364991
10	80	3.5	2.75990075972967
10	160	3.5	2.86081346457171
10	320	3.5	2.93473471687922
10	640	3.5	2.9879000709776
10	1280	3.5	3.026190897639
10	2560	3.5	3.0536302545909
10	5120	3.5	3.07316013451338
20	10	3.5	2.30570274801536
20	20	3.5	2.55316935175143
20	40	3.5	2.74020728439125
20	80	3.5	2.87976654027471
20	160	3.5	2.98272693692709
20	320	3.5	3.05825588311028
20	640	3.5	3.11257297768854
20	1280	3.5	3.15169355219491
20	2560	3.5	3.17970109373738
20	5120	3.5	3.1997189116367
40	10	3.5	2.37451781187595
40	20	3.5	2.62477743425198
40	40	3.5	2.81408930138846
40	80	3.5	2.95539907333945
40	160	3.5	3.05971514019657
40	320	3.5	3.13624783357246
40	640	3.5	3.1912980431111
40	1280	3.5	3.23092453363579
40	2560	3.5	3.25938041756538
40	5120	3.5	3.27966883262687
80	10	3.5	2.41976154399381
80	20	3.5	2.67196114871604
80	40	3.5	2.8627175372161
80	80	3.5	3.00525750735098
80	160	3.5	3.11046514804375
80	320	3.5	3.18765570152181
80	640	3.5	3.24317707010297
80	1280	3.5	3.28319021737667
80	2560	3.5	3.31186044912867
80	5120	3.5	3.33235577058654
160	10	3.5	2.45029473155524
160	20	3.5	2.70379101523918
160	40	3.5	2.89557376810048
160	80	3.5	3.03888993055609
160	160	3.5	3.14469192981232
160	320	3.5	3.22238494409927
160	640	3.5	3.27824029676404
160	1280	3.5	3.31847423435243
160	2560	3.5	3.34734442998728
160	5120	3.5	3.36795789268812
320	10	3.5	2.47137656412256
320	20	3.5	2.72577055838369
320	40	3.5	2.91825755278971
320	80	3.5	3.06213700927375
320	160	3.5	3.16836402564418
320	320	3.5	3.24637226656071
