n1	n2	d	scpd
1280	5120	0.95	0.897469234658824
2560	10	0.95	0.202102991949574
2560	20	0.95	0.41369851015085
2560	40	0.95	0.563564226071514
2560	80	0.95	0.670629131720228
2560	160	0.95	0.747285583536477
2560	320	0.95	0.802090057818469
2560	640	0.95	0.841189169936487
2560	1280	0.95	0.869038874671831
2560	2560	0.95	0.888788633193959
2560	5120	0.95	0.902855238487474
5120	10	0.95	0.205915504553023
5120	20	0.95	0.417460935670858
5120	40	0.95	0.567304042919265
5120	80	0.95	0.674391025510798
5120	160	0.95	0.751069084154416
5120	320	0.95	0.805905141222877
5120	640	0.95	0.844989516111805
5120	1280	0.95	0.872839644636726
5120	2560	0.95	0.892604745729346
5120	5120	0.95	0.906690932873441
10	10	1	0.0408610556114098
10	20	1	0.255289751088332
10	40	1	0.405614696574486
10	80	1	0.512393600531772
10	160	1	0.588566080988594
10	320	1	0.642865497279075
10	640	1	0.68153304451103
10	1280	1	0.709016950665856
10	2560	1	0.728535696591103
10	5120	1	0.742402893198693
20	10	1	0.110633152820323
20	20	1	0.323738225803471
20	40	1	0.473789421266788
20	80	1	0.580669191118392
20	160	1	0.65700917377302
20	320	1	0.711508098197588
20	640	1	0.750356648145833
20	1280	1	0.777991460262584
20	2560	1	0.797599327232329
20	5120	1	0.811533473571763
40	10	1	0.157562696771459
40	20	1	0.369839024186015
40	40	1	0.519769655723482
40	80	1	0.626749915429285
40	160	1	0.703236557003938
40	320	1	0.757857450184751
40	640	1	0.7968534982478
40	1280	1	0.824588189867035
40	2560	1	0.84429336520052
40	5120	1	0.85828786235936
80	10	1	0.189761874231722
80	20	1	0.401554339603047
80	40	1	0.5513903554581
80	80	1	0.658452924613311
80	160	1	0.735067960407137
80	320	1	0.789826455186754
80	640	1	0.828898099916295
80	1280	1	0.856722743774866
80	2560	1	0.876464383400213
80	5120	1	0.890477335049228
160	10	1	0.212098298120894
160	20	1	0.423555790043145
160	40	1	0.573373357339396
160	80	1	0.680493540288107
160	160	1	0.757179571483764
160	320	1	0.812020170643172
160	640	1	0.851162130672842
160	1280	1	0.879050208217846
160	2560	1	0.898829785848005
160	5120	1	0.912901587200971
320	10	1	0.22763850330872
320	20	1	0.438879723316665
320	40	1	0.588683556049661
320	80	1	0.695832880767793
320	160	1	0.772619747118001
320	320	1	0.827503548608408
320	640	1	0.86669030411199
320	1280	1	0.894616277338758
320	2560	1	0.914427348442208
320	5120	1	0.928504936644989
640	10	1	0.238526437638579
640	20	1	0.449659973325971
640	40	1	0.599420807913574
640	80	1	0.706628707409569
640	160	1	0.783446678225994
640	320	1	0.838370964524999
640	640	1	0.877588781399579
640	1280	1	0.905517837351361
640	2560	1	0.925369250204663
640	5120	1	0.939465491426278
1280	10	1	0.246194108770225
1280	20	1	0.457204852488633
1280	40	1	0.606985646162007
1280	80	1	0.714218222110373
1280	160	1	0.791074975690116
1280	320	1	0.845995455555287
1280	640	1	0.885265960635881
1280	1280	1	0.913210669616934
1280	2560	1	0.933074193474761
1280	5120	1	0.947193959491435
2560	10	1	0.251566072944784
2560	20	1	0.462505223691869
2560	40	1	0.61228734236987
2560	80	1	0.7195385892286
2560	160	1	0.796419714087172
2560	320	1	0.851391387975536
2560	640	1	0.890647303232445
2560	1280	1	0.918606966681933
2560	2560	1	0.938493233232333
2560	5120	1	0.952598995090803
5120	10	1	0.25537852469602
5120	20	1	0.466269284989618
5120	40	1	0.616050824363763
5120	80	1	0.723339901067787
5120	160	1	0.800212755994358
5120	320	1	0.85521514424785
5120	640	1	0.894451626644572
5120	1280	1	0.922458738229038
5120	2560	1	0.942334786601146
5120	5120	1	0.956449666082982
10	10	1.05	0.0891587348857962
10	20	1.05	0.302639418768873
10	40	1.05	0.452747022762192
10	80	1.05	0.559626641597704
10	160	1.05	0.635904106108858
10	320	1.05	0.690331618153148
10	640	1.05	0.729132868906184
10	1280	1.05	0.756717159161404
10	2560	1.05	0.776269309565007
10	5120	1.05	0.79019575255253
20	10	1.05	0.15939639794108
20	20	1.05	0.371643096166294
20	40	1.05	0.521571669806994
20	80	1.05	0.628554140629984
20	160	1.05	0.705048908580275
20	320	1.05	0.759720946961316
20	640	1.05	0.798674938756258
20	1280	1.05	0.826413926244111
20	2560	1.05	0.846133709553479
20	5120	1.05	0.860123079364377
40	10	1.05	0.206580202232471
40	20	1.05	0.418116475554607
40	40	1.05	0.567955937761305
40	80	1.05	0.675046984724242
40	160	1.05	0.751729474673475
40	320	1.05	0.806569832046989
40	640	1.05	0.845672351689821
40	1280	1.05	0.873506044301853
40	2560	1.05	0.893295706159482
40	5120	1.05	0.907368829412755
80	10	1.05	0.238860147152972
80	20	1.05	0.449987326113146
80	40	1.05	0.599749980417445
80	80	1.05	0.706958883227098
80	160	1.05	0.783778637753683
80	320	1.05	0.838703978566651
80	640	1.05	0.87792287582984
80	1280	1.05	0.905854544991543
80	2560	1.05	0.925701390895532
80	5120	1.05	0.93980021687036
160	10	1.05	0.261221729912116
160	20	1.05	0.47205047435024
160	40	1.05	0.621820440358537
160	80	1.05	0.729103434330523
160	160	1.05	0.80602619246843
160	320	1.05	0.861034241350095
160	640	1.05	0.900328824364562
160	1280	1.05	0.928290994553277
160	2560	1.05	0.948227372147944
160	5120	1.05	0.962339491090798
320	10	1.05	0.276828257281279
320	20	1.05	0.487469283963513
320	40	1.05	0.637239252874063
320	80	1.05	0.744595333346346
320	160	1.05	0.82156100044745
320	320	1.05	0.876645888624856
320	640	1.05	0.916009448436989
320	1280	1.05	0.944024795325304
320	2560	1.05	0.963963919510142
320	5120	1.05	0.978134143395849
640	10	1.05	0.287737321283327
640	20	1.05	0.498238819216736
640	40	1.05	0.648024834018049
640	80	1.05	0.755408041535937
640	160	1.05	0.832436394904452
640	320	1.05	0.887552037899902
640	640	1.05	0.926961905057171
640	1280	1.05	0.955007799998151
640	2560	1.05	0.974973862703208
640	5120	1.05	0.989138061598051
1280	10	1.05	0.295413175698721
1280	20	1.05	0.505830635230952
1280	40	1.05	0.65561762797696
1280	80	1.05	0.763053094054131
1280	160	1.05	0.840079465349365
1280	320	1.05	0.895262277523472
1280	640	1.05	0.934688765397545
1280	1280	1.05	0.962745318381523
1280	2560	1.05	0.982716298227118
1280	5120	1.05	0.996878653824844
2560	10	1.05	0.300804399947465
2560	20	1.05	0.511162069228507
2560	40	1.05	0.660952396853853
2560	80	1.05	0.768393701548215
2560	160	1.05	0.845479864417937
2560	320	1.05	0.900701276675617
2560	640	1.05	0.940120883517066
2560	1280	1.05	0.968185684496866
2560	2560	1.05	0.988145499669736
2560	5120	1.05	1.00236574336651
5120	10	1.05	0.30463361380576
5120	20	1.05	0.514950403444941
5120	40	1.05	0.664736700877202
5120	80	1.05	0.772199844104067
5120	160	1.05	0.849307805481245
5120	320	1.05	0.904517338665786
5120	640	1.05	0.943981289232479
5120	1280	1.05	0.972052833011147
5120	2560	1.05	0.992054515803733
5120	5120	1.05	1.00625935458121
10	10	1.1	0.137125111824196
10	20	1.1	0.34977879105988
10	40	1.1	0.499738106805369
10	80	1.1	0.606692846754719
10	160	1.1	0.683134036057109
10	320	1.1	0.737688298251018
10	640	1.1	0.776617208373821
10	1280	1.1	0.804299717993178
10	2560	1.1	0.823966366170709
10	5120	1.1	0.837925528963477
20	10	1.1	0.207907459787982
20	20	1.1	0.419425211631461
20	40	1.1	0.569257510625133
20	80	1.1	0.676356870832379
20	160	1.1	0.753049698343802
20	320	1.1	0.807835556462161
20	640	1.1	0.846962271717956
20	1280	1.1	0.874837880728345
20	2560	1.1	0.894627564100447
20	5120	1.1	0.908681597879334
40	10	1.1	0.255284737427118
40	20	1.1	0.466176674418006
40	40	1.1	0.615958232747162
40	80	1.1	0.723246003348757
40	160	1.1	0.800119447196401
40	320	1.1	0.855120643692176
40	640	1.1	0.894355988270741
40	1280	1.1	0.922366445842769
40	2560	1.1	0.942240251154284
40	5120	1.1	0.956355088221408
80	10	1.1	0.287700123055605
80	20	1.1	0.498201869745143
80	40	1.1	0.647988045998051
80	80	1.1	0.755371154931385
80	160	1.1	0.832399286294761
80	320	1.1	0.887515148241524
80	640	1.1	0.92692448095599
80	1280	1.1	0.95497032132766
80	2560	1.1	0.974936387742783
80	5120	1.1	0.989100446979164
160	10	1.1	0.310128316906835
160	20	1.1	0.520389770407288
160	40	1.1	0.670164352765621
160	80	1.1	0.777663170066988
160	160	1.1	0.854818380976267
160	320	1.1	0.910032260747023
160	640	1.1	0.949461820325268
160	1280	1.1	0.977609062368557
160	2560	1.1	0.997610979838293
160	5120	1.1	1.01180743968954
320	10	1.1	0.325742849787893
320	20	1.1	0.535819543056875
320	40	1.1	0.685664518356419
320	80	1.1	0.79319972165902
320	160	1.1	0.870381524929532
320	320	1.1	0.925718032355373
320	640	1.1	0.965208990986471
320	1280	1.1	0.99338117289535
320	2560	1.1	1.01344039469563
320	5120	1.1	1.02767212478992
640	10	1.1	0.336700756129259
640	20	1.1	0.546684255348721
640	40	1.1	0.696516400896641
640	80	1.1	0.804094016514196
640	160	1.1	0.881374745323003
640	320	1.1	0.93673892375255
640	640	1.1	0.976314004559035
640	1280	1.1	1.00447019720466
640	2560	1.1	1.02453736062125
640	5120	1.1	1.0387785047279
1280	10	1.1	0.344378882961822
1280	20	1.1	0.554302657804671
1280	40	1.1	0.704128602619379
1280	80	1.1	0.811764508015956
1280	160	1.1	0.889068577658288
1280	320	1.1	0.944467056254938
1280	640	1.1	0.984042148388169
1280	1280	1.1	1.01225910154246
1280	2560	1.1	1.03233291169725
1280	5120	1.1	1.04656336807452
2560	10	1.1	0.349793799673076
2560	20	1.1	0.559652563178439
2560	40	1.1	0.709496832866715
2560	80	1.1	0.81715247124298
2560	160	1.1	0.894503536208536
2560	320	1.1	0.94991983901591
2560	640	1.1	0.989509309830592
2560	1280	1.1	1.0177244521904
2560	2560	1.1	1.03782253053705
2560	5120	1.1	1.05209750608651
5120	10	1.1	0.353593503154535
5120	20	1.1	0.563417127630337
5120	40	1.1	0.71328121024342
5120	80	1.1	0.820974735770425
5120	160	1.1	0.898315634923261
5120	320	1.1	0.953747339543659
5120	640	1.1	0.993341527994338
5120	1280	1.1	1.02159264789206
5120	2560	1.1	1.04169074894346
5120	5120	1.1	1.05597408810755
10	10	1.15	0.18490165409171
10	20	1.15	0.396765122454565
10	40	1.15	0.546618025199875
10	80	1.15	0.653647150577722
10	160	1.15	0.730273058519879
10	320	1.15	0.785000541662684
10	640	1.15	0.824040728436676
10	1280	1.15	0.851846276859811
10	2560	1.15	0.871606429297567
10	5120	1.15	0.885632733434792
20	10	1.15	0.25612277496069
20	20	1.15	0.466988589691531
20	40	1.15	0.616785602689817
20	80	1.15	0.724023463248783
20	160	1.15	0.800953208324066
20	320	1.15	0.85596627354725
20	640	1.15	0.895208259369321
20	1280	1.15	0.923188627598085
20	2560	1.15	0.943085030596807
20	5120	1.15	0.957200253030495
40	10	1.15	0.303768488399133
40	20	1.15	0.51409435616016
40	40	1.15	0.66388231024797
40	80	1.15	0.771339844703254
40	160	1.15	0.848442430406181
40	320	1.15	0.903649361231913
40	640	1.15	0.943108985692079
40	1280	1.15	0.971178947795911
40	2560	1.15	0.991181655789388
40	5120	1.15	1.00537006528684
80	10	1.15	0.336303490153601
80	20	1.15	0.546291144324612
80	40	1.15	0.69612272295431
80	80	1.15	0.803696702816914
80	160	1.15	0.880977088581374
80	320	1.15	0.936339196848408
80	640	1.15	0.975913603836932
80	1280	1.15	1.00406420496294
80	2560	1.15	1.02413417163168
80	5120	1.15	1.03836453096226
160	10	1.15	0.358786799531687
160	20	1.15	0.568563129899688
160	40	1.15	0.718426120377672
160	80	1.15	0.826131686124464
160	160	1.15	0.903528551134215
160	320	1.15	0.958980236708892
160	640	1.15	0.998628458269048
160	1280	1.15	1.02685998970155
160	2560	1.15	1.04696978167219
160	5120	1.15	1.06124967846033
320	10	1.15	0.374447764715655
320	20	1.15	0.584094934233008
320	40	1.15	0.73399244816288
320	80	1.15	0.841792603680327
320	160	1.15	0.919214738996455
320	320	1.15	0.974747367610859
320	640	1.15	1.01445203606241
320	1280	1.15	1.04274637659329
320	2560	1.15	1.06292510850701
320	5120	1.15	1.07723912405955
640	10	1.15	0.385433122717968
640	20	1.15	0.594982725417097
640	40	1.15	0.744931706529233
640	80	1.15	0.85272223709694
640	160	1.15	0.930265274967317
640	320	1.15	0.985833785703165
640	640	1.15	1.02559563732744
640	1280	1.15	1.05393474457377
640	2560	1.15	1.07411274639619
640	5120	1.15	1.08842898040965
1280	10	1.15	0.393150257142499
1280	20	1.15	0.602620278941815
1280	40	1.15	0.752557612583452
1280	80	1.15	0.860447481826706
1280	160	1.15	0.938013422048726
1280	320	1.15	0.99361859528137
1280	640	1.15	1.03340166703948
1280	1280	1.15	1.06176804526162
1280	2560	1.15	1.08197578147133
1280	5120	1.15	1.09627356294617
2560	10	1.15	0.398530036307182
2560	20	1.15	0.607994645379187
2560	40	1.15	0.757943802516991
2560	80	1.15	0.86586636007402
2560	160	1.15	0.943462230527558
2560	320	1.15	0.999119580915654
2560	640	1.15	1.03891851169167
2560	1280	1.15	1.06728280431234
2560	2560	1.15	1.08747858173688
2560	5120	1.15	1.10181747292006
5120	10	1.15	0.402321496345914
5120	20	1.15	0.611748928623943
5120	40	1.15	0.761705066328782
5120	80	1.15	0.869652415198535
5120	160	1.15	0.947269272264165
5120	320	1.15	1.00294342556767
5120	640	1.15	1.04274257771345
5120	1280	1.15	1.07112583253203
5120	2560	1.15	1.09134351788852
5120	5120	1.15	1.10567750002424
10	10	1.2	0.232329160206509
10	20	1.2	0.443512268246151
10	40	1.2	0.593308132859816
10	80	1.2	0.700499732441382
10	160	1.2	0.777283024484976
10	320	1.2	0.832185871451012
10	640	1.2	0.871384729136085
10	1280	1.2	0.899288429992746
10	2560	1.2	0.91914068779984
10	5120	1.2	0.933254760597617
20	10	1.2	0.304060410327485
20	20	1.2	0.514383203474298
20	40	1.2	0.664170605205691
20	80	1.2	0.771630031304122
20	160	1.2	0.848734392760436
20	320	1.2	0.903942237089436
20	640	1.2	0.943403321985739
20	1280	1.2	0.971473814445499
20	2560	1.2	0.991475904840963
20	5120	1.2	1.00566861951382
40	10	1.2	0.351947330823104
40	20	1.2	0.561786149975725
40	40	1.2	0.711635867434865
40	80	1.2	0.819286651783958
40	160	1.2	0.896663893240097
40	320	1.2	0.95208900192071
40	640	1.2	0.991687899158336
40	1280	1.2	1.01992601119564
40	2560	1.2	1.04003756379357
40	5120	1.2	1.05428741715991
80	10	1.2	0.384626092391121
80	20	1.2	0.594182354833649
80	40	1.2	0.744125650129419
80	80	1.2	0.85191162391679
80	160	1.2	0.929452646676598
80	320	1.2	0.985018336589807
80	640	1.2	1.02477785521456
80	1280	1.2	1.05311350651429
80	2560	1.2	1.07329159224515
80	5120	1.2	1.08758757187237
160	10	1.2	0.407201887024573
160	20	1.2	0.616587481536752
160	40	1.2	0.766549482300864
160	80	1.2	0.874532742955887
160	160	1.2	0.952176750206538
160	320	1.2	1.00787354315758
160	640	1.2	1.04770600710285
160	1280	1.2	1.07608905883577
160	2560	1.2	1.09630371496517
160	5120	1.2	1.11067432168774
320	10	1.2	0.422906755204631
320	20	1.2	0.63220312070176
320	40	1.2	0.782198065946351
320	80	1.2	0.890289549967976
320	160	1.2	0.968022124667461
320	320	1.2	1.02380591755115
320	640	1.2	1.06368724411082
320	1280	1.2	1.09213720784012
320	2560	1.2	1.11239005539932
320	5120	1.2	1.12676682259125
640	10	1.2	0.433917410684956
640	20	1.2	0.643108296960923
640	40	1.2	0.793168282282248
640	80	1.2	0.901298946411654
640	160	1.2	0.979094447404338
640	320	1.2	1.03493643161943
640	640	1.2	1.07482967660889
640	1280	1.2	1.10332231915376
640	2560	1.2	1.12363842211002
640	5120	1.2	1.13801689660188
1280	10	1.2	0.441623330448339
1280	20	1.2	0.650775032692448
1280	40	1.2	0.80086072757557
1280	80	1.2	0.909041607667539
1280	160	1.2	0.986881978750352
1280	320	1.2	1.04273811880881
1280	640	1.2	1.08269645947108
1280	1280	1.2	1.1112093638633
1280	2560	1.2	1.13153707774546
1280	5120	1.2	1.14593416247262
2560	10	1.2	0.447037111458776
2560	20	1.2	0.656154290799001
2560	40	1.2	0.806257867548368
2560	80	1.2	0.914475387510744
2560	160	1.2	0.992347573751593
2560	320	1.2	1.04824234731237
2560	640	1.2	1.08820706640025
2560	1280	1.2	1.11675471546252
2560	2560	1.2	1.1370678905664
2560	5120	1.2	1.15149290556738
5120	10	1.2	0.450850363022094
5120	20	1.2	0.659967371419625
5120	40	1.2	0.81008255012944
5120	80	1.2	0.918326990141086
5120	160	1.2	0.996221896029578
5120	320	1.2	1.05213967665736
5120	640	1.2	1.09217120050331
5120	1280	1.2	1.12067353272014
5120	2560	1.2	1.14101399264666
5120	5120	1.2	1.15542978729959
10	10	1.25	0.279476172668339
10	20	1.25	0.490057147911907
10	40	1.25	0.639856608894364
10	80	1.25	0.747238575506967
10	160	1.25	0.824199277559762
10	320	1.25	0.87930143091037
10	640	1.25	0.918652049732265
10	1280	1.25	0.946692164349975
10	2560	1.25	0.966632662500778
10	5120	1.25	0.98079466086465
20	10	1.25	0.351784422737016
20	20	1.25	0.561624750836854
20	40	1.25	0.711474080739188
20	80	1.25	0.819125420904082
20	160	1.25	0.896500450675659
20	320	1.25	0.951924900105468
20	640	1.25	0.991524317237463
20	1280	1.25	1.01976102833463
20	2560	1.25	1.03987505377149
20	5120	1.25	1.05412254045054
40	10	1.25	0.39989580162967
40	20	1.25	0.609346389144388
40	40	1.25	0.75929822933252
40	80	1.25	0.867229478968411
40	160	1.25	0.944832898063847
40	320	1.25	1.00049621851892
40	640	1.25	1.04027951476639
40	1280	1.25	1.06867007192886
40	2560	1.25	1.08886678056191
40	5120	1.25	1.10322712018248
80	10	1.25	0.432745686794586
80	20	1.25	0.641942728742495
80	40	1.25	0.791998830375767
80	80	1.25	0.900122024048069
80	160	1.25	0.977910750657507
80	320	1.25	1.03373367598429
80	640	1.25	1.07368457990757
80	1280	1.25	1.10214304383565
80	2560	1.25	1.12242979686441
80	5120	1.25	1.13681935759569
160	10	1.25	0.455387737294792
160	20	1.25	0.664467818213357
160	40	1.25	0.81456877070456
160	80	1.25	0.922846122053315
160	160	1.25	1.00076786873543
160	320	1.25	1.05671072114347
160	640	1.25	1.09673406101784
160	1280	1.25	1.12529389814019
160	2560	1.25	1.14561689141346
160	5120	1.25	1.16007770005517
320	10	1.25	0.471141106053891
320	20	1.25	0.68011468236286
320	40	1.25	0.830326293206463
320	80	1.25	0.938699483639823
320	160	1.25	1.01671793536455
320	320	1.25	1.07274389135112
320	640	1.25	1.11284881664511
320	1280	1.25	1.14144213927798
320	2560	1.25	1.16181026921166
320	5120	1.25	1.17627320325109
640	10	1.25	0.48220438798476
640	20	1.25	0.691117957440208
640	40	1.25	0.841369276613039
640	80	1.25	0.94981709330071
640	160	1.25	1.02788371898441
640	320	1.25	1.08398337070054
640	640	1.25	1.12414309881971
640	1280	1.25	1.15275390523928
640	2560	1.25	1.17316396551477
640	5120	1.25	1.18764669599997
1280	10	1.25	0.489886861971111
1280	20	1.25	0.69877877289348
1280	40	1.25	0.849069101199976
1280	80	1.25	0.957569178854401
1280	160	1.25	1.03570161267497
1280	320	1.25	1.09182423317522
1280	640	1.25	1.13202117195644
1280	1280	1.25	1.16064701835761
1280	2560	1.25	1.18109712894412
1280	5120	1.25	1.19558677045085
2560	10	1.25	0.495317451047745
2560	20	1.25	0.704193355912749
2560	40	1.25	0.85451542623736
2560	80	1.25	0.963052525282369
2560	160	1.25	1.04122216547507
2560	320	1.25	1.09736474706643
2560	640	1.25	1.13757250273985
2560	1280	1.25	1.16627305975256
2560	2560	1.25	1.186708764547
2560	5120	1.25	1.20119467808644
5120	10	1.25	0.499185446032517
5120	20	1.25	0.708014793752649
5120	40	1.25	0.858362247478745
5120	80	1.25	0.966925512510807
5120	160	1.25	1.04512146150381
5120	320	1.25	1.10128361657142
5120	640	1.25	1.14150437758503
5120	1280	1.25	1.17020998845853
5120	2560	1.25	1.19066754445764
5120	5120	1.25	1.20513951716933
10	10	1.3	0.326341437354636
10	20	1.3	0.536413198291932
10	40	1.3	0.686256930580853
10	80	1.3	0.793796306000378
10	160	1.3	0.87097761682187
10	320	1.3	0.926319790750195
10	640	1.3	0.965812385016501
10	1280	1.3	0.993988383676376
10	2560	1.3	1.0140472865985
10	5120	1.3	1.0282713398306
20	10	1.3	0.399177367233412
20	20	1.3	0.608635229808486
20	40	1.3	0.758585678562586
20	80	1.3	0.866512326088654
20	160	1.3	0.944111772745825
20	320	1.3	0.999771941090553
20	640	1.3	1.03954959100717
20	1280	1.3	1.06794022477802
20	2560	1.3	1.088136277663
20	5120	1.3	1.10247717089708
40	10	1.3	0.447622282899434
40	20	1.3	0.656735894500715
40	40	1.3	0.806841376345427
40	80	1.3	0.91506294594423
40	160	1.3	0.992938588914968
40	320	1.3	1.04883705025173
40	640	1.3	1.08880257757015
40	1280	1.3	1.11735659825077
40	2560	1.3	1.13764260350568
40	5120	1.3	1.15209221257443
80	10	1.3	0.480585005871191
80	20	1.3	0.689520554783789
80	40	1.3	0.839764356292946
80	80	1.3	0.948201297762019
80	160	1.3	1.02627824171052
80	320	1.3	1.08232984846169
80	640	1.3	1.12248684808948
80	1280	1.3	1.15114800850713
80	2560	1.3	1.1715263811519
80	5120	1.3	1.18599327915087
160	10	1.3	0.50332657466141
160	20	1.3	0.712192320896295
160	40	1.3	0.862509699647888
160	80	1.3	0.971101189996393
160	160	1.3	1.04931749817297
160	320	1.3	1.1055110859555
160	640	1.3	1.14574682282293
160	1280	1.3	1.1744786396253
160	2560	1.3	1.19493162514954
160	5120	1.3	1.20945828959328
320	10	1.3	0.519156986500636
320	20	1.3	0.72792664922972
320	40	1.3	0.878351118723623
320	80	1.3	0.987033238216576
320	160	1.3	1.06539364528472
320	320	1.3	1.12168253697802
320	640	1.3	1.1620123226383
320	1280	1.3	1.19074014502002
320	2560	1.3	1.2112358844221
320	5120	1.3	1.22577336010016
640	10	1.3	0.530180722506501
640	20	1.3	0.738901954123398
640	40	1.3	0.889400725411302
640	80	1.3	0.998162809128497
640	160	1.3	1.07659356540839
640	320	1.3	1.13295523955146
640	640	1.3	1.17330398758621
640	1280	1.3	1.20209594524647
640	2560	1.3	1.22261886607307
640	5120	1.3	1.23721181447097
1280	10	1.3	0.537955352612417
1280	20	1.3	0.746661867469903
1280	40	1.3	0.897186948513383
1280	80	1.3	1.00600641825958
1280	160	1.3	1.08449021203293
1280	320	1.3	1.14089085795849
1280	640	1.3	1.18128639811389
1280	1280	1.3	1.21011143198794
1280	2560	1.3	1.23064890205631
1280	5120	1.3	1.24523052797649
2560	10	1.3	0.543406574981125
2560	20	1.3	0.752108092832602
2560	40	1.3	0.902664212011387
2560	80	1.3	1.01152456907382
2560	160	1.3	1.090021553085
2560	320	1.3	1.14650807402335
2560	640	1.3	1.18686273440697
2560	1280	1.3	1.21574301503556
2560	2560	1.3	1.23626656014101
2560	5120	1.3	1.25089280032858
5120	10	1.3	0.5472657462608
5120	20	1.3	0.755956108728191
5120	40	1.3	0.90653483694274
5120	80	1.3	1.01542434649236
5120	160	1.3	1.09397298929092
5120	320	1.3	1.15042125684541
5120	640	1.3	1.19083877408873
5120	1280	1.3	1.21970349457416
5120	2560	1.3	1.24029765103295
5120	5120	1.3	1.25486698400476
10	10	1.35	0.372966965245212
10	20	1.35	0.582629448832529
10	40	1.35	0.73252279230651
10	80	1.35	0.840325265548005
10	160	1.35	0.917728058029809
10	320	1.35	0.973256207463132
10	640	1.35	1.01298686661776
10	1280	1.35	1.04126570596464
10	2560	1.35	1.06141286186072
10	5120	1.35	1.07570982941975
20	10	1.35	0.446394836915372
20	20	1.35	0.655515961831216
20	40	1.35	0.805617439324065
20	80	1.35	0.913830536323485
20	160	1.35	0.991698932517723
20	320	1.35	1.04758956771203
20	640	1.35	1.08755342670776
20	1280	1.35	1.1160923049522
20	2560	1.35	1.13640939449041
20	5120	1.35	1.15081334422842
40	10	1.35	0.495071498182118
40	20	1.35	0.703952044943607
40	40	1.35	0.85427260417945
40	80	1.35	0.962808051986021
40	160	1.35	1.04097603269008
40	320	1.35	1.09711744490784
40	640	1.35	1.13732433520408
40	1280	1.35	1.16601460812189
40	2560	1.35	1.18645872024545
40	5120	1.35	1.20094298460033
80	10	1.35	0.528213083406514
80	20	1.35	0.736934708150142
80	40	1.35	0.887429961298959
80	80	1.35	0.99617765683385
80	160	1.35	1.07459509207909
80	320	1.35	1.13093980332084
80	640	1.35	1.17130587979229
80	1280	1.35	1.20006911986543
80	2560	1.35	1.22060433981769
80	5120	1.35	1.23515596070982
160	10	1.35	0.551043568206858
160	20	1.35	0.75972934709028
160	40	1.35	0.910324613826176
160	80	1.35	1.01924287378194
160	160	1.35	1.09781604419585
160	320	1.35	1.15429614050456
160	640	1.35	1.19472902966451
160	1280	1.35	1.22359932449125
160	2560	1.35	1.24420549440524
160	5120	1.35	1.25879911094638
320	10	1.35	0.566934539976035
320	20	1.35	0.775590285654552
320	40	1.35	0.926277542749808
320	80	1.35	1.03531903526026
320	160	1.35	1.11398842008775
320	320	1.35	1.17057668721754
320	640	1.35	1.21113302835713
320	1280	1.35	1.24002351792351
320	2560	1.35	1.26066689670764
320	5120	1.35	1.27529019848234
640	10	1.35	0.5779800124938
640	20	1.35	0.786642354973227
640	40	1.35	0.937396226651404
640	80	1.35	1.04654574498519
640	160	1.35	1.12527022796959
640	320	1.35	1.18194129506585
640	640	1.35	1.22250497665552
640	1280	1.35	1.25148262400383
640	2560	1.35	1.27211546930057
640	5120	1.35	1.28680678292853
1280	10	1.35	0.585765131257656
1280	20	1.35	0.794395667028312
1280	40	1.35	0.945197504660707
1280	80	1.35	1.05440269284965
1280	160	1.35	1.13321802043201
1280	320	1.35	1.18991022292822
1280	640	1.35	1.23054680286157
1280	1280	1.35	1.25951044911615
1280	2560	1.35	1.28017546903046
1280	5120	1.35	1.29486337585588
2560	10	1.35	0.591239385015871
2560	20	1.35	0.799866100490133
2560	40	1.35	0.950702398343175
2560	80	1.35	1.05994836908355
2560	160	1.35	1.13878360751095
2560	320	1.35	1.19553714108012
2560	640	1.35	1.23617604948141
2560	1280	1.35	1.26518984230826
2560	2560	1.35	1.28586271245956
2560	5120	1.35	1.30055419111949
5120	10	1.35	0.595107147936409
5120	20	1.35	0.803732766114812
5120	40	1.35	0.954593732424337
5120	80	1.35	1.06386926167919
5120	160	1.35	1.14275686091313
5120	320	1.35	1.19951357409351
5120	640	1.35	1.24016449515984
5120	1280	1.35	1.26919745893094
5120	2560	1.35	1.28988477877316
5120	5120	1.35	1.30457925050778
10	10	1.4	0.419286196738927
10	20	1.4	0.628585290936121
10	40	1.4	0.778578513172963
10	80	1.4	0.886638157423581
10	160	1.4	0.964350066800133
10	320	1.4	1.02010649906505
10	640	1.4	1.05996593747651
10	1280	1.4	1.08842156105205
10	2560	1.4	1.10867086040146
10	5120	1.4	1.12303512826756
20	10	1.4	0.493309835630313
20	20	1.4	0.70217653417284
20	40	1.4	0.852486271820534
20	80	1.4	0.961009573930691
20	160	1.4	1.03916534910517
20	320	1.4	1.0952983822729
20	640	1.4	1.13549856851731
20	1280	1.4	1.16418193972733
20	2560	1.4	1.18461873974457
20	5120	1.4	1.19908551111924
40	10	1.4	0.542324421907933
40	20	1.4	0.751029091960061
40	40	1.4	0.901578978779387
40	80	1.4	1.01043120058211
40	160	1.4	1.08893064423228
40	320	1.4	1.14538793761458
40	640	1.4	1.18580866310428
40	1280	1.4	1.21462701519403
40	2560	1.4	1.23516611642219
40	5120	1.4	1.24977237481516
80	10	1.4	0.575632288930198
80	20	1.4	0.784247051981964
80	40	1.4	0.934986311236
