n1	n2	d1	d2	type	m	sig1	sig2	sdir
500	20	0	0	bsln	29	29	0	29
500	20	0	0	sig2	1000	57	39	499
500	20	0	0	big2	57	57	0	29
500	20	0	0	s2or	29	29	0	29
20	50	0	0	raw	1000	39	44	497
20	50	0	0	sig1	39	39	2	20
20	50	0	0	bsln	20	20	0	20
20	50	0	0	sig2	1000	39	44	497
20	50	0	0	big2	39	39	2	20
20	50	0	0	s2or	20	20	0	20
50	50	0	0	raw	1000	44	44	500
50	50	0	0	sig1	44	44	1	24
50	50	0	0	bsln	24	24	1	24
50	50	0	0	sig2	1000	44	44	500
50	50	0	0	big2	44	44	1	24
50	50	0	0	s2or	24	24	1	24
100	50	0	0	raw	1000	41	44	492
100	50	0	0	sig1	41	41	2	16
100	50	0	0	bsln	16	16	0	16
100	50	0	0	sig2	1000	41	44	492
100	50	0	0	big2	41	41	2	16
100	50	0	0	s2or	16	16	0	16
150	50	0	0	raw	1000	39	44	523
150	50	0	0	sig1	39	39	1	20
150	50	0	0	bsln	20	20	1	20
150	50	0	0	sig2	1000	39	44	523
150	50	0	0	big2	39	39	1	20
150	50	0	0	s2or	20	20	1	20
200	50	0	0	raw	1000	46	44	515
200	50	0	0	sig1	46	46	2	24
200	50	0	0	bsln	24	24	2	24
200	50	0	0	sig2	1000	46	44	515
200	50	0	0	big2	46	46	2	24
200	50	0	0	s2or	24	24	2	24
250	50	0	0	raw	1000	40	44	501
250	50	0	0	sig1	40	40	2	19
250	50	0	0	bsln	19	19	1	19
250	50	0	0	sig2	1000	40	44	501
250	50	0	0	big2	40	40	2	19
250	50	0	0	s2or	19	19	1	19
300	50	0	0	raw	1000	58	44	503
300	50	0	0	sig1	58	58	3	29
300	50	0	0	bsln	29	29	1	29
300	50	0	0	sig2	1000	58	44	503
300	50	0	0	big2	58	58	3	29
300	50	0	0	s2or	29	29	1	29
350	50	0	0	raw	1000	50	44	517
350	50	0	0	sig1	50	50	2	23
350	50	0	0	bsln	23	23	1	23
350	50	0	0	sig2	1000	50	44	517
350	50	0	0	big2	50	50	2	23
350	50	0	0	s2or	23	23	1	23
400	50	0	0	raw	1000	47	44	531
400	50	0	0	sig1	47	47	0	29
400	50	0	0	bsln	29	29	0	29
400	50	0	0	sig2	1000	47	44	531
400	50	0	0	big2	47	47	0	29
400	50	0	0	s2or	29	29	0	29
450	50	0	0	raw	1000	48	44	504
450	50	0	0	sig1	48	48	2	25
450	50	0	0	bsln	25	25	0	25
450	50	0	0	sig2	1000	48	44	504
450	50	0	0	big2	48	48	2	25
450	50	0	0	s2or	25	25	0	25
500	50	0	0	raw	1000	57	44	470
500	50	0	0	sig1	57	57	4	29
500	50	0	0	bsln	29	29	3	29
500	50	0	0	sig2	1000	57	44	470
500	50	0	0	big2	57	57	4	29
500	50	0	0	s2or	29	29	3	29
20	100	0	0	raw	1000	39	41	487
20	100	0	0	sig1	39	39	0	25
20	100	0	0	bsln	25	25	0	25
20	100	0	0	sig2	1000	39	41	487
20	100	0	0	big2	39	39	0	25
20	100	0	0	s2or	25	25	0	25
50	100	0	0	raw	1000	44	41	506
50	100	0	0	sig1	44	44	3	22
50	100	0	0	bsln	22	22	2	22
50	100	0	0	sig2	1000	44	41	506
50	100	0	0	big2	44	44	3	22
50	100	0	0	s2or	22	22	2	22
100	100	0	0	raw	1000	41	41	506
100	100	0	0	sig1	41	41	0	21
100	100	0	0	bsln	21	21	0	21
100	100	0	0	sig2	1000	41	41	506
100	100	0	0	big2	41	41	0	21
100	100	0	0	s2or	21	21	0	21
150	100	0	0	raw	1000	39	41	521
150	100	0	0	sig1	39	39	0	24
150	100	0	0	bsln	24	24	0	24
150	100	0	0	sig2	1000	39	41	521
150	100	0	0	big2	39	39	0	24
150	100	0	0	s2or	24	24	0	24
200	100	0	0	raw	1000	46	41	475
200	100	0	0	sig1	46	46	2	22
200	100	0	0	bsln	22	22	2	22
200	100	0	0	sig2	1000	46	41	475
200	100	0	0	big2	46	46	2	22
200	100	0	0	s2or	22	22	2	22
250	100	0	0	raw	1000	40	41	503
250	100	0	0	sig1	40	40	4	23
250	100	0	0	bsln	23	23	3	23
250	100	0	0	sig2	1000	40	41	503
250	100	0	0	big2	40	40	4	23
250	100	0	0	s2or	23	23	3	23
300	100	0	0	raw	1000	58	41	503
300	100	0	0	sig1	58	58	5	25
300	100	0	0	bsln	25	25	1	25
300	100	0	0	sig2	1000	58	41	503
300	100	0	0	big2	58	58	5	25
300	100	0	0	s2or	25	25	1	25
350	100	0	0	raw	1000	50	41	519
350	100	0	0	sig1	50	50	2	22
350	100	0	0	bsln	22	22	1	22
350	100	0	0	sig2	1000	50	41	519
350	100	0	0	big2	50	50	2	22
350	100	0	0	s2or	22	22	1	22
400	100	0	0	raw	1000	47	41	471
400	100	0	0	sig1	47	47	3	23
400	100	0	0	bsln	23	23	0	23
400	100	0	0	sig2	1000	47	41	471
400	100	0	0	big2	47	47	3	23
400	100	0	0	s2or	23	23	0	23
450	100	0	0	raw	1000	48	41	502
450	100	0	0	sig1	48	48	4	24
450	100	0	0	bsln	24	24	1	24
450	100	0	0	sig2	1000	48	41	502
450	100	0	0	big2	48	48	4	24
450	100	0	0	s2or	24	24	1	24
500	100	0	0	raw	1000	57	41	554
500	100	0	0	sig1	57	57	2	33
500	100	0	0	bsln	33	33	2	33
500	100	0	0	sig2	1000	57	41	554
500	100	0	0	big2	57	57	2	33
500	100	0	0	s2or	33	33	2	33
20	150	0	0	raw	1000	39	39	492
20	150	0	0	sig1	39	39	1	20
20	150	0	0	bsln	20	20	0	20
20	150	0	0	sig2	1000	39	39	492
20	150	0	0	big2	39	39	1	20
20	150	0	0	s2or	20	20	0	20
50	150	0	0	raw	1000	44	39	521
50	150	0	0	sig1	44	44	2	20
50	150	0	0	bsln	20	20	0	20
50	150	0	0	sig2	1000	44	39	521
50	150	0	0	big2	44	44	2	20
50	150	0	0	s2or	20	20	0	20
100	150	0	0	raw	1000	41	39	495
100	150	0	0	sig1	41	41	2	23
100	150	0	0	bsln	23	23	0	23
100	150	0	0	sig2	1000	41	39	495
100	150	0	0	big2	41	41	2	23
100	150	0	0	s2or	23	23	0	23
150	150	0	0	raw	1000	39	39	482
150	150	0	0	sig1	39	39	1	12
150	150	0	0	bsln	12	12	0	12
150	150	0	0	sig2	1000	39	39	482
150	150	0	0	big2	39	39	1	12
150	150	0	0	s2or	12	12	0	12
200	150	0	0	raw	1000	46	39	498
200	150	0	0	sig1	46	46	2	22
200	150	0	0	bsln	22	22	2	22
200	150	0	0	sig2	1000	46	39	498
200	150	0	0	big2	46	46	2	22
200	150	0	0	s2or	22	22	2	22
250	150	0	0	raw	1000	40	39	490
250	150	0	0	sig1	40	40	2	18
250	150	0	0	bsln	18	18	1	18
250	150	0	0	sig2	1000	40	39	490
250	150	0	0	big2	40	40	2	18
250	150	0	0	s2or	18	18	1	18
300	150	0	0	raw	1000	58	39	500
300	150	0	0	sig1	58	58	0	26
300	150	0	0	bsln	26	26	0	26
300	150	0	0	sig2	1000	58	39	500
300	150	0	0	big2	58	58	0	26
300	150	0	0	s2or	26	26	0	26
350	150	0	0	raw	1000	50	39	496
350	150	0	0	sig1	50	50	4	21
350	150	0	0	bsln	21	21	2	21
350	150	0	0	sig2	1000	50	39	496
350	150	0	0	big2	50	50	4	21
350	150	0	0	s2or	21	21	2	21
400	150	0	0	raw	1000	47	39	520
400	150	0	0	sig1	47	47	2	21
400	150	0	0	bsln	21	21	0	21
400	150	0	0	sig2	1000	47	39	520
400	150	0	0	big2	47	47	2	21
400	150	0	0	s2or	21	21	0	21
450	150	0	0	raw	1000	48	39	483
450	150	0	0	sig1	48	48	2	23
450	150	0	0	bsln	23	23	1	23
450	150	0	0	sig2	1000	48	39	483
450	150	0	0	big2	48	48	2	23
450	150	0	0	s2or	23	23	1	23
500	150	0	0	raw	1000	57	39	491
500	150	0	0	sig1	57	57	1	30
500	150	0	0	bsln	30	30	0	30
500	150	0	0	sig2	1000	57	39	491
500	150	0	0	big2	57	57	1	30
500	150	0	0	s2or	30	30	0	30
20	200	0	0	raw	1000	39	46	472
20	200	0	0	sig1	39	39	4	12
20	200	0	0	bsln	12	12	1	12
20	200	0	0	sig2	1000	39	46	472
20	200	0	0	big2	39	39	4	12
20	200	0	0	s2or	12	12	1	12
50	200	0	0	raw	1000	44	46	519
50	200	0	0	sig1	44	44	3	25
50	200	0	0	bsln	25	25	1	25
50	200	0	0	sig2	1000	44	46	519
50	200	0	0	big2	44	44	3	25
50	200	0	0	s2or	25	25	1	25
100	200	0	0	raw	1000	41	46	483
100	200	0	0	sig1	41	41	0	20
100	200	0	0	bsln	20	20	0	20
100	200	0	0	sig2	1000	41	46	483
100	200	0	0	big2	41	41	0	20
100	200	0	0	s2or	20	20	0	20
150	200	0	0	raw	1000	39	46	520
150	200	0	0	sig1	39	39	1	22
150	200	0	0	bsln	22	22	0	22
150	200	0	0	sig2	1000	39	46	520
150	200	0	0	big2	39	39	1	22
150	200	0	0	s2or	22	22	0	22
200	200	0	0	raw	1000	46	46	490
200	200	0	0	sig1	46	46	1	23
200	200	0	0	bsln	23	23	0	23
200	200	0	0	sig2	1000	46	46	490
200	200	0	0	big2	46	46	1	23
200	200	0	0	s2or	23	23	0	23
250	200	0	0	raw	1000	40	46	508
250	200	0	0	sig1	40	40	2	14
250	200	0	0	bsln	14	14	0	14
250	200	0	0	sig2	1000	40	46	508
250	200	0	0	big2	40	40	2	14
250	200	0	0	s2or	14	14	0	14
300	200	0	0	raw	1000	58	46	500
300	200	0	0	sig1	58	58	3	30
300	200	0	0	bsln	30	30	0	30
300	200	0	0	sig2	1000	58	46	500
300	200	0	0	big2	58	58	3	30
300	200	0	0	s2or	30	30	0	30
350	200	0	0	raw	1000	50	46	502
350	200	0	0	sig1	50	50	4	16
350	200	0	0	bsln	16	16	1	16
350	200	0	0	sig2	1000	50	46	502
350	200	0	0	big2	50	50	4	16
350	200	0	0	s2or	16	16	1	16
400	200	0	0	raw	1000	47	46	506
400	200	0	0	sig1	47	47	0	22
400	200	0	0	bsln	22	22	0	22
400	200	0	0	sig2	1000	47	46	506
400	200	0	0	big2	47	47	0	22
400	200	0	0	s2or	22	22	0	22
450	200	0	0	raw	1000	48	46	501
450	200	0	0	sig1	48	48	3	18
450	200	0	0	bsln	18	18	1	18
450	200	0	0	sig2	1000	48	46	501
450	200	0	0	big2	48	48	3	18
450	200	0	0	s2or	18	18	1	18
500	200	0	0	raw	1000	57	46	507
500	200	0	0	sig1	57	57	4	24
500	200	0	0	bsln	24	24	0	24
500	200	0	0	sig2	1000	57	46	507
500	200	0	0	big2	57	57	4	24
500	200	0	0	s2or	24	24	0	24
20	250	0	0	raw	1000	39	40	508
20	250	0	0	sig1	39	39	0	19
20	250	0	0	bsln	19	19	0	19
20	250	0	0	sig2	1000	39	40	508
20	250	0	0	big2	39	39	0	19
20	250	0	0	s2or	19	19	0	19
50	250	0	0	raw	1000	44	40	481
50	250	0	0	sig1	44	44	1	25
50	250	0	0	bsln	25	25	1	25
50	250	0	0	sig2	1000	44	40	481
50	250	0	0	big2	44	44	1	25
50	250	0	0	s2or	25	25	1	25
100	250	0	0	raw	1000	41	40	489
100	250	0	0	sig1	41	41	2	17
100	250	0	0	bsln	17	17	2	17
100	250	0	0	sig2	1000	41	40	489
100	250	0	0	big2	41	41	2	17
100	250	0	0	s2or	17	17	2	17
150	250	0	0	raw	1000	39	40	512
150	250	0	0	sig1	39	39	1	14
150	250	0	0	bsln	14	14	0	14
150	250	0	0	sig2	1000	39	40	512
150	250	0	0	big2	39	39	1	14
150	250	0	0	s2or	14	14	0	14
200	250	0	0	raw	1000	46	40	502
200	250	0	0	sig1	46	46	0	23
200	250	0	0	bsln	23	23	0	23
200	250	0	0	sig2	1000	46	40	502
200	250	0	0	big2	46	46	0	23
200	250	0	0	s2or	23	23	0	23
250	250	0	0	raw	1000	40	40	474
250	250	0	0	sig1	40	40	2	21
250	250	0	0	bsln	21	21	0	21
250	250	0	0	sig2	1000	40	40	474
250	250	0	0	big2	40	40	2	21
250	250	0	0	s2or	21	21	0	21
300	250	0	0	raw	1000	58	40	480
300	250	0	0	sig1	58	58	4	33
300	250	0	0	bsln	33	33	4	33
300	250	0	0	sig2	1000	58	40	480
300	250	0	0	big2	58	58	4	33
300	250	0	0	s2or	33	33	4	33
350	250	0	0	raw	1000	50	40	498
350	250	0	0	sig1	50	50	2	27
350	250	0	0	bsln	27	27	1	27
350	250	0	0	sig2	1000	50	40	498
350	250	0	0	big2	50	50	2	27
350	250	0	0	s2or	27	27	1	27
400	250	0	0	raw	1000	47	40	518
400	250	0	0	sig1	47	47	1	28
400	250	0	0	bsln	28	28	1	28
400	250	0	0	sig2	1000	47	40	518
400	250	0	0	big2	47	47	1	28
400	250	0	0	s2or	28	28	1	28
450	250	0	0	raw	1000	48	40	503
450	250	0	0	sig1	48	48	1	26
450	250	0	0	bsln	26	26	1	26
450	250	0	0	sig2	1000	48	40	503
450	250	0	0	big2	48	48	1	26
450	250	0	0	s2or	26	26	1	26
500	250	0	0	raw	1000	57	40	493
500	250	0	0	sig1	57	57	2	23
500	250	0	0	bsln	23	23	0	23
500	250	0	0	sig2	1000	57	40	493
500	250	0	0	big2	57	57	2	23
500	250	0	0	s2or	23	23	0	23
20	300	0	0	raw	1000	39	58	520
20	300	0	0	sig1	39	39	2	18
20	300	0	0	bsln	18	18	1	18
20	300	0	0	sig2	1000	39	58	520
20	300	0	0	big2	39	39	2	18
20	300	0	0	s2or	18	18	1	18
50	300	0	0	raw	1000	44	58	481
50	300	0	0	sig1	44	44	3	16
50	300	0	0	bsln	16	16	0	16
50	300	0	0	sig2	1000	44	58	481
50	300	0	0	big2	44	44	3	16
50	300	0	0	s2or	16	16	0	16
100	300	0	0	raw	1000	41	58	489
100	300	0	0	sig1	41	41	0	15
100	300	0	0	bsln	15	15	0	15
100	300	0	0	sig2	1000	41	58	489
100	300	0	0	big2	41	41	0	15
100	300	0	0	s2or	15	15	0	15
150	300	0	0	raw	1000	39	58	486
150	300	0	0	sig1	39	39	1	20
150	300	0	0	bsln	20	20	1	20
150	300	0	0	sig2	1000	39	58	486
150	300	0	0	big2	39	39	1	20
150	300	0	0	s2or	20	20	1	20
200	300	0	0	raw	1000	46	58	510
200	300	0	0	sig1	46	46	1	23
200	300	0	0	bsln	23	23	1	23
200	300	0	0	sig2	1000	46	58	510
200	300	0	0	big2	46	46	1	23
200	300	0	0	s2or	23	23	1	23
250	300	0	0	raw	1000	40	58	520
250	300	0	0	sig1	40	40	3	18
250	300	0	0	bsln	18	18	1	18
250	300	0	0	sig2	1000	40	58	520
250	300	0	0	big2	40	40	3	18
250	300	0	0	s2or	18	18	1	18
300	300	0	0	raw	1000	58	58	498
300	300	0	0	sig1	58	58	2	35
300	300	0	0	bsln	35	35	1	35
300	300	0	0	sig2	1000	58	58	498
300	300	0	0	big2	58	58	2	35
300	300	0	0	s2or	35	35	1	35
350	300	0	0	raw	1000	50	58	506
350	300	0	0	sig1	50	50	10	30
350	300	0	0	bsln	30	30	9	30
350	300	0	0	sig2	1000	50	58	506
350	300	0	0	big2	50	50	10	30
350	300	0	0	s2or	30	30	9	30
400	300	0	0	raw	1000	47	58	486
400	300	0	0	sig1	47	47	0	30
400	300	0	0	bsln	30	30	0	30
400	300	0	0	sig2	1000	47	58	486
400	300	0	0	big2	47	47	0	30
400	300	0	0	s2or	30	30	0	30
450	300	0	0	raw	1000	48	58	517
450	300	0	0	sig1	48	48	1	25
450	300	0	0	bsln	25	25	1	25
450	300	0	0	sig2	1000	48	58	517
450	300	0	0	big2	48	48	1	25
450	300	0	0	s2or	25	25	1	25
500	300	0	0	raw	1000	57	58	513
500	300	0	0	sig1	57	57	5	28
500	300	0	0	bsln	28	28	3	28
500	300	0	0	sig2	1000	57	58	513
500	300	0	0	big2	57	57	5	28
500	300	0	0	s2or	28	28	3	28
20	350	0	0	raw	1000	39	50	462
20	350	0	0	sig1	39	39	0	13
20	350	0	0	bsln	13	13	0	13
20	350	0	0	sig2	1000	39	50	462
20	350	0	0	big2	39	39	0	13
20	350	0	0	s2or	13	13	0	13
50	350	0	0	raw	1000	44	50	533
50	350	0	0	sig1	44	44	1	23
50	350	0	0	bsln	23	23	0	23
50	350	0	0	sig2	1000	44	50	533
50	350	0	0	big2	44	44	1	23
50	350	0	0	s2or	23	23	0	23
100	350	0	0	raw	1000	41	50	519
100	350	0	0	sig1	41	41	5	14
100	350	0	0	bsln	14	14	1	14
100	350	0	0	sig2	1000	41	50	519
100	350	0	0	big2	41	41	5	14
100	350	0	0	s2or	14	14	1	14
150	350	0	0	raw	1000	39	50	516
150	350	0	0	sig1	39	39	1	20
150	350	0	0	bsln	20	20	0	20
150	350	0	0	sig2	1000	39	50	516
150	350	0	0	big2	39	39	1	20
150	350	0	0	s2or	20	20	0	20
200	350	0	0	raw	1000	46	50	492
200	350	0	0	sig1	46	46	0	23
200	350	0	0	bsln	23	23	0	23
200	350	0	0	sig2	1000	46	50	492
200	350	0	0	big2	46	46	0	23
200	350	0	0	s2or	23	23	0	23
250	350	0	0	raw	1000	40	50	506
250	350	0	0	sig1	40	40	0	20
250	350	0	0	bsln	20	20	0	20
250	350	0	0	sig2	1000	40	50	506
250	350	0	0	big2	40	40	0	20
250	350	0	0	s2or	20	20	0	20
300	350	0	0	raw	1000	58	50	500
300	350	0	0	sig1	58	58	3	34
300	350	0	0	bsln	34	34	3	34
300	350	0	0	sig2	1000	58	50	500
300	350	0	0	big2	58	58	3	34
300	350	0	0	s2or	34	34	3	34
350	350	0	0	raw	1000	50	50	484
350	350	0	0	sig1	50	50	2	27
350	350	0	0	bsln	27	27	0	27
350	350	0	0	sig2	1000	50	50	484
350	350	0	0	big2	50	50	2	27
350	350	0	0	s2or	27	27	0	27
400	350	0	0	raw	1000	47	50	518
400	350	0	0	sig1	47	47	4	21
400	350	0	0	bsln	21	21	2	21
400	350	0	0	sig2	1000	47	50	518
400	350	0	0	big2	47	47	4	21
400	350	0	0	s2or	21	21	2	21
450	350	0	0	raw	1000	48	50	509
450	350	0	0	sig1	48	48	4	30
450	350	0	0	bsln	30	30	3	30
450	350	0	0	sig2	1000	48	50	509
450	350	0	0	big2	48	48	4	30
450	350	0	0	s2or	30	30	3	30
500	350	0	0	raw	1000	57	50	505
500	350	0	0	sig1	57	57	3	31
500	350	0	0	bsln	31	31	1	31
500	350	0	0	sig2	1000	57	50	505
500	350	0	0	big2	57	57	3	31
500	350	0	0	s2or	31	31	1	31
20	400	0	0	raw	1000	39	47	508
20	400	0	0	sig1	39	39	0	22
20	400	0	0	bsln	22	22	0	22
20	400	0	0	sig2	1000	39	47	508
20	400	0	0	big2	39	39	0	22
20	400	0	0	s2or	22	22	0	22
50	400	0	0	raw	1000	44	47	495
50	400	0	0	sig1	44	44	2	23
50	400	0	0	bsln	23	23	1	23
50	400	0	0	sig2	1000	44	47	495
50	400	0	0	big2	44	44	2	23
50	400	0	0	s2or	23	23	1	23
100	400	0	0	raw	1000	41	47	485
100	400	0	0	sig1	41	41	2	20
100	400	0	0	bsln	20	20	1	20
100	400	0	0	sig2	1000	41	47	485
100	400	0	0	big2	41	41	2	20
100	400	0	0	s2or	20	20	1	20
150	400	0	0	raw	1000	39	47	480
150	400	0	0	sig1	39	39	2	23
150	400	0	0	bsln	23	23	2	23
150	400	0	0	sig2	1000	39	47	480
150	400	0	0	big2	39	39	2	23
150	400	0	0	s2or	23	23	2	23
200	400	0	0	raw	1000	46	47	482
200	400	0	0	sig1	46	46	1	19
200	400	0	0	bsln	19	19	0	19
200	400	0	0	sig2	1000	46	47	482
200	400	0	0	big2	46	46	1	19
200	400	0	0	s2or	19	19	0	19
250	400	0	0	raw	1000	40	47	502
250	400	0	0	sig1	40	40	1	21
250	400	0	0	bsln	21	21	1	21
250	400	0	0	sig2	1000	40	47	502
250	400	0	0	big2	40	40	1	21
250	400	0	0	s2or	21	21	1	21
300	400	0	0	raw	1000	58	47	492
300	400	0	0	sig1	58	58	4	23
300	400	0	0	bsln	23	23	2	23
300	400	0	0	sig2	1000	58	47	492
300	400	0	0	big2	58	58	4	23
300	400	0	0	s2or	23	23	2	23
350	400	0	0	raw	1000	50	47	510
350	400	0	0	sig1	50	50	3	25
350	400	0	0	bsln	25	25	1	25
350	400	0	0	sig2	1000	50	47	510
350	400	0	0	big2	50	50	3	25
350	400	0	0	s2or	25	25	1	25
400	400	0	0	raw	1000	47	47	490
400	400	0	0	sig1	47	47	2	20
400	400	0	0	bsln	20	20	2	20
400	400	0	0	sig2	1000	47	47	490
400	400	0	0	big2	47	47	2	20
400	400	0	0	s2or	20	20	2	20
450	400	0	0	raw	1000	48	47	477
450	400	0	0	sig1	48	48	6	29
450	400	0	0	bsln	29	29	1	29
450	400	0	0	sig2	1000	48	47	477
450	400	0	0	big2	48	48	6	29
450	400	0	0	s2or	29	29	1	29
500	400	0	0	raw	1000	57	47	503
500	400	0	0	sig1	57	57	5	27
500	400	0	0	bsln	27	27	3	27
500	400	0	0	sig2	1000	57	47	503
500	400	0	0	big2	57	57	5	27
500	400	0	0	s2or	27	27	3	27
20	450	0	0	raw	1000	39	48	489
20	450	0	0	sig1	39	39	1	24
20	450	0	0	bsln	24	24	1	24
20	450	0	0	sig2	1000	39	48	489
20	450	0	0	big2	39	39	1	24
20	450	0	0	s2or	24	24	1	24
50	450	0	0	raw	1000	44	48	502
50	450	0	0	sig1	44	44	4	20
50	450	0	0	bsln	20	20	1	20
50	450	0	0	sig2	1000	44	48	502
50	450	0	0	big2	44	44	4	20
50	450	0	0	s2or	20	20	1	20
100	450	0	0	raw	1000	41	48	504
100	450	0	0	sig1	41	41	0	20
100	450	0	0	bsln	20	20	0	20
100	450	0	0	sig2	1000	41	48	504
100	450	0	0	big2	41	41	0	20
100	450	0	0	s2or	20	20	0	20
150	450	0	0	raw	1000	39	48	513
150	450	0	0	sig1	39	39	1	22
150	450	0	0	bsln	22	22	1	22
150	450	0	0	sig2	1000	39	48	513
150	450	0	0	big2	39	39	1	22
150	450	0	0	s2or	22	22	1	22
200	450	0	0	raw	1000	46	48	503
200	450	0	0	sig1	46	46	2	23
200	450	0	0	bsln	23	23	1	23
200	450	0	0	sig2	1000	46	48	503
200	450	0	0	big2	46	46	2	23
200	450	0	0	s2or	23	23	1	23
250	450	0	0	raw	1000	40	48	471
250	450	0	0	sig1	40	40	3	13
250	450	0	0	bsln	13	13	1	13
250	450	0	0	sig2	1000	40	48	471
250	450	0	0	big2	40	40	3	13
250	450	0	0	s2or	13	13	1	13
300	450	0	0	raw	1000	58	48	483
300	450	0	0	sig1	58	58	3	29
300	450	0	0	bsln	29	29	2	29
300	450	0	0	sig2	1000	58	48	483
300	450	0	0	big2	58	58	3	29
300	450	0	0	s2or	29	29	2	29
350	450	0	0	raw	1000	50	48	513
350	450	0	0	sig1	50	50	0	26
350	450	0	0	bsln	26	26	0	26
350	450	0	0	sig2	1000	50	48	513
350	450	0	0	big2	50	50	0	26
350	450	0	0	s2or	26	26	0	26
400	450	0	0	raw	1000	47	48	505
400	450	0	0	sig1	47	47	3	23
400	450	0	0	bsln	23	23	3	23
400	450	0	0	sig2	1000	47	48	505
400	450	0	0	big2	47	47	3	23
400	450	0	0	s2or	23	23	3	23
450	450	0	0	raw	1000	48	48	514
450	450	0	0	sig1	48	48	1	23
450	450	0	0	bsln	23	23	1	23
450	450	0	0	sig2	1000	48	48	514
450	450	0	0	big2	48	48	1	23
450	450	0	0	s2or	23	23	1	23
500	450	0	0	raw	1000	57	48	520
500	450	0	0	sig1	57	57	1	24
500	450	0	0	bsln	24	24	0	24
500	450	0	0	sig2	1000	57	48	520
500	450	0	0	big2	57	57	1	24
500	450	0	0	s2or	24	24	0	24
20	500	0	0	raw	1000	39	57	503
20	500	0	0	sig1	39	39	1	19
20	500	0	0	bsln	19	19	0	19
20	500	0	0	sig2	1000	39	57	503
20	500	0	0	big2	39	39	1	19
20	500	0	0	s2or	19	19	0	19
50	500	0	0	raw	1000	44	57	490
50	500	0	0	sig1	44	44	4	18
50	500	0	0	bsln	18	18	1	18
50	500	0	0	sig2	1000	44	57	490
50	500	0	0	big2	44	44	4	18
50	500	0	0	s2or	18	18	1	18
100	500	0	0	raw	1000	41	57	478
100	500	0	0	sig1	41	41	3	14
100	500	0	0	bsln	14	14	1	14
100	500	0	0	sig2	1000	41	57	478
100	500	0	0	big2	41	41	3	14
100	500	0	0	s2or	14	14	1	14
150	500	0	0	raw	1000	39	57	509
150	500	0	0	sig1	39	39	1	14
150	500	0	0	bsln	14	14	1	14
150	500	0	0	sig2	1000	39	57	509
150	500	0	0	big2	39	39	1	14
150	500	0	0	s2or	14	14	1	14
200	500	0	0	raw	1000	46	57	513
200	500	0	0	sig1	46	46	6	27
200	500	0	0	bsln	27	27	3	27
200	500	0	0	sig2	1000	46	57	513
200	500	0	0	big2	46	46	6	27
200	500	0	0	s2or	27	27	3	27
250	500	0	0	raw	1000	40	57	493
250	500	0	0	sig1	40	40	4	22
250	500	0	0	bsln	22	22	4	22
250	500	0	0	sig2	1000	40	57	493
250	500	0	0	big2	40	40	4	22
250	500	0	0	s2or	22	22	4	22
300	500	0	0	raw	1000	58	57	493
