n1	n2	d1	d2	sig1	sig2	sdir	sigm	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	d2.scp1	big2
320	20	1	0.8	1	1	1	1	0.988372093023256	0.441860465116279	0.997093023255814	0.991279069767442	0.98546511627907	1	1	0.420058139534884
20	40	1	0.8	1	1	1	1	0.665432098765432	0.864197530864197	0.985185185185185	0.904938271604938	0.944444444444444	0.998765432098765	1	0.222222222222222
40	40	1	0.8	1	1	1	1	0.766524520255863	0.78997867803838	0.993603411513859	0.90724946695096	0.932835820895522	1	1	0.26865671641791
80	40	1	0.8	1	1	1	1	0.821729957805907	0.665611814345992	0.990506329113924	0.910337552742616	0.927215189873418	1	1	0.248945147679325
160	40	1	0.8	1	1	1	1	0.868143459915612	0.524261603375527	0.988396624472574	0.907172995780591	0.925105485232067	1	1	0.225738396624473
320	40	1	0.8	1	1	1	1	0.873417721518987	0.386075949367089	0.987341772151899	0.90295358649789	0.921940928270042	1	1	0.210970464135021
20	80	1	0.8	1	1	1	1	0.529342723004695	0.870892018779343	0.961267605633803	0.879107981220657	0.900234741784038	0.998826291079812	1	0.192488262910798
40	80	1	0.8	1	1	1	1	0.610547667342799	0.823529411764706	0.972616632860041	0.879310344827586	0.903651115618661	0.996957403651116	1	0.216024340770791
80	80	1	0.8	1	1	1	1	0.676028084252758	0.690070210631896	0.971915747241725	0.844533600802407	0.861584754262788	0.997993981945838	1	0.198595787362086
160	80	1	0.8	1	1	1	1	0.706118355065196	0.544633901705115	0.953861584754263	0.810431293881645	0.83851554663992	1	1	0.16148445336008
320	80	1	0.8	1	1	1	1	0.739217652958877	0.402206619859579	0.931795386158475	0.801404212637914	0.817452357071214	1	1	0.138415245737212
20	160	1	0.8	1	1	1	1	0.418713450292398	0.894736842105263	0.957894736842105	0.884210526315789	0.909941520467836	1	1	0.154385964912281
40	160	1	0.8	1	1	1	1	0.494438827098079	0.845298281092012	0.970677451971689	0.861476238624874	0.888776541961577	1	1	0.173913043478261
80	160	1	0.8	1	1	1	1	0.552	0.738	0.962	0.821	0.844	0.998	1	0.154
160	160	1	0.8	1	1	1	1	0.552	0.571	0.94	0.751	0.77	0.996	1	0.122
320	160	1	0.8	1	1	1	1	0.566	0.407	0.914	0.726	0.748	0.992	1	0.081
20	320	1	0.8	1	1	1	1	0.329824561403509	0.893567251461988	0.947368421052632	0.878362573099415	0.902923976608187	0.998830409356725	1	0.142690058479532
40	320	1	0.8	1	1	1	1	0.337714863498483	0.852376137512639	0.951466127401416	0.853387259858443	0.872598584428716	0.996966632962588	1	0.170879676440849
80	320	1	0.8	1	1	1	1	0.373	0.751	0.931	0.783	0.806	0.992	1	0.139
160	320	1	0.8	1	1	1	1	0.384	0.597	0.894	0.693	0.706	0.995	1	0.073
320	320	1	0.8	1	1	1	1	0.367	0.373	0.843	0.585	0.604	0.986	1	0.04
20	20	0	1	1	1	1	1	0.947368421052632	0.894736842105263	1	0.947368421052632	0.947368421052632	1	1	0.947368421052632
40	20	0	1	1	1	1	1	0.666666666666667	0.291666666666667	0.958333333333333	0.833333333333333	0.75	1	1	1
80	20	0	1	1	1	1	1	0.578947368421053	0.157894736842105	0.894736842105263	0.684210526315789	0.631578947368421	1	1	1
160	20	0	1	1	1	1	1	0.523809523809524	0	0.666666666666667	0.523809523809524	0.523809523809524	1	1	1
320	20	0	1	1	1	1	1	0.227272727272727	0	0.454545454545455	0.272727272727273	0.136363636363636	0.909090909090909	1	1
20	40	0	1	1	1	1	1	0.826086956521739	1	1	1	1	1	1	0.91304347826087
40	40	0	1	1	1	1	1	0.307692307692308	0.269230769230769	0.884615384615385	0.692307692307692	0.692307692307692	1	1	1
80	40	0	1	1	1	1	1	0.25	0.1	0.8	0.45	0.4	1	1	1
160	40	0	1	1	1	1	1	0.08	0	0.4	0.08	0.08	0.92	1	1
320	40	0	1	1	1	1	1	0	0	0.2	0.04	0	0.76	1	1
20	80	0	1	1	1	1	1	0.782608695652174	0.956521739130435	1	1	1	1	1	0.826086956521739
40	80	0	1	1	1	1	1	0.115384615384615	0.346153846153846	0.961538461538462	0.576923076923077	0.5	1	1	1
80	80	0	1	1	1	1	1	0.1	0.1	0.7	0.4	0.35	1	1	1
160	80	0	1	1	1	1	1	0	0	0.153846153846154	0.0384615384615385	0.0384615384615385	0.653846153846154	1	1
320	80	0	1	1	1	1	1	0	0	0	0	0	0.2	1	1
20	160	0	1	1	1	1	1	0.478260869565217	1	1	1	1	1	1	0.869565217391304
40	160	0	1	1	1	1	1	0.0769230769230769	0.423076923076923	0.884615384615385	0.576923076923077	0.576923076923077	1	1	1
80	160	0	1	1	1	1	1	0.05	0.05	0.35	0.1	0.05	0.95	1	1
160	160	0	1	1	1	1	1	0	0	0	0	0	0.192307692307692	1	1
320	160	0	1	1	1	1	1	0	0	0	0	0	0	1	1
20	320	0	1	1	1	1	1	0.434782608695652	1	1	1	1	1	1	0.91304347826087
40	320	0	1	1	1	1	1	0	0.346153846153846	0.807692307692308	0.461538461538462	0.423076923076923	1	1	1
80	320	0	1	1	1	1	1	0	0	0.1	0	0	0.75	1	1
160	320	0	1	1	1	1	1	0	0	0	0	0	0.0769230769230769	1	1
320	320	0	1	1	1	1	1	0	0	0	0	0	0	1	1
20	20	0.2	1	1	1	1	1	0.879518072289157	0.867469879518072	0.987951807228916	0.963855421686747	0.939759036144578	1	1	0.879518072289157
40	20	0.2	1	1	1	1	1	0.707547169811321	0.443396226415094	0.971698113207547	0.849056603773585	0.792452830188679	1	1	0.981132075471698
80	20	0.2	1	1	1	1	1	0.463768115942029	0.0434782608695652	0.830917874396135	0.589371980676328	0.507246376811594	0.985507246376812	1	1
160	20	0.2	1	1	1	1	1	0.362924281984334	0	0.663185378590078	0.415143603133159	0.362924281984334	0.955613577023499	1	1
320	20	0.2	1	1	1	1	1	0.247906197654941	0	0.474036850921273	0.274706867671692	0.226130653266332	0.924623115577889	1	1
20	40	0.2	1	1	1	1	1	0.793478260869565	0.945652173913043	1	1	0.978260869565217	1	1	0.826086956521739
40	40	0.2	1	1	1	1	1	0.604838709677419	0.548387096774194	0.967741935483871	0.82258064516129	0.782258064516129	1	1	0.935483870967742
80	40	0.2	1	1	1	1	1	0.242914979757085	0.11336032388664	0.744939271255061	0.433198380566802	0.384615384615385	0.979757085020243	1	0.987854251012146
160	40	0.2	1	1	1	1	1	0.158013544018059	0.0338600451467269	0.471783295711061	0.212189616252822	0.187358916478555	0.91196388261851	1	1
320	40	0.2	1	1	1	1	1	0.0738060781476122	0.00289435600578871	0.256150506512301	0.102749638205499	0.0882778581765557	0.775687409551375	1	1
20	80	0.2	1	1	1	1	1	0.655913978494624	0.956989247311828	1	0.989247311827957	0.978494623655914	1	1	0.860215053763441
40	80	0.2	1	1	1	1	1	0.24	0.528	0.968	0.792	0.72	1	1	0.984
80	80	0.2	1	1	1	1	1	0.072289156626506	0.0682730923694779	0.586345381526104	0.216867469879518	0.204819277108434	0.947791164658635	1	1
160	80	0.2	1	1	1	1	1	0.022271714922049	0.0044543429844098	0.187082405345212	0.0579064587973274	0.0556792873051225	0.66369710467706	1	1
320	80	0.2	1	1	1	1	1	0.00717360114777618	0.00143472022955524	0.0602582496413199	0.0129124820659971	0.0114777618364419	0.39454806312769	1	1
20	160	0.2	1	1	1	1	1	0.494623655913978	0.989247311827957	1	1	1	1	1	0.956989247311828
40	160	0.2	1	1	1	1	1	0.128	0.528	0.96	0.712	0.672	1	1	1
80	160	0.2	1	1	1	1	1	0	0.0281124497991968	0.365461847389558	0.0923694779116466	0.0763052208835341	0.91566265060241	1	1
160	160	0.2	1	1	1	1	1	0	0	0.0356347438752784	0.0089086859688196	0.0089086859688196	0.305122494432071	1	1
320	160	0.2	1	1	1	1	1	0	0	0	0	0	0.0516499282639885	1	1
20	320	0.2	1	1	1	1	1	0.301075268817204	1	1	1	1	1	1	0.924731182795699
40	320	0.2	1	1	1	1	1	0.024	0.48	0.936	0.68	0.608	1	1	1
80	320	0.2	1	1	1	1	1	0.00401606425702811	0.0120481927710843	0.14859437751004	0.0321285140562249	0.0240963855421687	0.85140562248996	1	1
160	320	0.2	1	1	1	1	1	0	0	0.0022271714922049	0	0	0.0645879732739421	1	1
320	320	0.2	1	1	1	1	1	0	0	0	0	0	0.00430416068866571	1	1
20	20	0.5	1	1	1	1	1	0.893292682926829	0.859756097560976	1	0.978658536585366	0.960365853658537	1	1	0.753048780487805
40	20	0.5	1	1	1	1	1	0.793372319688109	0.528265107212476	0.964912280701754	0.87719298245614	0.844054580896686	0.998050682261209	1	0.935672514619883
80	20	0.5	1	1	1	1	1	0.663600525624179	0.232588699080158	0.908015768725361	0.745072273324573	0.685939553219448	0.992115637319317	1	0.973718791064389
160	20	0.5	1	1	1	1	1	0.631764705882353	0.08	0.836470588235294	0.681176470588235	0.62	0.982352941176471	1	0.991764705882353
320	20	0.5	1	1	1	1	1	0.642105263157895	0.0374269005847953	0.795321637426901	0.663157894736842	0.601169590643275	0.977777777777778	1	1
20	40	0.5	1	1	1	1	1	0.853260869565217	0.945652173913043	1	0.989130434782609	0.980978260869565	1	1	0.709239130434783
40	40	0.5	1	1	1	1	1	0.63255033557047	0.597315436241611	0.973154362416107	0.847315436241611	0.810402684563758	1	1	0.901006711409396
80	40	0.5	1	1	1	1	1	0.498863636363636	0.254545454545455	0.885227272727273	0.644318181818182	0.610227272727273	0.993181818181818	1	0.967045454545455
160	40	0.5	1	1	1	1	1	0.42479674796748	0.111788617886179	0.75	0.501016260162602	0.46849593495935	0.972560975609756	1	0.971544715447154
320	40	0.5	1	1	1	1	1	0.414560161779575	0.0606673407482305	0.684529828109201	0.468149646107179	0.426693629929221	0.964610717896865	1	0.987866531850354
20	80	0.5	1	1	1	1	1	0.711229946524064	0.981283422459893	1	0.997326203208556	0.997326203208556	1	1	0.711229946524064
40	80	0.5	1	1	1	1	1	0.468227424749164	0.667224080267559	0.986622073578595	0.846153846153846	0.824414715719064	1	1	0.926421404682274
80	80	0.5	1	1	1	1	1	0.277840269966254	0.264341957255343	0.798650168728909	0.496062992125984	0.465691788526434	0.983127109111361	1	0.976377952755906
160	80	0.5	1	1	1	1	1	0.197989949748744	0.0814070351758794	0.581909547738694	0.287437185929648	0.271356783919598	0.922613065326633	1	0.993969849246231
320	80	0.5	1	1	1	1	1	0.168	0.029	0.439	0.228	0.214	0.886	1	0.996
20	160	0.5	1	1	1	1	1	0.56951871657754	0.994652406417112	1	0.997326203208556	0.994652406417112	1	1	0.762032085561497
40	160	0.5	1	1	1	1	1	0.252508361204013	0.682274247491639	0.971571906354515	0.857859531772575	0.817725752508361	1	1	0.956521739130435
80	160	0.5	1	1	1	1	1	0.0978627671541057	0.217097862767154	0.669291338582677	0.352080989876265	0.335208098987627	0.979752530933633	1	0.988751406074241
160	160	0.5	1	1	1	1	1	0.0402010050251256	0.0361809045226131	0.376884422110553	0.150753768844221	0.138693467336683	0.801005025125628	1	1
320	160	0.5	1	1	1	1	1	0.019	0.006	0.22	0.055	0.05	0.636	1	1
20	320	0.5	1	1	1	1	1	0.36096256684492	0.997326203208556	1	0.997326203208556	0.997326203208556	1	1	0.767379679144385
40	320	0.5	1	1	1	1	1	0.140468227424749	0.698996655518395	0.968227424749164	0.811036789297659	0.759197324414716	1	1	0.956521739130435
80	320	0.5	1	1	1	1	1	0.046119235095613	0.196850393700787	0.550056242969629	0.275590551181102	0.24859392575928	0.955005624296963	1	0.997750281214848
160	320	0.5	1	1	1	1	1	0.0050251256281407	0.0190954773869347	0.204020100502513	0.0603015075376884	0.0522613065326633	0.666331658291457	1	1
320	320	0.5	1	1	1	1	1	0.002	0.002	0.073	0.011	0.011	0.352	1	1
20	20	0.8	1	1	1	1	1	0.906462585034014	0.886054421768708	0.998299319727891	0.972789115646258	0.964285714285714	1	1	0.622448979591837
40	20	0.8	1	1	1	1	1	0.8769987699877	0.687576875768758	0.98769987699877	0.93849938499385	0.910209102091021	1	1	0.774907749077491
80	20	0.8	1	1	1	1	1	0.875732708089097	0.539273153575615	0.967174677608441	0.909730363423212	0.887456037514654	0.998827667057444	1	0.821805392731536
160	20	0.8	1	1	1	1	1	0.87953216374269	0.43625730994152	0.960233918128655	0.898245614035088	0.869005847953216	1	1	0.84327485380117
320	20	0.8	1	1	1	1	1	0.884210526315789	0.306432748538012	0.948538011695906	0.893567251461988	0.869005847953216	0.998830409356725	1	0.826900584795322
20	40	0.8	1	1	1	1	1	0.838709677419355	0.957478005865103	0.998533724340176	0.982404692082111	0.98533724340176	1	1	0.56158357771261
40	40	0.8	1	1	1	1	1	0.797441364605544	0.779317697228145	0.992537313432836	0.943496801705757	0.926439232409382	1	1	0.749466950959488
80	40	0.8	1	1	1	1	1	0.803245436105477	0.619675456389452	0.981744421906694	0.894523326572008	0.862068965517241	1	1	0.775862068965517
160	40	0.8	1	1	1	1	1	0.830131445904954	0.48938321536906	0.964610717896865	0.884732052578362	0.856420626895854	0.998988877654196	1	0.809908998988878
320	40	0.8	1	1	1	1	1	0.843276036400404	0.345803842264914	0.9474216380182	0.876643073811931	0.844287158746208	0.998988877654196	1	0.819009100101112
20	80	0.8	1	1	1	1	1	0.739825581395349	0.978197674418605	0.998546511627907	0.981104651162791	0.986918604651163	1	1	0.593023255813954
40	80	0.8	1	1	1	1	1	0.663502109704641	0.825949367088608	0.989451476793249	0.938818565400844	0.918776371308017	1	1	0.7542194092827
80	80	0.8	1	1	1	1	1	0.694082246740221	0.682046138415246	0.972918756268806	0.873620862587763	0.848545636910732	1	1	0.803410230692076
160	80	0.8	1	1	1	1	1	0.739	0.535	0.96	0.831	0.816	0.998	1	0.848
320	80	0.8	1	1	1	1	1	0.736	0.358	0.926	0.809	0.786	0.998	1	0.87
20	160	0.8	1	1	1	1	1	0.555232558139535	0.989825581395349	0.998546511627907	0.988372093023256	0.991279069767442	1	1	0.598837209302326
40	160	0.8	1	1	1	1	1	0.516877637130802	0.857594936708861	0.992616033755274	0.921940928270042	0.90295358649789	1	1	0.759493670886076
80	160	0.8	1	1	1	1	1	0.54864593781344	0.713139418254764	0.95987963891675	0.848545636910732	0.825476429287864	0.996990972918756	1	0.843530591775326
160	160	0.8	1	1	1	1	1	0.572	0.553	0.942	0.783	0.764	0.999	1	0.9
320	160	0.8	1	1	1	1	1	0.574	0.367	0.9	0.691	0.673	0.993	1	0.907
20	320	0.8	1	1	1	1	1	0.449127906976744	0.992732558139535	0.997093023255814	0.986918604651163	0.992732558139535	1	1	0.572674418604651
40	320	0.8	1	1	1	1	1	0.357594936708861	0.888185654008439	0.985232067510548	0.934599156118143	0.911392405063291	1	1	0.792194092827004
80	320	0.8	1	1	1	1	1	0.388164493480441	0.72617853560682	0.9358074222668	0.817452357071214	0.797392176529589	0.997993981945838	1	0.845536609829488
160	320	0.8	1	1	1	1	1	0.391	0.577	0.912	0.737	0.712	0.993	1	0.916
320	320	0.8	1	1	1	1	1	0.361	0.355	0.847	0.601	0.587	0.993	1	0.946
20	20	1	1	1	1	1	1	0.887966804979253	0.887966804979253	0.997233748271093	0.959889349930844	0.962655601659751	1	1	0.511756569847856
40	20	1	1	1	1	1	1	0.923258559622196	0.804014167650531	0.992916174734357	0.968122786304604	0.946871310507674	1	1	0.564344746162928
80	20	1	1	1	1	1	1	0.943859649122807	0.683040935672515	0.985964912280702	0.955555555555556	0.947368421052632	1	1	0.590643274853801
160	20	1	1	1	1	1	1	0.948538011695906	0.513450292397661	0.984795321637427	0.95672514619883	0.941520467836257	1	1	0.595321637426901
320	20	1	1	1	1	1	1	0.954385964912281	0.407017543859649	0.980116959064327	0.96374269005848	0.941520467836257	1	1	0.612865497076023
20	40	1	1	1	1	1	1	0.771867612293144	0.91371158392435	0.995271867612293	0.955082742316785	0.960992907801418	1	1	0.426713947990544
40	40	1	1	1	1	1	1	0.837423312883436	0.846625766871166	0.994887525562372	0.956032719836401	0.957055214723926	1	1	0.503067484662577
80	40	1	1	1	1	1	1	0.889787664307381	0.733063700707786	0.994944388270981	0.957532861476239	0.956521739130435	1	1	0.531850353892821
160	40	1	1	1	1	1	1	0.924165824064712	0.632962588473205	0.993933265925177	0.949443882709808	0.949443882709808	1	1	0.534883720930233
320	40	1	1	1	1	1	1	0.938321536905966	0.493427704752275	0.988877654196158	0.956521739130435	0.948432760364004	1	1	0.527805864509606
20	80	1	1	1	1	1	1	0.680701754385965	0.939181286549708	0.988304093567251	0.942690058479532	0.954385964912281	1	1	0.437426900584795
40	80	1	1	1	1	1	1	0.741152679474216	0.882709807886754	0.997977755308392	0.9474216380182	0.948432760364004	1	1	0.509605662285136
80	80	1	1	1	1	1	1	0.833	0.833	0.988	0.94	0.936	1	1	0.493
160	80	1	1	1	1	1	1	0.894	0.744	0.991	0.953	0.954	1	1	0.507
320	80	1	1	1	1	1	1	0.921	0.609	0.99	0.95	0.949	1	1	0.517
20	160	1	1	1	1	1	1	0.547368421052632	0.952046783625731	0.987134502923977	0.947368421052632	0.96374269005848	1	1	0.40233918128655
40	160	1	1	1	1	1	1	0.62891809908999	0.925176946410516	0.992922143579373	0.950455005055612	0.949443882709808	1	1	0.474216380182002
80	160	1	1	1	1	1	1	0.739	0.875	0.991	0.943	0.943	1	1	0.5
160	160	1	1	1	1	1	1	0.821	0.817	0.994	0.939	0.939	1	1	0.498
320	160	1	1	1	1	1	1	0.893	0.727	0.991	0.953	0.951	1	1	0.504
20	320	1	1	1	1	1	1	0.421052631578947	0.955555555555556	0.980116959064327	0.943859649122807	0.95906432748538	1	1	0.381286549707602
40	320	1	1	1	1	1	1	0.493427704752275	0.937310414560162	0.994944388270981	0.9474216380182	0.956521739130435	1	1	0.44994944388271
80	320	1	1	1	1	1	1	0.617	0.911	0.991	0.947	0.945	1	1	0.484
160	320	1	1	1	1	1	1	0.715	0.875	0.993	0.942	0.95	1	1	0.48
320	320	1	1	1	1	1	1	0.805	0.807	0.991	0.934	0.943	1	1	0.487
