n2	dsig
1170	0.0810765098588752
1175	0.0809036442734492
1180	0.0807318797099264
1185	0.0805612045299244
1190	0.0803916072665697
1195	0.080223076621261
1200	0.0800556014605082
1205	0.0798891708128424
1210	0.0797237738657978
1215	0.0795593999629604
1220	0.0793960386010847
1225	0.0792336794272743
1230	0.0790723122362266
1235	0.0789119269675377
1240	0.0787525137030689
1245	0.0785940626643697
1250	0.0784365642101588
1255	0.0782800088338599
1260	0.0781243871611919
1265	0.0779696899478108
1270	0.0778159080770031
1275	0.0776630325574297
1280	0.0775110545209174
1285	0.0773599652202978
1290	0.0772097560272936
1295	0.0770604184304482
1300	0.0769119440331001
1305	0.0767643245514005
1310	0.076617551812371
1315	0.076471617752004
1320	0.0763265144134011
1325	0.0761822339449511
1330	0.0760387685985458
1335	0.0758961107278317
1340	0.0757542527864988
1345	0.0756131873266038
1350	0.0754729069969273
1355	0.0753334045413655
1360	0.0751946727973531
1365	0.0750567046943187
1370	0.0749194932521716
1375	0.0747830315798183
1380	0.0746473128737088
1385	0.074512330416412
1390	0.0743780775752191
1395	0.0742445478007748
1400	0.0741117346257354
1405	0.0739796316634529
1410	0.0738482326066849
1415	0.0737175312263306
1420	0.0735875213701893
1425	0.0734581969617451
1430	0.0733295519989733
1435	0.073201580553171
1440	0.0730742767678088
1445	0.0729476348574056
1450	0.0728216491064242
1455	0.0726963138681875
1460	0.0725716235638158
1465	0.0724475726811839
1470	0.0723241557738973
1475	0.0722013674602879
1480	0.0720792024224286
1485	0.0719576554051657
1490	0.0718367212151695
1495	0.0717163947200022
1500	0.071596670847203
1505	0.0714775445833903
1510	0.0713590109733794
1515	0.0712410651193173
1520	0.0711237021798321
1525	0.071006917369199
1530	0.07089070595652
1535	0.0707750632649195
1540	0.0706599846707531
1545	0.0705454656028319
1550	0.0704315015416592
1555	0.0703180880186817
1560	0.0702052206155536
1565	0.0700928949634134
1570	0.0699811067421737
1575	0.0698698516798234
1580	0.069759125551742
1585	0.0696489241800257
1590	0.0695392434328254
1595	0.0694300792236959
1600	0.0693214275109568
1605	0.0692132842970632
1610	0.0691056456279889
1615	0.0689985075926185
1620	0.0688918663221507
1625	0.0687857179895116
1630	0.0686800588087778
1635	0.0685748850346092
1640	0.0684701929616914
1645	0.0683659789241875
1650	0.0682622392951988
1655	0.0681589704862349
1660	0.0680561689466918
1665	0.0679538311633399
1670	0.0678519536598192
1675	0.0677505329961433
1680	0.0676495657682117
